Protein.ID	protein_ZT0	protein_ZT4	protein_ZT8	protein_ZT12	protein_ZT16	protein_ZT20	protein_ZT24	protein_ZT28	protein_ZT32	protein_ZT36	protein_ZT40	protein_ZT44	protein_ZT48	protein_ZT52	protein_ZT56	protein_ZT60	protein_ZT64	protein_ZT68	protein_ZT72	protein_ZT76	protein_ZT80	protein_ZT84	protein_ZT88	protein_ZT92	protein_ZT96	protein_ZT100	protein_ZT104	protein_ZT108	protein_ZT112	protein_ZT116	protein_mean.level	protein_max.level	protein_rhythm.pvalue	Entry	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
OT_ostta07g01920	223086.6734	178947.2644	149720.3595	236686.426	171471.0426	154240.4767	225698.0367	166397.933	211572.1449	201911.2471	178513.8705	130439.9846	163234.8679	211745.378	254319.7118	257927.2413	239316.0569	272990.3773	135753.0948	232738.0904	186403.6538	226520.4684	198036.5666	196894.5046	184172.1476	132593.6631	159286.9874	194085.2266	128296.3082	201787.4698	193492.90913	272990.3773	0.533979605195746	A0A090M3A6	1106	22.98	25.49
OT_ostta07g01990	691892.3883	739225.8184	748278.307	697397.6496	814165.3273	728742.0025	806243.0401	836596.7942	644226.2899	813536.7049	685583.5247	864558.2858	737479.6741	849024.9672	584314.7195	708246.808	651035.6904	707551.7738	725238.1633	833114.8005	655937.9773	758185.3296	783933.4437	880984.1436	743854.4748	592086.7149	615187.2395	635641.4068	683239.9955	668014.097	729450.585073333	880984.1436	0.230967933528987	A0A090M7M3	71	23.52	26.18
OT_ostta07g02040	1829776.451	1763228.193	2209686.04	1987387.447	2003906.969	2041211.473	2161365.55	2084842.309	1677429.707	2100559.788	1919784.106	2277314.51	2054187.073	1978609.076	1726102.197	1941336.556	1854222.943	1905498.413	2093073.638	2027038.083	1742559.912	2233244.928	2077055.319	2601646.788	2014726.345	1243306.865	1693414.687	1957582.428	1797891.166	1314373.859	1943745.4273	2601646.788	0.235110132970704	A0A090M380	1009	21	23.17
OT_ostta07g02250	346035.7743	260976.3394	297631.0465	320061.4251	251468.8088	219537.2064	315508.7183	248553.4837	375190.7365	276741.8241	311055.1773	237281.9566	222500.0226	280556.4501	476993.2956	412571.7759	361409.1493	366104.4721	166833.7598	340243.1923	322528.3026	321722.2369	281552.7438	287560.4333	234464.1309	326572.4568	287099.5984	320858.0822	216693.389	335586.9947	300729.76611	476993.2956	0.0805375704996569	A0A090N3U0	798	22.85	25
OT_ostta07g02310	17977322.47	19511521.08	21106944.08	16949507.86	18890557.15	18505151.41	17971654.46	25289463.2	19195623.14	19845725.48	17032661.38	21301714.58	16538924.31	19695786.31	18910571.44	15846488.38	16518765.84	17240686.45	16962073.04	20855880.27	17088928.33	19478308.06	18153886.59	21887983.17	18147646.23	18077060.87	18671977.49	16347764.83	16182873.84	15849755.69	18534440.2476667	25289463.2	0.260003482499604	A0A090M7P2	593	20.91	23.54
OT_ostta07g02330	359569.3388	282935.8086	395906.0006	316275.0733	322730.1104	328292.5415	277943.7827	301010.4729	257649.7824	350009.6242	271435.5686	331783.0959	269154.2924	301670.9434	303804.0386	278573.4329	253586.7097	258312.7193	263571.1993	328273.9961	273211.5029	372004.9328	278087.7688	367025.3137	295840.4239	330291.7005	286081.6168	283513.414	247584.0059	268633.7581	301825.4323	395906.0006	0.817699621855766	A0A090M983	1143	21.63	23.1
OT_ostta07g02340	4240936.19	3969416.878	4967613.531	4480309.539	4872348.296	4331841.478	4528227.412	4529736.714	3762227.243	4571167.904	4653616.998	5573859.115	3334610.516	3824831.802	3776737.735	4789683.356	3880000.199	4182270.64	3714014.85	3846863.811	3483893.744	3902290.72	4558529.604	4307381.447	4026481.445	3709160.807	3968128.297	3426142.783	3611084.835	4000642.463	4160801.6784	5573859.115	0.214451981716872	A0A090M399	193	22.41	24.94
OT_ostta07g02420	5470981.627	6372130.159	7123958.138	6343958.831	7127819.392	6140770.887	7183421.963	5804518.562	5315166.089	5068814.173	5307113.273	6940041.831	5480951.33	6062722.732	4938542.544	6713561.15	5969524.006	4779335.894	5625699.177	6298033.463	5164259.447	5871491.352	6220367.786	6094382.708	5279466.004	5428416.51	3933611.406	6159086.784	5290619.233	5976258.354	5849500.82683333	7183421.963	0.638367370573836	NA	NA	NA	NA
OT_ostta07g02440	534208.2996	567173.6376	497212.1554	435383.5354	562106.9547	525382.5605	622752.6706	616207.5542	487922.8139	587549.6673	496250.6429	607110.0451	487386.6747	634509.3102	480307.7506	388181.3027	432811.5005	454506.4151	476722.4755	500467.9653	447546.3461	549852.319	600160.4589	674810.4867	548232.9172	266784.6766	483130.3971	451709.3179	449091.7919	193850.1117	501977.425163333	674810.4867	0.27338340549691	A0A090M3B0	132	20.44	22.42
OT_ostta07g02590	1056548.324	1024908.279	1121145.183	658430.1557	1066427.42	962902.0748	1007307.864	979239.3642	1202106.35	1116685.186	869052.6274	1198126.879	1088754.182	738665.6517	1228373.67	450518.7581	992355.9597	837833.2951	1040964.389	1164049.86	974583.0929	1109298.051	912312.703	1087410.271	1007460.03	901886.3535	934736.6815	1127452.257	894959.2155	853347.5106	986928.054623333	1228373.67	0.495215781143776	Q015B4	331	21.33	23.62
OT_ostta07g02710	273307.3296	231162.0416	335469.0572	524461.6429	476550.7375	329429.6678	173350.7406	147661.1385	309447.6257	487416.9485	446571.8131	393466.7929	243481.7085	120979.9065	261617.8724	499152.5814	401963.3861	244191.1505	155481.0163	89581.83857	199797.0021	471602.2959	553845.3778	324237.7773	191694.5964	154808.5769	256919.4993	378288.6618	276792.0411	388394.1207	311370.831515667	553845.3778	8.07787196799264e-07	Q014Z9	107	22.41	25.1
OT_ostta07g02720	453611.2464	665128.1964	895452.729	631872.5595	689145.6623	614529.7102	511297.292	836623.7809	497705.2654	710124.0461	557820.2605	863455.5534	616883.883	486897.1766	588596.4893	734924.9219	667487.4993	798090.1299	655894.217	749351.2194	652171.9697	723080.2143	890612.9127	908741.2464	608621.6877	440789.3273	700376.0723	571814.6415	590247.1542	372356.7357	656123.46001	908741.2464	0.550292000209073	A0A090M7S2	469	20.63	22.55
OT_ostta07g02780	274530.4055	247636.6661	351351.5077	303050.9314	323082.0183	315718.944	211468.5864	342945.4253	286678.022	326318.8808	293754.4583	334257.0687	176663.5859	317207.3369	303958.0001	399949.879	291648.6862	326457.5616	238735.3437	282631.9917	273573.2942	296730.8147	373755.2326	222290.8534	271635.3306	281706.6766	371875.929	234455.6674	245006.4051	256890.8358	292532.2113	399949.879	0.0515443341854033	A0A090M9C2	676	22.87	25.06
OT_ostta07g02810	1066117.209	1017636.461	1167008.703	1014375.927	1029812.337	1122879.207	913756.0694	993118.9852	1063390.605	1130732.583	961142.6318	1175870.363	791218.2288	1182326.759	1039733.533	1261317.237	918143.4499	959492.3034	744520.2985	1131648.857	952556.545	1014117.694	1228658.8	1156501.435	949670.2564	1072414.709	1121686.425	748278.4223	773980.0315	1029433.385	1024384.64837333	1261317.237	0.677678229349695	A0A090N3V0	478	22.11	23.97
OT_ostta07g02820	772652.0421	769116.7036	918851.7849	1062974.33	923474.4125	930515.0911	814710.0731	824559.5563	773108.1564	896673.7363	977251.4526	973431.8068	644848.8151	815274.8493	841439.2671	1138533.913	789131.491	902628.4159	599950.3802	746077.1705	887890.8146	953812.8843	959656.0112	947714.1826	867179.4546	845091.3824	936327.2965	797263.0033	803579.34	765384.9333	862636.758353333	1138533.913	0.00747503172691035	Q014Y7	492	22.98	25.15
OT_ostta07g03070	2081408.521	1870582.303	2922896.442	2747292.07	2391890.405	2142713.04	1787939.965	2289193.317	2870533.958	2570621.79	2242910.268	2464804.89	1592158.347	2209657.002	2614553.93	3003020.329	1963134.389	2050392.065	1456121.677	1796103.526	2383768.52	2304541.809	2420277.756	2216544.911	1996928.079	2304175.459	2904568.464	1766458.378	1771237.485	1775262.1	2230389.7065	3003020.329	0.000125348535186533	A0A090M9E5	518	22.76	25.09
OT_ostta07g03130	666434.3415	654806.583	572119.3851	570701.7989	678157.3306	709483.5711	696576.9882	665434.272	535419.9729	768131.7662	631730.4738	642615.3953	629206.9269	928906.9687	579795.5521	733275.6894	689383.1174	742740.2982	666667.4362	675787.8822	622601.2413	736192.2761	826101.6833	844341.8478	708958.269	568644.2034	599439.4463	628547.2705	664002.8275	642146.2705	675945.03618	928906.9687	0.0215787123066199	A0A090N3V5	422	22.4	24.18
OT_ostta07g03230	1039684.575	992049.4503	1283681.333	1111998.392	1171164.028	1115359.763	1029387.076	1024628.073	1051696.051	1030672.406	993200.8177	1154023.815	872946.517	1288215.417	957874.3059	1239706.786	997551.8751	993934.2714	884451.1693	1039459.346	914000.2258	967710.3233	1138472.25	1156101.373	1085746.359	1198293.42	889998.602	887842.8951	870860.3531	1005276.703	1046199.59906667	1288215.417	0.906402408592761	A0A090M3L7	178	22.33	24.38
OT_ostta07g03270	93824.99487	66266.64541	64862.19269	75694.85099	94281.51014	83687.54894	83154.23029	126995.5268	70073.34874	143589.3847	79795.35866	100767.2829	97849.53491	37099.54637	98815.88031	23616.11564	70657.9232	89095.98182	100765.521	93779.77967	72224.2676	156387.9149	52791.40585	100505.7066	100120.2738	55492.77145	82990.31513	101575.2158	88675.39801	52304.40643	85258.0277873333	156387.9149	0.611509172086966	Q014U3	253	20.78	21.78
OT_ostta07g03340	543668.0582	470027.5529	552248.8359	513027.6931	569153.4151	627637.5949	490495.245	456405.1796	473447.828	543254.8581	500618.6569	686829.5608	422932.1874	477203.1151	514787.5943	574881.3921	633627.1931	573595.0889	494398.2353	431400.2741	523840.2258	579018.7593	626285.2067	597204.0534	497747.9639	340128.0329	533254.2984	495376.326	484849.755	520453.9239	524926.60347	686829.5608	0.00114739911796323	A0A090N3V8	333	22.53	24.77
OT_ostta07g03380	11581485.14	13042008.62	14221735.2	12746805.23	12631388.9	12736043.16	11456078.64	13533597.93	13554062.27	12976151.19	12044814.25	13186382.58	9874112.039	13850657.34	14854997.81	12500042.56	12001407.89	12159369.58	9062876.649	13444736.33	11884593.33	13038131.79	13765074.69	12438068.04	10918726.46	14556894.21	13863603.88	10280680.7	9856660.93	10970508.62	12434389.8652667	14854997.81	0.0408515681998755	A0A090M3I7	413	23.23	25.42
OT_ostta07g03400	69588.34362	78422.60468	57406.79495	65247.28642	66509.32226	74934.65881	78545.71215	96189.32238	67194.86805	71631.48979	51815.6405	66547.74323	87767.28872	122706.8881	52374.56344	72146.14837	71071.77395	66693.85964	77258.92978	78899.3605	62414.81172	61610.0367	60536.37322	96927.34472	90998.91836	86055.73181	54659.1361	73239.11415	68567.39405	54983.09725	72764.8185806667	122706.8881	0.01519004665009	Q014T3	257	21.76	24.21
OT_ostta07g03420	28390.47211	41470.72236	41588.09028	46362.51615	40889.31578	41455.79256	43515.16086	46951.76732	28037.89487	43945.78176	34267.70747	37850.14045	37311.43417	62164.52691	38270.82223	49261.4398	40229.23025	35081.11016	31976.30171	36228.33118	43503.88996	41847.63377	53375.08512	45171.46044	36925.82627	50990.00866	41843.90939	36378.22044	46127.83302	50454.59035	41728.9005266667	62164.52691	0.607738729337784	A0A090M7X3	1799	22.33	24.24
OT_ostta07g03440	29206.6966	16393.50163	92725.67029	283896.1868	192468.7856	80356.92392	42713.36538	33837.41659	50294.4697	255178.9738	163232.907	101749.7181	22682.19943	14469.78718	48912.59135	305594.2709	134668.9715	48982.78786	17695.29121	17255.45496	51813.78556	256831.802	187265.2711	62724.44709	27026.65488	29757.91937	48694.20941	223619.551	123381.2837	76105.19507	101317.869632667	305594.2709	0.00381883238142006	A0A090N3V9	545	22.09	24.21
OT_ostta07g03470	387152.7722	368507.8871	597289.0007	366517.6381	514645.7738	384069.3765	430067.719	451100.6748	312192.8242	406431.6476	403469.6896	500620.0519	434428.1595	377270.7147	300214.5487	399724.8627	398020.5379	434831.5368	425575.403	430970.7494	335152.1505	467110.0603	509953.8814	551918.9374	394522.6425	220178.2085	347003.7144	361031.7696	361619.3092	149428.7449	400700.699563333	597289.0007	0.0100968763654973	Q014S6	567	23.33	26.16
OT_ostta07g03570	264417.0028	215604.8553	283066.4626	192583.2889	285410.7818	246007.2809	228226.2061	279790.5227	214009.3665	207244.4259	197497.3616	321549.0979	201250.1727	255622.8462	228402.3565	270571.0996	236600.2024	234796.1505	191333.5666	211583.9385	211058.9161	219952.2124	322346.8587	253040.7347	247506.5704	293484.0678	265946.1092	216198.3849	199434.1119	229182.5084	240790.582016667	322346.8587	0.827722335396807	A0A090M3N9	253	21.92	23.97
OT_ostta07g03650	1316972.694	1291354.299	967713.4838	1238972.94	1284970.472	1166677.658	1372800.248	1889104.373	1398407.488	1478787.339	1163875.881	1046438.157	1322731.037	969685.5977	1393995.95	754202.12	1155576.956	1142213.212	1064730.202	1727738.297	1218455.965	1404403.397	917506.9943	1496937.546	1394326.374	1625246.103	1345113.199	1294132.21	1074902.278	1102001.714	1267332.47282667	1889104.373	0.0611404261783024	A0A090M3L4	64	22.57	24.02
OT_ostta07g03820	2718146.017	4194189.899	4347430.014	3257956.442	3041232.856	2871835.28	2956269.014	5335984.03	4315461.337	3823835.619	2719148.578	3024863.171	2523761.752	5069545.519	3905828.014	3829074.409	2796148.975	2537246.008	2501193.66	4449075.999	3864685.698	3200648.631	3211580.052	2753023.908	2913776.559	4966981.818	4361209.473	2928229.269	2752826.929	2611966.644	3459438.51913333	5335984.03	6.66353692353242e-07	A0A090M3M4	599	21.47	23.15
OT_ostta07g03880	5808118.131	5999870.523	6432598.845	6614656.885	6397602.71	5769676.403	6202775.483	6245958.792	6987434.244	6881351.158	6011297.116	6613296.961	4587583.86	6445283.142	6329683.664	7085923.751	5403872.577	5815616.236	4648548.584	6011791.324	5891114.21	6364620.084	7004194.773	6232555.422	5604723.759	6434187.957	6354186.883	4971423.189	5120202.73	4334998.332	6020171.59093333	7085923.751	0.0494753962961361	A0A090M3M8	339	21.81	24.42
OT_ostta07g04140	67555.3659	58452.21714	63362.63406	65699.65914	60644.80545	77966.12943	54757.35773	82635.98111	51224.11267	72329.49065	69217.92465	68070.98629	63686.18609	63313.38632	65259.44439	71376.583	72200.13773	78578.06713	59794.28646	73291.02344	78265.10576	89430.49635	83798.03821	74330.61769	74154.78545	71973.15699	64582.84355	59916.03042	84904.83314	88468.94408	70308.021014	89430.49635	0.188178914635919	Q014K5	376	22.65	24.73
OT_ostta07g04160	3417328.596	2984645.502	4373987.202	4341037.54	4432265.549	4665132.42	3246071.128	4030087.739	4104651.407	4540316.124	3863997.464	5418529.234	2713150.013	3930477.866	3644170.743	4964120.107	3860357.307	4219074.706	2751082.108	3184764.179	3213601.542	3725226.962	4793791.161	4711121.086	3534881.217	3529446.52	3931204.375	3226500.282	2997928.479	3199453.498	3851613.40186667	5418529.234	0.0733129130474516	A0A090M832	294	22.24	24.31
OT_ostta07g04200	98396.64736	114693.8424	117278.9673	117737.8379	106139.896	115353.7933	143297.4383	130281.6808	123622.3584	134962.145	117288.2233	133245.1485	148100.4131	180912.7043	104726.8338	167615.0515	142354.0943	104678.6802	258514.5687	145020.5262	155828.7564	117340.7855	137388.1002	182204.7971	184693.8867	229074.9447	179208.0124	125451.6279	140620.2195	195030.9986	145035.432655333	258514.5687	0.33707489905731	A0A090N3X1	271	24.18	26.39
OT_ostta07g04240	143252.7942	115409.8265	165389.7681	152953.2836	183835.9103	147948.1971	157746.3563	132873.7659	160657.3032	183208.1042	159716.2127	145576.9347	148328.2703	143643.21	123445.3944	166856.4952	138243.9236	138956.9573	144919.8386	143032.5351	145347.4294	147686.8976	183046.6941	238221.6962	200235.562	195337.9511	151992.5404	129401.1761	157753.8134	162117.4627	156904.543476667	238221.6962	0.341248360347525	A0A090M3U5	248	22.17	24.24
OT_ostta07g04260	2001137.092	1811171.588	1688396.416	1756293.704	2254186.426	2144369.661	2122585.49	2070386.282	1415238.084	2056457.101	1927485.835	2112462.785	1912378.515	1672914.514	1688322.217	1922766.195	2092154.302	2637905.857	2450826.908	1634397.222	1868794.737	2289294.648	2583093.389	2729965.75	2247213.212	1898567.294	2005510.713	2083800.181	2023888.192	1696063.686	2026600.9332	2729965.75	0.000614676790617124	A0A090M837	538	22.26	24.69
OT_ostta07g04290	179721.4144	179999.8363	233846.3385	210611.514	254492.4048	210364.9215	236579.6056	218021.9019	188607.242	225477.3556	175416.4659	227088.4599	203084.2826	171214.0502	174321.974	182705.3476	177467.8696	213754.2073	178097.7917	206971.2336	210982.8392	254857.8531	189407.4495	248069.2845	222581.9102	262379.384	191382.2268	198389.8517	196713.1455	187928.8912	207017.901756667	262379.384	0.902409374556195	A0A090M9T8	1032	23.61	25.55
OT_ostta07g04360	128830.216	126037.5728	178492.1347	137272.4936	126649.6844	138681.5278	115781.2603	162330.6802	162499.1818	204244.7526	120116.7577	165525.2318	102537.4891	47435.92528	146024.7721	140042.4712	51890.22139	135136.1312	82897.08714	111523.1191	139304.2352	146832.3197	124479.234	114294.4686	144203.0776	143430.3126	143877.2857	107371.8655	116438.221	43245.09955	126914.160988667	204244.7526	0.137574521352133	Q014I3	355	21.99	24.15
OT_ostta07g04370	79849375.25	81030245.32	105499614.9	94816926.5	94483631.63	87432242.78	71379146.36	95127003.04	91475327.76	95437011.7	78959053.5	104283608.2	66746795.18	85966232.47	88601362.97	93729782.37	77216867.94	75847993.97	66411580.58	81358100.13	82277635.1	82614583.38	93843920.93	85420273.17	73768872.03	78006698.26	92550254.56	74933740.16	73784764.46	71835339.62	84156266.1406667	105499614.9	0.0120711698067686	A0A090M3U1	704	22.77	24.94
OT_ostta07g04390	432500.4673	484286.6639	454154.6944	438967.1199	504325.8764	432567.3783	453520.1174	493078.7646	402092.7661	435811.8477	423958.4798	510267.4167	523602.1559	580886.396	397539.7028	408005.2525	565193.4874	367730.8801	451858.7615	489557.3592	392781.5806	499833.183	506941.8735	566039.5052	546869.0768	553850.4865	406010.9621	448635.2293	505802.5393	500982.3536	472588.412593333	580886.396	0.127881614349065	Q014I0	354	21.14	23.21
OT_ostta07g04410	7136840.09	7659622.559	8137458.489	6571072.291	6402613.484	6993686.473	6792021.741	9488485.268	7149013.439	7168893.211	6327304.476	7651091.65	7475139.958	8935340.509	6919794.472	6925156.642	7090421.543	6454670.467	7180867.57	7763046.793	6420874.661	7095323.92	6972967.431	7426173.099	7158354.338	7359284.706	7126765.194	6411877.982	5718963.391	6258907.503	7139067.77833333	9488485.268	0.00454402716466916	A0A090M857	1035	21.32	23.35
OT_ostta07g04450	1321293.262	1580360.667	1544953.545	1086237.304	1299195.494	1278938.442	1421067.275	2292177.511	1459920.338	1598018.922	999701.0018	1221787.22	1450202.314	696099.7123	1580638.395	368118.1	1105716.362	1455140.638	1424999.178	2190958.189	1470249.824	1645216.625	887289.0713	1641999.995	1392439.975	1476968.533	1378141.833	1232651.898	1209481.127	881864.4219	1353060.90577667	2292177.511	0.00396964328710967	A0A090M3U4	153	21.66	23.36
OT_ostta07g04460	2736519.241	2278512.45	3222224.415	2741821.957	2760032.548	2691653.264	2472158.067	2799732.722	2283104.052	3143922.299	2660016.584	2852073.249	2071059.752	1921786.153	2354289.591	2224654.962	2094063.608	2414096.312	2058616.802	2282050.334	2197663.111	2723829.371	2048728.597	2036141.368	2564605.95	2448057.935	2405976.128	2438124.756	2157801.712	1637234.006	2424018.37653333	3222224.415	0.567256085075428	Q014H2	338	21.33	23.35
OT_ostta07g04530	7965778.73	15229759.72	13545913.88	7497704.324	5451258.525	5738332.086	6808235.574	17309112.8	14259334.02	8384957.032	5566131.517	6165848.309	6783312.431	17011456.85	13167344.37	8249198.528	6470256.107	5494890.753	6681678.965	15559050.24	11258361.48	7957548.868	6521548.731	5310352.252	7213523.659	17297773.13	12400356.9	7578875.871	4637706.155	5284403.526	9293333.5111	17309112.8	6.0509460223259e-07	A0A090N3X5	740	22.42	24.5
OT_ostta07g04620	185053.2318	127350.8293	197109.3782	155722.0617	177258.0969	179720.3804	166896.8264	177406.6549	181311.5853	203911.9878	174729.0393	187603.9733	207127.476	59166.25722	198692.1451	96500.22427	213692.0138	208690.3343	185410.5508	140438.802	180638.0048	276336.9883	124951.7436	316606.2092	200489.9745	190696.4562	176649.0167	226581.4031	195023.1172	112918.9125	180822.789163	316606.2092	0.840826137591714	A0A090M9X0	1042	22.63	25.03
OT_ostta08g00060	824196.647	739382.7004	806670.6565	948469.3686	1057263.579	900464.7741	949956.9842	942179.5052	1004810.64	1153641.547	974674.0704	1166602.265	673994.5163	192091.7421	910649.2269	667130.1055	516542.2787	882606.6911	676304.4171	815037.5986	906299.9258	1058524.216	701690.4653	1014077.203	922711.867	728882.5842	831033.9464	662106.4137	886667.7667	361376.8318	829201.35112	1166602.265	0.663143945419484	A0A090M851	304	21.17	23.18
OT_ostta08g00200	1222788.906	1013022.42	997231.4909	1599835.961	1622764.143	1603188.881	1066558.801	678216.3988	1374842.778	1309295.731	997856.8505	1274093.684	666987.0341	860986.1254	1717727.514	1189982.565	1196962.9	1567879.602	628746.2337	974254.6563	1344559.469	1273260.991	720070.7352	1050738.045	450588.9509	946862.8604	1631806.168	768158.6701	822931.9424	1443466.435	1133855.56475667	1717727.514	0.197825037661236	A0A090MCD0	136	22.98	24.62
OT_ostta08g00260	40753.49617	46114.40779	40861.00973	47178.7237	47459.24814	39922.7035	66204.13155	59953.31644	73109.09833	49352.42273	45681.98169	39275.47729	78861.18207	78007.49554	41748.31969	53223.48797	52982.34634	47253.59297	50887.40833	55721.04779	53418.79347	45100.21652	50010.85346	43915.7384	50931.43521	31507.42679	49949.74882	61864.93225	50385.49661	23390.33347	50500.8624253333	78861.18207	0.399446813084993	A0A090M895	332	22.02	24.03
OT_ostta08g00410	856361.3819	880362.8727	808158.7378	1010036.85	783689.1595	847286.4368	707362.4326	862282.3749	729689.7113	759882.1391	780048.4579	880812.0501	531814.5895	698209.2739	769609.6262	904819.4575	798893.7176	721641.5967	601948.2015	716275.3211	631120.9953	667183.2024	1081181.073	854610.63	827187.6519	988595.3616	810862.9948	608129.5758	611284.1144	671763.7582	780036.791533333	1081181.073	0.893853802284578	A0A090M871	560	22.87	24.75
OT_ostta08g00480	318854.8878	236993.4194	244770.9014	206050.7073	246556.9809	260588.4927	280087.6324	301156.453	233009.6193	225339.9429	330042.2949	305501.4912	274036.4544	255095.9292	228344.6777	270698.8766	291713.4394	222978.474	271888.21	257275.3211	240211.7657	257968.4686	295121.5516	288775.0347	271946.0194	357679.9748	189005.5904	260939.5497	240477.7356	410785.9195	269129.86052	410785.9195	0.0383754033937487	A0A090MEG4	473	22.99	25.87
OT_ostta08g00840	361322.4433	282020.0865	242528.7698	261991.3467	344360.9503	367298.1301	398642.0512	242513.9963	294062.6315	347421.7961	307712.0661	353594.5744	297180.1965	218503.787	232993.4663	290058.3508	168104.2548	274327.9283	364706.2182	318764.9959	265825.1816	380968.5931	424721.6893	388397.1195	360551.5515	327137.34	241421.6111	286642.3584	310575.485	283409.247	307925.273886667	424721.6893	0.00910884748966538	A0A090M8D0	519	23.48	25.78
OT_ostta08g00930	1307080.871	1395771.532	1435230.15	1266347.656	1307733.377	1376068.27	1281089.69	1313783.394	1265278.402	1281551.733	1288234.065	1496307.006	1347895.015	1440566.085	1393736.169	1361820.614	1352333.505	1208153.101	1234649.767	1173474.588	1194826.233	1454821.149	1460177.579	1415423.763	1311940.594	1679476.019	1371839.791	1364951.467	1131036.252	1157758.696	1335645.21776667	1679476.019	0.834332758995758	Q013V1	440	22.1	24.3
OT_ostta08g00940	808387.7035	783064.445	914067.2393	820104.7171	792151.0249	811588.2059	784945.013	885124.3596	767946.1435	950996.8001	796028.9123	914804.5446	699579.0866	259555.4039	843146.8395	602839.2279	356243.6	777667.0043	603196.3901	633013.9113	719546.8917	932989.3005	774628.2737	752398.8218	762106.8617	775160.2348	766295.4295	662248.8451	689002.4815	298233.2008	731235.363783333	950996.8001	0.7327775073417	A0A090M8A4	295	23.59	25.97
OT_ostta08g00980	1385249.11	1265346.017	1365847.018	1223783.055	1322043.479	1391373.262	1506870.259	1542859.525	1260401.001	1415031.126	1247328.557	1617592.713	1120671.81	1069678.638	1125556.339	1331573.175	1090409.425	1290576.058	1038715.557	1203563.639	1152308.013	1279152.487	1355856.698	1515635.68	1428071.21	1520705.529	1202377.577	983938.4202	1114185.533	1141197.79	1283596.62334	1617592.713	0.352468984613245	Q013U7	1272	22.01	24.38
OT_ostta08g01100	257720.0542	253410.7431	268551.9008	324528.1475	227424.7985	262468.3162	288680.3467	268022.6871	290113.3442	212114.7433	269859.4186	287895.7138	219427.6819	261260.6194	236004.1598	253163.4975	262415.8261	230367.4366	232267.1958	209746.9715	228055.0047	162574.9898	267443.9593	192897.0088	215286.9693	202932.4481	251253.418	229733.2522	189677.1667	193757.2712	241635.16969	324528.1475	0.858251436770878	A0A090MCH7	379	24.65	27.41
OT_ostta08g01130	1841347.676	1156123.043	1467536.914	1513944.973	1444679.639	1682418.895	1717825.835	1691758.075	1255807.636	1431565.873	1457029.727	1666348.153	1983951.663	1385940.06	1424776.792	1609983.077	1556939.68	1629346.132	1783466.128	1644471.591	1363282.628	1789746.425	1428569.753	1598621.192	1720673.421	1422658.744	1349877.366	1913607.815	1473686.826	1551972.786	1565265.28393333	1983951.663	0.00626605532154422	A0A090M8B7	184	20.75	23.65
OT_ostta08g01180	337195.7972	321213.0838	342060.015	295936.3857	335359.8009	335638.7196	338262.0597	390151.2955	387844.1677	399164.816	255514.7872	325601.4284	262022.2301	292018.1811	387732.469	254724.8311	252414.5465	267690.9989	254384.6249	311141.3538	337627.0102	315202.1721	270780.1729	295628.8201	315309.0418	238346.1921	327473.8058	275577.4135	274786.9207	221673.4973	307282.55462	399164.816	0.0872833127945444	Q013S6	456	23.13	25.47
OT_ostta08g01330	143240.7793	119900.8905	120703.9527	168833.5856	188455.6732	151468.942	222693.0696	136255.1836	168195.4878	179011.7786	205237.6684	152085.264	191388.4348	203911.7156	125061.8846	205361.6067	174641.6269	188436.089	182364.5912	141010.9316	143792.1375	174238.1923	190339.7911	171198.2624	173770.3221	210105.2787	130506.5387	177321.9153	185974.7145	229977.0206	171849.444296667	229977.0206	0.030463879074272	A0A090N4U4	305	23.44	24.64
OT_ostta08g01410	494284.189	421919.1706	445982.579	452836.4853	506966.2301	483906.7214	458503.1263	505460.3273	500327.7242	521022.4315	410585.0159	603921.5547	359378.4806	299603.3968	412712.8159	300983.4925	376798.6843	517037.0017	421580.1814	395060.7764	415555.6641	463393.876	397795.0445	555955.0332	454132.1453	231290.8549	426467.2511	334232.703	408207.8606	346794.3981	430756.50719	603921.5547	0.41347896091392	A0A090MCJ8	544	21.08	23.89
OT_ostta08g01520	322127.1309	117351.6088	317114.4555	1229388.098	1650232.824	1387764.469	370859.4751	131308.3377	232506.8928	1109409.167	1541675.688	1549293.998	351662.1996	226506.0206	209558.2775	1158394.969	1548641.567	1285567.608	298046.0904	120757.522	223061.8292	1317334.131	1701386.362	1398117.339	394362.2127	208783.9483	260497.9705	1037105.99	1111420.529	1216651.882	800896.28642	1701386.362	8.31809643180927e-07	A0A090M8E1	804	25.33	28.47
OT_ostta08g01570	157752.1528	201289.3096	176018.2702	101484.104	177524.2422	137559.5569	130150.373	182788.3355	166391.9449	178759.3421	171448.2045	167474.1191	212856.8727	93489.51293	154716.6686	104946.7162	80276.53889	143364.5083	190028.996	151256.0696	135055.5992	196153.4053	190093.6997	161592.8699	198608.1288	180587.65	130262.6973	189892.734	152365.942	144120.9307	158610.316497333	212856.8727	0.667350564258582	Q013N5	352	22.84	25.54
