ID	ZT20	ZT24	ZT28	ZT32	ZT36	ZT40	ZT44	ZT48	ZT52	ZT56	ZT60	ZT64	ZT68	ZT72
Ptprj	-1.685339	-1.57766	-1.654961	-2.043119	-1.176161	-0.9570141	-1.261576	-1.56262	-1.646751	-1.350191	-1.91181	-1.43334	-1.687561	-1.76199
Nsfl1c	2.832561	2.8631	3.033171	2.868061	2.792011	2.742966	2.858423	2.714941	2.962748	2.931808	2.737638	2.805742	2.9485	2.642418
Cnot7	NA	-3.84647	-3.61894	NA	-3.735611	NA	-2.710806	-3.94149	NA	NA	-3.49427	NA	-3.42144	-3.708561
Yars2	-2.482309	-1.438189	-1.214689	-1.286579	-1.380901	-1.500965	-1.767736	-1.22868	-1.07642	-1.50852	-3.2075	-1.79336	-1.573801	-1.21353
Atp1b3	2.08844	1.838711	2.009661	1.648691	2.157349	2.085045	2.012154	1.842791	2.116838	2.19212	2.06485	1.956621	2.24712	1.85507
Gdpgp1	-2.18462	-2.14971	-1.94622	-1.70664	-2.44322	-2.306135	-2.239195	-2.85141	-2.388851	-2.13986	-2.3941	-2.708019	-2.285151	-2.70738
Zbtb8os	-2.544168	-2.38739	-2.34177	-2.511089	-2.9069	-2.587534	-2.655046	-2.71854	-2.87252	NA	-3.20999	-2.81086	-2.50532	NA
Tomm6	-2.378929	NA	NA	NA	-2.67421	-2.053295	-2.673006	NA	NA	NA	-1.828011	-1.84276	-2.9188	NA
Ptpn11	1.828671	1.99085	1.97296	2.08675	1.878489	1.810026	1.811144	2.14604	1.84984	2.076288	2.066669	1.93022	2.102129	1.769131
Mast1	-1.133799	-0.8204193	-0.9172707	-1.14399	-0.7530804	-0.866394	-0.8336849	-0.8314095	-1.162352	-0.9353905	-0.8776398	-0.8567295	-0.787241	-0.9756908
Txn	2.206881	2.78982	2.61429	2.08621	2.50845	1.350246	1.958044	2.82609	2.904009	1.83082	2.749628	2.582762	2.432261	3.170349
Ahnak2	-2.445089	NA	-2.63283	-2.31414	-1.876591	-1.360844	-2.308945	-2.04521	-2.072491	-2.242441	-2.133991	-1.735699	-2.32369	-2.60815
Prpf3	-2.97044	-2.415129	-2.01347	-2.45158	-2.53705	-2.850124	NA	-2.443089	-3.20747	-2.19276	-2.356689	-2.638599	-2.62303	-2.21438
Rpl18a;Gm17541	1.47377	1.711941	1.596609	1.976351	1.969139	2.039446	1.868544	1.742701	0.6231499	2.09734	1.57262	1.988361	1.910681	1.69717
Uap1	NA	-2.56489	-2.637171	NA	-2.6945	-2.386795	-3.443035	-2.506489	-2.35565	-2.487141	-2.42211	-2.72006	-2.98114	-2.47543
Sf3b4	-1.949539	-1.47093	-1.638229	-2.05509	-1.87499	-2.399914	-1.532635	-1.708818	-1.252871	-2.18087	-1.49859	NA	-1.524361	-1.82983
Dctn5	-1.00259	-1.112709	-1.206221	-1.27042	-0.8695297	-0.5834751	-1.092615	-1.203699	-0.7258205	-1.031881	-0.819231	-0.9553089	-1.341499	-1.09403
Hist2h2aa1;Hist2h2ac;Hist1h2al	5.684692	5.752131	5.922029	5.358902	5.814159	5.717487	5.747526	5.7479	5.86986	5.83868	6.108789	5.398859	5.620729	5.49799
Cryz	1.32399	1.15242	1.38484	1.163401	1.277779	1.511425	1.173445	1.197701	1.38908	1.20467	1.187359	1.318041	1.221439	1.23554
Strn	1.91658	1.8794	1.94239	1.994711	1.919239	1.902485	1.788595	2.12989	2.19388	2.028229	2.100639	2.017941	1.868099	1.859539
Pgam2	-1.410749	-1.680859	-1.591961	-1.552589	-1.66404	-1.693394	-1.246605	-1.450399	-2.311951	-1.17259	-1.115801	-1.66432	-1.555861	-1.50231
Homer1	3.61298	3.565302	3.739161	3.523361	3.498249	3.129807	3.746454	3.415461	3.518751	3.51672	3.448988	3.283831	3.41987	3.272888
Hsp90aa1	5.96167	5.918081	5.858858	5.9007	6.029221	5.892345	5.914785	5.78232	5.97909	5.754349	5.93152	5.898241	6.03602	5.705521
Carm1	-0.6957188	-1.215549	-0.9693604	-0.8302593	-0.5487404	-0.4865742	-0.5873356	-1.006479	-0.95471	-0.9813404	-1.222801	-0.9477386	-0.7470894	-1.303619
Dpysl3	4.235741	3.940622	4.02767	4.171619	4.04076	4.064426	4.216105	4.056471	4.136629	4.116817	4.209749	4.118719	4.538538	3.948811
Crmp1	6.545719	6.27001	6.41781	6.218151	6.55727	6.580116	6.555693	6.286562	6.520288	6.250877	6.491758	6.39377	6.471739	6.336391
Dpysl2	7.83025	7.71459	7.769201	7.613861	7.710571	7.538845	7.752665	7.584112	8.036108	7.563457	7.71937	7.611391	7.640039	7.647961
Slc7a2	NA	-1.391079	-1.36882	NA	-1.51627	-1.674835	-0.6055851	-1.22608	-0.8577709	-1.945011	NA	NA	NA	-1.479589
Dync1li1	2.780861	2.562712	2.630571	2.570011	2.562809	2.448425	2.423864	2.542933	2.663939	2.671631	2.613909	2.550581	2.802542	2.718231
Apoe	2.70927	2.7927	2.2999	2.892071	2.315779	2.191515	2.796644	2.33312	2.630419	2.644131	2.476431	2.603441	2.99864	2.82056
Rpap3	NA	-1.435049	-2.674891	-2.82378	-3.652411	-2.518034	NA	NA	-3.281231	-2.62953	-2.68116	-2.642569	NA	-2.508791
Map3k5	-2.253849	-1.800209	-1.854681	-1.529049	-2.43589	-2.490105	-1.802515	-1.973469	-2.03013	-1.954512	-1.98114	-2.267319	-2.34141	-2.194429
Hsdl1	0.225441	0.7212601	0.63274	0.502861	0.3873291	0.416296	0.2933636	0.5146503	0.7030983	0.46315	-0.2381496	0.5323315	0.6812706	0.4424095
Pak2	1.26013	1.390951	1.30953	1.284681	1.23023	1.314226	1.335184	1.395781	1.243198	1.398279	1.32679	1.218851	1.355589	1.31119
02.Mar	1.398642	1.366961	1.19471	1.40204	1.304239	0.8021965	1.392794	1.031	1.468969	1.410669	1.55628	1.12466	1.13522	1.090269
Pgd	2.098621	2.230742	2.393419	2.347441	2.19202	2.059036	2.197254	1.89608	2.503309	2.13126	2.04355	2.066422	2.288691	2.26527
Ca4;Car4	-0.5455799	-0.5244884	-0.3132706	-0.1352787	-0.6417103	-0.3478546	-0.6877155	-0.2845688	-0.4895306	-0.3953304	-0.4109497	-0.5624599	-0.5536098	-0.179451
Sfxn5	2.595291	2.80184	2.697588	2.547981	2.340569	2.332355	2.486826	2.496679	2.704679	2.251959	2.506762	2.541952	2.46689	2.423649
D6Wsu163e	-2.035549	NA	-2.42318	NA	-2.515881	NA	-1.823135	-2.08589	-2.37949	NA	-2.02523	NA	-2.336771	NA
Golga2	-1.321299	-1.600039	-1.8029	-1.217459	-1.82811	-0.8576851	-2.027756	-1.52413	-1.839071	-1.732491	-1.540201	-1.67828	-1.284229	-2.0396
Rims3	-2.43434	-2.70162	-2.50601	-1.470869	-2.16346	-1.706924	NA	-2.223759	-2.462021	-1.961922	-2.54653	-1.99065	-2.099451	-2.699831
Atp6v1b2	5.88208	5.643942	5.746561	5.632591	5.886478	5.885254	5.957926	5.66931	5.901369	5.48764	6.11912	5.695459	5.836191	5.69767
Ptprs	1.50246	1.40151	1.487049	1.490721	1.66053	1.596945	1.620785	1.568521	1.63991	1.41861	1.781679	1.431351	1.380449	1.604099
Gnb1	4.147751	4.165262	3.95088	3.548359	3.921051	4.000286	3.874544	4.33584	4.34334	3.035439	4.12155	3.846079	3.842268	3.829651
Rbm3	-0.03885841	0.3035202	0.1600094	-0.0619297	0.5609894	-0.06528473	0.2114639	-0.04348946	0.9660892	0.08031845	0.05817986	0.2013607	0.01301956	0.2992191
Dynll1;BC048507	1.279821	2.08613	1.289589	0.2887096	2.055199	2.323505	1.329964	2.30978	-0.8679199	0.8188686	0.9092503	0.1885109	1.283779	2.573238
Zyg11b	-1.437368	-1.347729	-1.21063	-1.6831	-1.244631	-1.788654	-1.239016	-1.188789	-1.190121	-1.241402	-0.9209595	-1.876469	-1.226311	-1.54273
Mapk9	-1.319649	-1.241138	-1.44352	-1.244299	-1.273441	-2.534883	-1.329046	-1.471319	-1.62566	-1.125601	-1.33651	-1.33778	-1.881161	-1.37114
Mlec	0.1465416	0.2690315	0.2826004	0.2535496	0.00702858	0.1133156	-0.000925064	0.4357109	0.1771889	0.3688183	0.000148773	0.2551003	0.3458595	0.3267193
Pde4d	-0.9783287	-1.10438	-1.173269	-1.125019	-1.6371	-1.865084	-1.343496	-1.24419	-1.46529	-0.9112606	-1.00432	-0.8888092	-1.97015	-1.24959
Acsl5	-1.93523	-2.404709	-2.082319	-1.62043	-1.64789	-1.681173	-2.281145	-1.664909	-1.837351	-1.846251	-1.36772	-1.78668	-1.691179	-1.951561
Caskin1	2.575981	2.610491	2.725519	2.78566	2.721458	2.782806	2.752123	2.702711	2.61521	2.64043	2.55752	2.691	2.802649	2.538422
Slc39a12	-2.64378	NA	-2.560551	-2.45878	-2.093901	-1.837305	-1.478436	NA	-2.11911	-2.38339	-2.853771	-1.87524	-2.68137	NA
Ube2v2	0.06219101	0.0789814	0.07279968	0.6783104	0.4748592	0.6291866	0.7087135	-1.072369	0.3179283	0.121439	-1.03031	0.5971699	-0.3589096	NA
Prex1	-1.167509	-0.7373295	-0.2570896	-0.7565689	-1.019091	-0.7688446	-0.6525764	-0.6141491	-0.9140205	-1.11371	-0.5809212	-1.12653	-0.6738911	-1.04081
Slk	1.44537	1.313471	1.20293	1.400381	1.36973	1.287485	1.352104	1.211061	1.18261	1.350159	1.086319	1.318871	1.42001	1.122259
Ndufa4	4.206642	4.300192	4.281069	3.75827	4.771641	4.949856	4.254835	4.657362	4.440691	4.145771	4.539251	4.348391	4.25424	4.465351
Npl	-3.046789	-2.81098	NA	-2.39003	NA	NA	-2.193085	-2.5145	NA	-2.869612	NA	-2.968729	-2.76145	-2.690519
Napg	3.68187	3.662722	3.82905	3.524181	3.65789	3.637066	3.914015	3.599581	3.55895	3.71418	3.475691	3.640291	3.728731	3.535179
Wdr54	-0.8116188	-0.80369	-0.8442707	-0.6301498	-0.9236298	-0.6270943	-0.783905	-0.4982185	-0.2596512	-0.5904713	0.02993965	-0.3085594	-0.8149509	-0.7680607
Cbl	-2.259459	-2.707829	NA	-2.935909	NA	-2.172215	NA	-1.98457	-3.752201	-2.548302	-2.004129	-2.44441	-2.55295	-2.16457
Ncald	2.106482	2.289822	1.97205	1.879221	2.299849	2.137686	2.276924	2.151501	2.5502	1.54842	2.387499	2.802042	2.851919	2.417629
Rpl22	0.03608131	0.2457905	0.59935	0.3351803	NA	NA	0.4802647	0.6619415	-0.3316116	0.3889999	-0.5275803	0.3196106	0.6654301	0.3952999
Serpina3m	-0.8369102	1.217751	0.6931896	-0.2655602	1.018219	-0.00270462	-0.2557449	1.244061	0.27351	NA	-0.4403	1.0912	-0.4410706	0.7372799
Sars2	-1.480558	-1.222818	-1.18417	-1.39492	-1.36409	-1.479485	-1.390095	-1.12137	-1.49452	-0.7069912	-1.06045	-0.8087902	-1.187099	-1.64057
Por	1.89608	1.843231	1.966061	1.736641	2.023939	1.904467	1.973265	1.92062	1.685329	1.75165	2.047779	1.656481	2.01083	1.725189
Tpm3;Tpm3-rs7	0.7893715	1.240391	1.142889	0.8717003	1.07391	1.030006	0.9285336	1.078402	1.011539	0.8376694	1.20303	0.7084198	1.31525	0.9837589
Hsd17b4	1.21669	1.16358	1.09199	1.10885	1.17536	1.095045	1.104944	1.018641	1.06588	1.148998	0.8126888	1.417751	1.23271	1.17255
Sptbn2	5.922482	5.86714	5.95603	5.933392	5.718418	5.817165	5.995615	5.797411	5.798258	5.93874	5.903551	5.788481	5.861101	5.71516
Aco2	7.056541	6.972281	6.92404	6.77771	7.126129	7.111115	7.027243	6.90914	6.98897	6.97747	6.93313	6.99156	6.936861	6.884991
Sfxn1	1.93856	2.25696	2.1642	1.8902	1.81962	1.834267	2.109455	2.10062	1.87076	1.921669	2.21452	1.90148	1.81283	2.143089
Cyc1	3.96505	4.03195	3.9554	4.207909	3.948318	3.910465	4.030306	3.908052	3.900351	4.353249	3.875109	3.997061	4.095179	4.1068
Olfm1	1.38459	1.406391	1.454081	1.53783	1.31665	1.397596	1.532215	1.318531	1.018129	1.455729	1.37171	1.384701	1.439939	1.048941
U2surp	-1.94558	-1.6502	-2.070049	NA	-1.537621	-1.795324	-2.171986	-1.76026	-3.571651	-1.876741	-1.9967	-1.989309	-2.01808	NA
Prdx5	5.030071	5.116579	5.14757	4.68491	5.12883	4.787315	4.767473	4.98382	5.212019	4.923611	4.88093	4.92219	4.803469	4.78191
Prdx3	3.148251	2.73295	2.98004	3.158852	3.406231	3.040344	3.047693	2.98712	3.04796	2.9482	2.707209	3.161051	3.17626	2.95483
Cdc16	-2.745359	NA	-2.513861	NA	-2.36706	-2.655764	-2.448725	NA	-3.00843	NA	-2.58181	-2.201139	-2.49305	NA
Pgam1	5.958641	5.975321	5.969439	5.869331	6.195988	5.946144	6.148344	5.968771	6.081308	6.109348	5.820719	5.946779	6.069811	6.03632
Fam81a	-0.8504696	-1.06715	-1.187441	-1.013309	-1.728521	-1.666065	-0.4706955	-1.407619	-1.985451	-0.8902912	-1.643461	-1.83131	-1.004539	-0.8269901
Slc7a10	NA	-2.581409	NA	-2.58169	NA	-2.125114	-2.777285	-2.87282	-2.306721	-3.010691	-2.422201	NA	NA	-2.7799
Dock7	-1.736528	NA	-1.862761	-1.556389	-1.727861	-1.440884	-2.055046	-1.9443	-1.743261	-1.549641	-1.53858	-1.4037	-1.44891	NA
Hpcal1	4.01807	3.848021	3.695181	3.739872	3.44598	3.525604	3.813044	3.601549	3.820829	3.638069	4.08259	3.875219	3.817541	3.755909
Cbr4	-0.8858089	-0.8611698	-0.6783409	-0.6978493	-0.6460209	-1.011124	-0.7798557	-0.834549	-0.9760113	-0.4237003	-0.8986912	-1.01247	-0.8155098	-0.8435802
Gng2	4.162682	2.973761	2.73303	3.234989	2.819248	2.869545	3.543566	2.805441	2.971518	3.22892	3.97928	3.503241	2.332371	2.848541
Sec23a	1.118771	1.305801	1.296669	1.520281	1.317129	1.371367	1.056805	1.08902	1.47271	0.9472694	1.464529	1.426901	1.235889	1.13632
Mrpl48	NA	-3.566689	-3.62676	-3.174299	-3.45138	-4.269495	-3.559355	-3.60252	-3.609571	NA	-3.57608	-4.07877	-3.290279	-3.4098
Dpy30	-0.9279594	0.263731	0.1655903	-0.09475899	0.5907001	0.3427353	-0.1699657	0.6755199	0.7032089	1.111889	-0.1680603	0.2631798	-0.2883892	0.6682606
Hsd17b8;H2-Ke6	-0.8305397	-0.7855701	-0.8984203	-0.7848206	-0.8028698	-0.8673038	-0.6676064	-1.17424	-1.745491	-0.6950207	-1.51906	-0.8801899	-0.9925003	-1.080339
Vsnl1	4.84935	4.751112	4.843191	4.748322	4.80867	4.960835	4.827456	4.921171	4.80081	4.740318	5.039789	4.989481	4.856741	5.016491
Kcna6	-1.149939	-0.5574799	-1.94157	-1.762949	-2.116201	-1.216993	-1.679686	-2.41971	-1.302711	-1.846802	-1.01754	-1.44845	-0.9734497	-1.630041
Ndufs1	5.20256	4.72048	4.874681	4.89658	4.932541	4.830364	5.143324	4.67993	5.126608	4.941898	5.169531	5.013922	5.24943	4.72818
Usmg5	1.895491	1.992481	1.542799	1.44301	1.60252	1.550745	1.405224	1.32214	1.105419	1.798569	1.38707	1.245001	1.56826	1.186541
Idi1	-0.4032898	0.0580101	-0.07439995	-0.31464	0.3541603	0.238205	-0.2971153	-0.0199585	-0.05893135	-0.4028301	0.1874599	0.3048706	-0.01414108	0.1848392
Pgm3	-0.7685089	-0.6983795	-0.8601494	-0.6314487	-0.6607704	-0.652874	-0.8597851	-1.292398	-0.9453907	-0.6539612	-0.5037212	-0.8401394	-0.4715099	-1.05047
2010107G23Rik	-2.240879	-1.82358	-2.322189	NA	NA	NA	-2.997486	-2.47715	-2.353851	NA	-2.68152	-3.333399	-2.74254	-2.111
Cox4i1	5.099052	5.374472	5.32638	5.19342	5.29295	5.492134	5.456724	5.286131	5.375219	5.11599	5.479319	5.408331	5.329458	5.355518
Usp46	-1.35585	-1.62265	-1.683661	-1.57975	-1.626701	-1.635374	-1.412636	-1.473499	-1.16284	-2.17819	-1.168791	-1.25905	-1.41893	-1.851669
Abhd16a	-0.3582897	-0.5011692	-0.3531094	-0.3395195	-0.002149582	-0.1097546	-0.4136448	-0.4052296	-0.08320045	-0.4970703	0.1502895	-0.49827	-0.5683193	-0.2568398
Gsk3b	2.03446	2.195791	1.97084	2.122551	2.199209	2.186975	2.025995	1.98686	2.253119	2.097698	2.17033	2.40266	2.230709	2.25905
Tnpo2	0.59659	0.5150814	0.7947407	0.6154709	0.8149986	0.7039261	0.6264343	0.9471798	0.9676094	0.7639999	0.5733089	0.8098907	0.7126598	1.078979
Nck1	-1.65205	-1.43886	-1.56144	-1.135599	-1.363991	-2.230434	-1.570465	-1.42082	-1.475891	-1.258451	-0.7653313	-1.695099	-1.321581	-1.35207
Lin7b	1.358582	1.035252	1.53735	1.319031	1.03615	1.200285	1.301554	1.414621	1.01392	1.284969	1.04998	1.430801	1.75008	1.19058
Sptbn1	7.61565	7.674181	7.753889	7.617451	7.58503	7.538258	7.577345	7.68273	7.802649	7.70628	7.644732	7.501451	7.58135	7.65464
Uso1	1.77503	1.592562	1.75736	1.90395	1.53429	1.458866	1.347454	1.67552	1.364738	1.919199	1.253389	1.44153	1.6411	1.645069
Gatb	-3.398029	-2.499529	NA	-2.33791	-2.94412	-2.300653	NA	-2.93416	NA	-1.852501	-2.85095	-2.618099	-3.143761	-2.761051
Got1	6.195499	6.496759	6.507299	6.232502	6.26326	6.285435	6.070833	6.48139	6.462061	6.236759	6.232	6.053991	6.012091	6.4398
Hk1	6.388889	6.412741	6.471498	6.479111	6.519798	6.478065	6.590425	6.506029	6.362738	6.498348	6.568151	6.43215	6.42399	6.472851
Atrx	-1.362669	-1.55233	-1.260509	-1.142599	-1.487471	-1.411444	-1.864666	-1.68383	-1.48875	-1.488531	-1.20676	-1.473869	-1.558781	-1.630899
Sbf1	2.349731	2.275082	2.348829	2.26288	2.457289	2.295956	2.346004	2.209351	2.40477	2.397699	2.40686	2.28191	2.28001	2.20463
Ktn1	2.04565	1.994061	2.11231	2.36631	2.13315	1.907385	2.052034	2.107031	1.957169	2.24815	1.77561	2.135101	2.000299	1.98534
Nudc	2.076971	2.10523	2.159599	2.19496	1.88394	1.825096	2.035105	2.002251	2.075119	2.342468	2.073919	2.036001	2.2129	2.153561
Sptan1	8.510582	8.48554	8.575788	8.566502	8.360821	8.243484	8.470533	8.50168	8.55567	8.51627	8.353682	8.359362	8.286631	8.412441
Vars	2.170801	1.99052	1.90612	2.205971	2.123249	1.983727	2.135855	2.053181	2.048069	2.208719	2.07719	2.132671	2.04038	2.017349
Ptk2b	1.97912	2.073711	2.045229	1.97403	2.05706	2.026516	2.190294	1.93334	1.81638	1.79917	2.150299	2.008421	2.018009	1.9904
Plp1	6.798702	6.67959	6.539888	6.46727	6.669838	6.651855	6.710596	6.46583	6.863279	6.65192	6.76811	6.633402	6.636339	6.736641
Bphl	1.214951	0.9861603	1.154989	0.9722309	1.474939	1.210476	1.382395	1.078941	1.213619	1.223249	1.32003	1.170731	1.462719	1.19396
Stx5;Stx5a	NA	-2.871078	-2.94301	-1.77887	-2.624981	NA	-2.386505	-2.754549	-2.236841	-2.81908	NA	-2.091459	-2.78421	-2.482931
Vdac2	5.004139	4.757662	4.726591	4.555882	5.019669	4.965046	5.111113	4.506811	4.944361	4.785561	5.052111	4.650602	4.925901	4.565041
Myo6	1.560001	1.466002	1.808121	1.85743	1.789309	1.451786	1.866415	1.799471	1.697859	1.651339	1.72716	1.49201	1.75491	1.74642
Eftud2	0.8278999	0.7563705	0.82127	0.9302006	0.7744694	0.8335857	1.135595	0.6690407	0.6922684	0.8473492	0.48843	0.8193607	0.8626099	0.7981701
Mthfd1	2.110352	2.01478	2.044819	2.231121	2.15575	2.184816	2.110054	2.033651	2.152618	2.213409	1.92289	2.268171	2.271549	2.16448
Zdhhc5	NA	NA	-2.40037	NA	-2.874681	-3.177065	NA	-2.52289	-2.341621	-2.394482	NA	-2.648909	-3.01264	-2.870331
Hnrnpab	1.33567	1.572811	1.280991	1.140011	1.518709	1.564766	1.438324	1.099131	1.790649	1.25915	1.735661	1.564041	0.8903294	1.29896
Atp6ap1	1.705511	1.79108	1.462799	1.25572	1.534559	1.691486	1.366535	1.69899	1.615269	1.412529	1.48465	1.00058	1.859421	1.360149
Rbp1	-0.2699184	-0.1301689	0.1527596	0.1930408	-0.3802605	-0.436594	0.2689438	-0.0488987	-0.2939816	0.2393799	-0.5097408	0.07769012	-0.07368088	-0.08895111
Itga6	-1.554039	-1.102499	-1.031139	-0.8433094	-1.23217	-1.309244	-0.861166	-0.6651497	-0.8734703	-0.9630814	-1.25606	-1.1057	-0.5935402	-0.9862404
Atpif1	3.357151	4.215281	4.370859	4.068981	4.069321	4.409336	3.254305	4.27783	4.53388	4.156609	3.810228	4.191881	3.318861	4.42305
Fkbp3	1.166931	0.974781	0.8677406	1.077801	1.193449	0.6032257	1.183664	1.00543	0.3501301	1.063978	1.017399	1.005161	1.41131	0.8604603
Smpd2	-3.210279	-3.182219	-3.398399	-4.01906	-3.216261	NA	NA	NA	-2.614521	-3.485731	NA	NA	-3.371651	-3.136051
Ube2k	0.4394302	0.0391407	0.09489059	0.4197903	0.563139	-0.06695366	0.4972954	-0.06418991	0.4052887	0.2461395	0.7044106	0.348671	0.4894905	0.04324913
Akr1b1;Akr1b3	2.648022	2.509809	2.594889	2.515961	2.47576	2.372795	2.710135	2.6612	2.31987	2.722618	2.79748	2.385061	2.40736	2.36566
Mdh2	6.734062	7.1341	7.108511	6.74218	7.09795	6.989506	6.822424	6.873442	7.17407	6.98064	6.50432	6.789091	6.79088	6.991829
Gabra4	-2.364599	-2.45587	-2.84041	-2.802769	-2.271801	-2.484505	-2.945375	-2.127748	-2.4172	-2.450401	-2.41169	-2.461229	-2.68305	-3.12705
Sec63	-2.69569	-2.431959	-2.350599	-2.09617	NA	-2.474384	-2.629616	-2.352739	-2.146341	-2.167702	NA	NA	-2.462	-1.61006
Pcdhac2	NA	-0.4821301	-0.6677399	-1.16317	-0.7787514	-0.9414043	-0.6667557	-1.706429	-2.56567	-1.10392	-0.9971409	-1.16798	-0.2869301	-0.9714298
Fam129b	-1.48246	-2.228109	-2.48082	-2.26758	-2.05368	-2.191114	-2.093405	-2.49873	-2.396521	-2.43733	-2.398991	-1.878199	-2.27832	-2.46137
Acta2;Actg2	4.74155	4.54262	5.065149	5.282822	4.658848	4.922047	5.002615	4.801149	5.51034	5.26791	5.368181	4.298441	4.730139	4.87146
Vps33b	-0.7665691	-0.7082291	-0.82658	-0.4608994	-0.7993107	-1.111654	-0.7164249	-0.7322197	-0.7296505	-0.6435509	-1.111061	-0.8670788	-0.8538494	-0.6612511
Ehd1	0.8928299	0.9858704	0.9983196	0.9126205	0.79109	0.773035	1.169575	1.0839	0.7833595	0.7198696	1.09103	0.9323311	1.013239	0.7021599
Usp48	NA	-1.62887	-0.7055111	-0.1333389	-0.8076611	NA	-0.008955002	-0.4643898	-0.4285812	-0.03242111	-1.87549	-1.096859	NA	0.40172
Rpl28	1.429121	1.338131	0.8158092	1.28734	1.27154	1.285135	1.346144	1.452061	1.07354	1.49313	1.55122	1.41283	1.598049	1.30106
Vps29	1.506531	2.228102	1.983549	1.86116	2.169279	2.222265	1.946894	1.913511	2.144239	1.930399	1.73756	1.830151	1.921391	2.1719
Spg7	-0.8375702	-1.090778	-0.8908806	-0.4517593	-1.22644	-2.282614	-0.6402264	-0.7336903	-0.8631115	-1.055901	-1.33412	-1.0893	-0.29356	-0.7145309
Grin1	2.32575	2.0021	2.11492	2.030371	2.09893	2.099455	2.311844	1.9977	1.994759	2.09787	1.989309	2.14847	2.236799	1.81439
Sarm1	-1.09005	-1.49362	-1.4842	-1.816179	-1.72958	-1.160294	-1.817245	-1.230789	-1.41469	-1.627352	-1.702169	-1.340199	-1.36536	-1.808519
Ppp6r2	-0.6641693	-0.5479584	-0.3241997	-0.2481594	-0.5442104	-0.4426441	-0.452116	-0.4228497	-0.4151306	-0.1045113	-0.04504013	-0.6623592	-0.1837597	-0.4512596
Fam103a1;Gm10767	NA	-2.420509	-2.38747	-2.126839	-2.22184	-2.252584	-2.214756	-2.40613	-3.481981	-2.224501	-2.717371	-2.355839	NA	-2.216261
Phospho1	-2.77894	-3.082788	-2.83367	-2.198679	-2.692701	-2.434315	-1.929916	-3.082788	-2.550652	-3.080221	-2.569071	-2.703859	-2.547689	-2.86603
Cadps	4.619392	4.4928	4.545858	4.56805	4.575089	4.474716	4.560694	4.60552	4.585371	4.609558	4.448969	4.547522	4.697119	4.57589
Chn1	-1.888119	-1.589689	-1.644119	-1.6005	-1.45908	-1.839354	-1.727386	-1.80308	-1.498791	-1.940611	-1.40646	-1.894258	-1.717279	-1.899441
Cct5	3.710861	3.747499	3.872488	3.888119	3.86517	3.706676	3.671865	3.705389	3.958689	3.797607	3.774149	3.774652	3.681719	3.839081
Tpm1	1.074451	0.7587299	1.304029	0.3533211	0.7203999	0.6056652	0.9853745	1.277561	0.9401283	0.2339783	0.6175804	0.92239	0.7434998	0.3245907
Pdpr	-0.8378601	-0.7414589	-0.6757107	-1.018499	-0.6065598	-0.1461544	-0.8164349	-0.6106491	-0.9269009	-0.84659	-0.6072598	-0.9809303	-0.7874699	-0.9179096
Atp1a2	7.81982	7.986719	8.021811	7.873032	7.786751	7.768406	7.842844	7.87702	8.050749	8.13475	7.78158	7.809092	7.890749	7.933361
Brcc3	-1.366869	-1.837379	-1.562719	NA	-1.0716	-0.5838146	-1.836756	-1.26005	-1.066401	-1.87709	-1.24061	-0.9156895	-1.260099	-1.178881
Eif3g	0.1430206	0.2316704	0.1230602	0.461441	0.2665291	0.1239052	0.3429337	0.2318707	0.3052387	0.2292995	0.07950974	0.08137131	0.2674007	0.2147007
Nsf	6.778549	6.788549	6.807749	6.687832	6.83543	6.758575	6.794874	6.8137	7.00205	6.817879	6.800859	6.733229	6.857309	6.84182
Rap1gap	1.945381	1.81814	1.91396	1.631531	1.95738	2.024145	1.685305	1.80587	2.00211	1.587599	2.084999	1.9776	1.8699	2.00148
Frrs1l	-0.004360199	0.1515312	0.155529	0.1286201	0.1318493	-0.09220505	-0.02020645	0.100441	-0.1987705	0.1736889	0.05516052	-0.04711914	-0.3437099	0.2397404
Ttn	-0.5061989	-1.591579	NA	NA	-1.83539	-2.057215	-1.029455	NA	NA	-2.01675	-0.09047127	-1.381618	-0.01259041	NA
Apba2	-2.663858	-2.32782	-2.305759	NA	-2.50919	-2.506844	-2.310326	NA	-3.17197	-2.429192	-2.371321	-2.113909	-2.274879	-2.252661
Hibch	1.133141	0.9345417	0.993969	0.849371	1.112909	0.5670853	1.134754	1.03356	1.325668	0.77285	0.847599	0.9346905	1.219509	1.00951
Hsp90ab1	6.76804	6.78422	6.848879	6.755051	6.85339	6.722324	6.846884	6.794092	6.75551	6.82291	6.74679	6.67275	6.692411	6.818439
Abcb9	-1.917189	-2.730999	-2.086559	-1.69828	-2.06403	-2.836704	-2.504156	-2.38834	-2.549561	-2.27696	-2.160921	-2.23769	-2.19895	-2.59474
Tpp1	0.1700897	0.02291107	-0.2973404	-0.1349697	-1.229971	-1.077774	-0.5763855	-0.6297398	-0.2802906	-0.09660149	-0.4116402	-0.2380199	-0.1793804	0.007509232
Gad2	2.907181	2.68873	2.9779	3.102062	2.582901	2.630806	2.909933	3.171	2.841867	2.955299	3.10499	2.902761	2.967138	3.060928
Atp6v0a1	5.131321	5.18265	5.241491	5.108692	5.247238	5.257935	5.342134	5.065859	5.360849	5.157299	5.137308	5.137621	4.925589	5.113361
