Protein.ID	protein.length	aa.synthesis.average.cost
AT5G54290.2	355	18.65
AT3G14590.3	706	20.18
AT3G14590.4	649	19.75
AT3G14590.1	692	20.07
AT3G14590.2	737	20.37
AT3G14590.5	651	19.97
AT4G20235.2	144	19.98
AT4G20235.1	340	21.84
AT4G05190.1	790	18.75
AT4G05190.2	777	18.84
AT2G46375.2	68	25.32
AT2G46375.1	123	23.16
AT2G46375.3	78	24.69
AT2G47550.1	560	19.94
AT2G27470.1	275	16.36
AT2G43070.3	599	21.33
AT2G43070.1	540	21.03
AT2G43070.4	605	21.36
AT2G43070.2	546	21.07
AT1G33930.1	336	19.37
AT4G39960.2	447	18.82
AT4G39960.1	447	18.82
AT2G05830.3	326	18.77
AT2G05830.2	326	18.77
AT2G05830.4	328	18.78
AT2G05830.1	374	18.82
AT4G29890.1	422	21.23
AT1G68060.1	622	17.88
AT2G46880.2	327	21.26
AT2G46880.1	401	21.45
AT1G64000.1	195	19.27
AT5G53440.1	1181	17.85
AT5G53440.2	1169	17.87
AT5G06510.6	269	19.54
AT5G06510.3	220	20.21
AT5G06510.2	269	19.54
AT5G06510.5	269	19.54
AT5G06510.7	174	19.88
AT5G06510.1	269	19.54
AT5G06510.4	174	19.88
AT4G31715.1	66	20.8
AT1G02620.1	122	21.03
AT3G04320.1	203	21.33
AT3G04320.2	227	21.24
AT1G58070.1	284	18.83
AT3G20720.2	1199	19.17
AT3G20720.1	1122	19.16
AT5G22220.2	469	18.17
AT5G22220.3	466	18.29
AT1G27720.5	657	18.9
AT1G27720.8	563	19.06
AT1G27720.2	563	19.06
AT1G27720.6	606	19.05
AT1G27720.1	720	18.86
AT1G27720.7	662	18.94
AT1G27720.4	705	18.94
AT1G27720.3	662	18.94
AT1G27720.9	680	19
AT1G74410.1	223	19.41
AT5G57490.1	274	19.67
AT5G30495.2	196	20.39
AT5G30495.1	196	20.39
AT3G42940.1	193	20.52
AT1G13200.1	435	22.06
AT2G45190.2	165	20.15
AT2G45190.1	229	20.06
AT1G07070.1	112	21.56
AT4G00005.1	118	23.21
AT5G37660.1	288	19.42
AT5G37660.2	298	19.6
AT1G24625.1	209	19.25
AT2G34540.2	288	20.02
AT2G34540.1	261	19.83
AT2G47410.1	1520	19.83
AT2G47410.4	1338	19.67
AT2G47410.3	1348	19.65
AT2G47410.2	1519	19.84
AT2G47410.5	1530	19.81
AT2G47410.6	1348	19.65
AT2G46240.1	1043	18.35
AT5G35732.2	101	19.56
AT5G35732.1	100	19.37
AT3G25090.2	219	22.15
AT3G25090.1	325	21.47
AT4G27740.1	105	21.84
AT5G56300.1	387	20.24
AT2G42840.1	306	19.54
AT3G09850.1	781	17.94
AT2G17905.1	172	22.06
AT5G63225.1	110	20.09
AT1G16960.1	114	20.1
AT1G19120.1	128	20.44
AT1G80210.2	371	18.71
AT1G80210.1	406	18.52
AT5G01700.1	333	19.73
AT5G01700.2	382	19.31
AT2G47160.1	704	21.16
AT2G47160.2	729	21.16
AT4G21460.2	428	19.75
AT4G21460.1	415	19.51
AT4G32120.1	345	20.5
AT3G58580.1	603	19.71
AT3G17465.1	324	20.09
AT5G47780.1	616	20.95
AT1G62490.1	334	20.9
AT2G33190.1	379	22.57
AT1G61420.4	809	20.74
AT1G61420.2	809	20.74
AT1G61420.5	659	20.73
AT1G61420.3	657	20.74
AT1G61420.1	807	20.75
AT2G13370.3	1724	19.54
AT2G13370.2	1724	19.54
AT2G13370.1	1724	19.54
AT5G59690.1	103	20.14
AT5G50420.1	566	20.4
AT1G19550.1	153	20.99
AT4G27160.1	164	19.9
AT4G25810.1	286	20.63
AT5G02290.1	389	19.97
AT5G02290.2	389	19.97
AT5G43950.1	566	21.16
AT1G70560.1	391	21.12
AT1G32170.1	343	21.51
AT5G39660.2	457	18.54
AT5G39660.1	457	18.54
AT5G39660.3	457	18.54
AT1G25530.1	440	22.55
AT2G13810.1	456	20.54
AT4G14358.1	87	21.26
AT5G47610.1	166	19.08
AT5G67430.2	321	20.83
AT5G67430.1	386	20.49
AT2G20870.1	140	18.44
AT4G12850.1	184	20.22
AT4G12850.4	141	20.82
AT4G12850.2	138	21.41
AT4G12850.3	47	21.57
AT5G50130.9	259	20.49
AT5G50130.6	291	21.3
AT5G50130.8	305	20.49
AT5G50130.2	324	20.89
AT5G50130.3	260	20.45
AT5G50130.7	306	20.46
AT5G50130.4	325	20.86
AT5G50130.5	292	21.26
AT5G50130.1	339	20.15
AT1G70530.3	488	20.23
AT1G70530.2	538	20.2
AT1G70530.1	646	20.1
AT3G20610.1	222	22.53
AT3G20050.1	545	18.68
AT5G64180.1	158	18.01
AT5G64180.2	158	18.01
AT2G35340.1	1044	19.92
AT2G35340.2	906	20.14
AT2G42920.1	559	20.83
AT2G42920.2	559	20.83
AT5G55840.1	1136	21
AT5G55840.2	1136	21
AT5G55840.3	1096	21.05
AT2G19360.1	426	21.43
AT1G51090.1	171	20.25
AT2G33370.2	125	19.78
AT2G33370.1	140	19.73
AT5G60600.3	717	19.83
AT5G60600.5	717	19.83
AT5G60600.4	717	19.83
AT5G60600.1	741	19.64
AT5G60600.2	740	19.64
AT2G40850.1	561	19.36
AT5G08150.1	144	17.76
AT5G47440.1	406	18.98
AT1G58235.2	74	17.57
AT1G58235.1	74	17.57
AT5G24170.2	132	20.61
AT5G24170.1	163	21.31
AT1G17590.1	328	19.38
AT1G17590.4	328	19.38
AT1G17590.2	328	19.38
AT1G17590.3	328	19.38
AT2G23050.2	365	20.51
AT2G23050.1	481	20.71
AT5G37130.1	877	20.4
AT2G23230.1	606	21.39
AT2G23230.2	611	21.42
AT2G26210.4	190	17.77
AT2G26210.6	190	17.77
AT2G26210.3	167	17.74
AT2G26210.2	167	17.74
AT2G26210.5	190	17.77
AT2G26210.7	190	17.77
AT2G26210.1	190	17.77
AT1G22120.1	462	18.92
AT4G13360.1	421	19.84
AT4G30620.1	180	18.21
AT2G48130.3	183	17.85
AT2G48130.1	183	17.85
AT2G48130.5	183	17.85
AT2G48130.4	183	17.85
AT2G48130.6	183	17.85
AT2G48130.2	183	17.85
AT5G58420.1	262	21.18
AT3G17590.1	240	19.98
AT3G17590.2	242	20.08
AT3G17590.3	227	19.96
AT1G70060.1	1326	19.38
AT1G70060.2	1326	19.38
AT1G76955.1	78	21.58
AT3G60270.1	187	18.69
AT3G62070.1	228	17.29
AT1G10220.2	218	20.11
AT1G10220.1	207	19.98
AT5G55855.1	56	19.98
AT5G55855.2	95	20.6
AT1G11770.1	536	21.04
AT5G55000.1	290	19.38
AT5G55000.2	298	19.19
AT4G01023.2	255	18.74
AT4G01023.1	236	18.41
AT4G01023.3	248	18.58
AT4G32535.1	94	20.9
AT4G38380.1	560	20.04
AT4G38380.3	488	20.33
AT4G38380.5	550	20.17
AT4G38380.2	560	20.04
AT4G38380.4	450	20.46
AT4G18990.1	357	21.79
AT4G18990.2	283	21.7
AT2G29490.1	224	21.56
AT5G24460.1	300	19.37
AT3G21320.1	540	19.51
AT5G60090.1	398	20.31
AT3G45570.1	312	20.19
AT1G80990.1	229	18.89
AT5G01820.1	442	20.75
AT1G30510.3	317	20.5
AT1G30510.1	381	20.2
AT1G30510.2	382	20.18
AT5G22760.1	1566	20.06
AT5G22760.2	1112	20.31
AT5G22760.3	1291	20.14
AT2G13105.1	136	17.21
AT1G10520.1	529	19.93
AT1G10520.2	487	20.13
AT1G15330.1	352	19.2
AT5G62980.1	131	20.64
AT5G62980.2	131	20.64
AT4G24370.1	164	16.89
AT5G25430.1	671	21.84
AT5G62110.2	531	18.14
AT5G62110.1	566	18.12
AT2G19340.2	173	20.83
AT2G19340.1	200	20.36
AT5G66770.1	584	19.27
AT5G35790.1	576	20.46
AT2G02730.2	276	19.06
AT2G02730.1	276	19.06
AT2G02730.3	276	19.06
AT4G33400.1	645	19.61
AT3G49980.1	382	21.82
AT3G49980.2	383	21.85
AT4G01030.1	768	21.09
AT1G18780.1	325	20.46
AT4G37830.3	174	21.84
AT4G37830.1	102	20.67
AT4G37830.2	92	20.1
AT3G29455.1	324	20.44
AT1G12180.1	119	20.54
AT1G01660.1	568	19.39
AT1G01660.2	569	19.4
AT2G36870.1	299	22.76
AT2G36870.2	178	22.63
AT4G19250.1	228	22.24
AT5G38344.1	213	22.05
AT4G01520.1	302	20.64
AT4G01730.1	508	20.74
AT2G27840.2	181	18.65
AT2G27840.4	155	20.39
AT2G27840.1	144	22.14
AT2G27840.3	203	19.36
AT5G41050.1	172	20.03
AT2G24520.1	931	20.28
AT2G24520.4	688	20.55
AT2G24520.3	931	20.28
AT2G24520.2	994	20.42
AT1G70880.1	159	19.26
AT4G25660.1	255	19.79
AT1G28540.1	103	20.17
AT1G06560.1	599	19.11
AT2G47610.1	257	20.61
AT5G12043.1	44	20.23
AT1G15885.1	88	20.61
AT5G54400.1	292	21.08
AT5G15890.1	526	20.64
AT5G09840.1	924	19.25
AT5G17570.2	319	20
AT5G17570.1	325	19.7
AT4G40060.1	294	19.05
AT5G17220.1	214	21.42
AT4G19925.1	249	21.57
AT3G23960.1	402	21.83
AT1G23440.3	217	19.67
AT1G23440.1	217	19.67
AT1G23440.2	94	18.73
AT5G54745.1	198	20.01
AT1G03990.1	758	20.06
AT3G09800.3	140	18.83
AT3G09800.5	179	19.21
AT3G09800.2	140	18.83
AT3G09800.6	259	19.76
AT3G09800.4	179	19.21
AT3G09800.1	179	19.21
AT1G12940.1	502	21.25
AT5G41150.1	956	19.74
AT5G41150.4	689	19.72
AT5G41150.2	689	19.72
AT5G41150.3	887	19.77
AT3G25165.1	74	20.96
AT5G61790.1	530	20.41
AT4G31020.1	294	21.31
AT4G31020.2	294	21.31
AT3G07500.1	217	19.79
AT4G30140.1	348	19.59
AT5G01720.1	665	19.16
AT4G04745.1	146	21.38
AT3G48750.1	294	21.58
AT3G60700.1	219	21.16
AT5G55580.2	390	20.91
AT5G55580.1	496	20.7
AT5G55580.3	396	20.5
AT1G75190.2	94	17.94
AT1G75190.1	131	18.21
AT4G27870.2	781	18.55
AT4G27870.1	761	18.36
AT1G33090.1	494	21.31
AT1G77060.1	339	18.96
AT1G21910.1	230	19.57
AT1G65110.1	1094	20.8
AT1G65110.2	1095	20.79
AT3G27510.2	319	21.83
AT3G27510.1	440	22.23
AT4G03610.1	303	20.37
AT4G03610.4	318	20.72
AT4G03610.2	295	20.68
AT4G03610.3	256	20.56
AT5G23220.1	198	20.18
AT2G44590.3	612	19.64
AT2G44590.1	596	19.65
AT2G44590.2	595	19.66
AT5G16170.1	411	22.11
AT4G26010.1	310	18.97
AT4G26010.2	338	18.93
AT5G03940.1	564	18.79
AT4G12330.1	518	21.14
AT1G71030.2	181	19.76
AT1G71030.1	195	19.63
AT4G36070.2	561	19.89
AT4G36070.1	534	19.91
AT5G10460.1	306	19.6
AT5G65500.2	799	20.2
AT5G65500.1	791	20.24
AT1G13220.3	1141	18.31
AT1G13220.1	391	19.09
AT1G13220.2	1128	18.25
AT3G07600.1	157	20.09
AT3G07600.2	153	20.42
AT1G12960.1	104	21.61
AT1G65360.1	226	19.94
AT5G39590.1	542	20.04
AT5G16630.3	637	18.84
AT5G16630.2	865	19.04
AT5G16630.1	865	19.04
AT1G20960.2	2171	20.07
AT1G20960.1	2171	20.07
AT1G32200.2	459	19.37
AT1G32200.1	459	19.37
AT1G74080.1	333	19.47
AT3G24535.1	188	21.39
AT5G39040.1	644	19.15
AT5G39040.2	532	19.57
AT4G02900.2	607	22.09
AT4G02900.1	785	22.11
AT4G02900.3	768	22.09
AT4G02900.4	768	22.09
AT4G18720.1	266	21.09
AT5G60610.1	388	21.07
AT5G60610.2	388	21.07
AT3G04190.1	222	21.09
AT4G25990.2	409	19.52
AT4G25990.1	394	19.39
AT4G25990.3	378	19.39
AT5G53460.3	2208	19.33
AT5G53460.2	2208	19.33
AT5G53460.1	2208	19.33
AT1G72580.1	98	18.8
AT3G07290.1	880	20.38
AT5G55660.1	778	17.2
AT1G03680.1	179	19.93
AT1G52730.2	343	20.11
AT1G52730.3	265	20.4
AT1G52730.1	343	20.11
AT2G18960.2	885	20.28
AT2G18960.1	949	20.26
AT2G18960.3	885	20.28
AT5G62510.1	420	21.43
AT2G39518.1	174	21.24
AT1G67480.2	376	20.41
AT1G67480.1	376	20.41
AT1G67480.3	376	20.41
AT4G15560.1	717	19.14
AT1G80150.1	397	21.56
AT1G80150.2	323	21.26
AT4G12620.1	813	20.1
AT5G44120.2	368	18.72
AT5G44120.3	472	19.06
AT5G44120.1	285	18.57
AT3G48930.1	160	21.46
AT1G13600.1	196	19.06
AT2G17030.1	407	21.08
AT3G29020.2	305	20.82
AT3G29020.1	233	21.73
AT5G40670.1	270	23.23
AT5G49130.1	502	20.55
AT1G34010.1	182	19.45
AT1G34010.2	247	19.46
AT1G34010.3	182	19.45
AT1G74110.1	537	21.06
AT5G15390.2	260	20.1
AT5G15390.1	350	19.79
AT2G23840.1	284	20.63
AT1G42710.1	206	20.67
AT5G41720.1	187	22.45
AT1G10570.3	440	21.04
AT1G10570.2	570	20.63
AT1G10570.1	571	20.61
AT1G06190.4	299	17.37
AT1G06190.1	401	17.92
AT1G06190.2	292	18.82
AT1G06190.3	299	17.37
AT1G06190.5	404	18.12
AT1G56418.2	87	22.75
AT1G56418.1	79	22.75
AT3G57270.1	340	20.24
AT1G53120.1	320	19.35
AT1G53120.2	319	19.38
AT3G54230.2	1008	18.79
AT3G54230.1	1007	18.8
AT3G54230.4	963	18.76
AT3G54230.3	727	18.41
AT3G54230.5	1007	18.8
AT5G57790.1	216	20.55
AT5G57790.2	192	19.72
AT5G57790.3	136	20.71
AT5G57790.4	205	19.69
AT4G34260.1	843	20.3
AT4G01050.2	507	18.78
AT4G01050.1	466	18.2
AT3G46100.1	486	20.29
AT1G69800.2	476	19.39
AT1G69800.1	447	19.04
AT1G69800.3	373	19.26
AT1G49680.1	99	16.12
AT2G40480.1	518	18.95
AT2G25680.1	456	19.93
AT3G56340.1	130	19.7
AT3G60720.3	289	19.91
AT3G60720.1	279	19.79
AT3G60720.2	247	19.69
AT1G59723.1	76	22.25
AT4G04350.1	973	20.83
AT1G20920.1	1166	18.56
AT1G20920.5	1166	18.56
AT1G20920.7	1166	18.56
AT1G20920.3	1166	18.56
AT1G20920.2	828	18.91
AT1G20920.6	1166	18.56
AT1G20920.4	1166	18.56
AT5G65205.1	285	19.89
AT1G19920.1	476	20.36
AT1G45332.1	754	19.49
AT1G45332.2	574	19.36
AT4G37140.2	100	20.75
AT4G37140.1	136	21.62
AT4G21190.1	307	20.78
AT2G14765.1	129	20.14
AT4G35420.1	326	20.24
AT5G19500.1	505	20.29
AT1G48960.1	219	20.21
AT3G10510.1	371	20.98
AT3G60360.1	228	20.61
AT1G77110.1	570	20.66
AT1G77110.2	549	20.53
AT5G02260.1	258	20.49
AT2G14835.1	343	19.43
AT2G14835.2	343	19.43
AT2G42290.1	646	19.56
AT3G51895.1	658	21.36
AT3G51895.2	703	21.27
AT4G39220.1	191	23.45
AT4G39220.2	191	23.45
AT5G13710.2	336	21.09
AT5G13710.1	336	21.09
AT3G04880.1	310	19.49
AT5G20350.1	620	19.68
AT5G01060.2	349	20.94
AT5G01060.1	499	20.62
AT5G01060.3	381	20.74
AT1G07610.1	45	16.64
AT3G62320.1	171	19.18
AT5G12270.1	360	21.02
AT3G60460.1	300	19.56
AT2G15000.6	101	18.51
AT2G15000.2	97	18.3
AT2G15000.4	101	18.51
AT2G15000.1	93	18.33
AT2G15000.7	101	18.51
AT2G15000.5	101	18.51
AT2G15000.3	97	18.3
AT5G42280.2	596	22.56
AT5G42280.1	694	22.16
AT5G12020.1	155	19.46
AT3G43503.1	62	21.21
AT2G06005.2	295	19.69
AT2G06005.6	312	20.18
AT2G06005.3	262	19.6
AT2G06005.5	245	19.97
AT2G06005.4	305	20.08
AT2G06005.1	355	19.83
AT2G28590.1	424	19.79
AT2G28590.2	327	20.28
AT3G01560.2	382	17.63
AT3G01560.1	511	17.96
AT5G35930.1	1040	20.28
AT5G35930.2	907	20.14
AT5G35930.4	1132	20.13
AT5G35930.3	907	20.14
AT2G37000.1	188	18.49
AT1G79960.1	294	19.86
AT5G08391.1	69	23.13
AT3G53870.1	249	19.61
AT1G34160.1	581	20.63
AT1G34160.2	534	20.42
AT5G07260.1	541	21.09
AT5G07260.2	536	21.1
AT2G35470.1	167	19.49
AT2G35612.1	86	21.66
AT4G16370.1	737	22.84
AT3G08910.1	323	19.79
AT1G14820.3	252	20.42
AT1G14820.1	239	20.88
AT1G14820.2	239	20.88
AT3G53980.1	114	18.29
AT3G53980.2	114	18.29
AT2G40650.1	355	20.06
AT1G70840.1	171	20.8
AT4G32208.1	153	17.44
AT3G09810.1	374	19.72
AT4G08360.1	141	19.07
AT1G58340.1	532	20.6
AT5G12140.1	101	18.77
AT1G79130.1	134	18.72
AT5G35960.2	397	20.93
AT5G35960.1	429	21.06
AT3G04170.1	227	20.5
AT4G33390.1	779	17.88
AT2G31040.1	350	19.79
AT3G19310.1	413	20.44
AT3G26410.1	477	21.1
AT1G55050.2	915	19.07
AT1G55050.1	915	19.07
AT5G55520.2	801	18.71
AT5G55520.1	805	18.69
AT5G02270.2	354	20.35
AT5G02270.1	328	20.05
AT1G17650.2	299	18.85
AT1G17650.1	358	19.08
AT4G31210.2	1239	19.31
AT4G31210.3	1280	19.24
AT4G31210.1	1284	19.24
AT3G08670.1	567	17.07
AT2G26865.1	78	20.81
AT4G10440.1	633	20.93
AT2G37090.1	351	20.87
AT1G73875.3	276	20.22
AT1G73875.2	404	19.96
AT1G73875.1	454	20.18
AT3G53305.1	338	20.95
AT5G58890.1	294	20.72
AT4G08140.1	84	21.01
AT3G22700.1	339	22.21
AT4G11110.1	1036	19.21
AT1G36675.1	268	18.26
AT1G35540.1	605	20.25
AT5G65920.1	444	19.76
AT5G65920.2	444	19.76
AT4G24740.1	427	21.21
AT4G24740.5	245	21.87
AT4G24740.6	324	21.52
AT4G24740.10	221	21.09
AT4G24740.7	389	21.2
AT4G24740.4	318	21.48
AT4G24740.3	348	21.39
AT4G24740.9	324	21.52
AT4G24740.2	324	21.52
AT4G24740.8	221	21.09
AT3G47910.2	1607	19.16
AT3G47910.1	1606	19.16
AT5G44270.1	309	20.67
AT5G50040.1	175	18.83
AT5G39900.1	663	19.87
AT5G10220.1	318	20.64
AT2G43580.1	265	20.28
AT1G48530.1	175	19.97
AT3G54130.1	280	18.76
AT1G80820.2	271	19.94
AT1G80820.1	332	19.87
AT1G73965.1	107	21.55
AT1G13540.1	381	21.18
AT3G51650.3	842	19.49
AT3G51650.1	842	19.49
AT3G51650.2	842	19.49
AT3G51650.4	842	19.49
AT1G18470.1	467	21.72
AT1G18470.2	423	22.02
AT1G55520.2	200	20.81
AT1G55520.1	200	20.81
AT1G55520.4	200	20.81
AT1G55520.3	185	20.49
AT5G50120.1	388	19.65
AT1G04920.1	1062	19.63
AT1G73030.1	203	18.47
AT5G38860.1	298	18.98
AT5G38860.2	222	19.37
AT5G23212.1	75	20.29
AT5G46180.1	475	19.69
AT2G39980.1	482	19.61
AT5G22650.2	305	16.86
AT5G22650.1	306	16.84
AT4G03050.2	411	19.28
AT4G03050.1	411	19.28
AT2G34710.1	852	19.03
AT4G31470.1	185	21.61
AT5G01640.1	223	19.93
AT1G66250.1	505	19.25
AT1G55673.1	136	20.99
AT2G35140.5	879	19.3
AT2G35140.1	879	19.3
AT2G35140.4	879	19.3
AT2G35140.2	879	19.3
AT2G35140.6	905	19.38
AT2G35140.3	879	19.3
AT3G49320.1	354	20.91
AT3G49320.2	258	20.8
AT2G27720.2	130	17.03
AT2G27720.4	91	16.43
AT2G27720.1	115	16.41
AT2G27720.3	127	16.88
AT1G11860.2	408	19.9
AT1G11860.1	408	19.9
AT1G11860.3	423	20.14
AT1G63870.1	1031	20.74
AT4G36700.1	522	20
AT3G53060.1	85	21.2
AT5G48175.1	115	24.1
AT3G20450.1	137	20.84
AT5G19020.1	685	20.4
AT4G14030.1	490	20.69
AT4G14030.2	490	20.69
AT3G54170.1	330	18.38
AT4G13850.3	144	18.22
AT4G13850.4	129	18.5
AT4G13850.2	153	18.18
AT4G13850.1	158	17.92
AT3G18060.1	609	19.71
AT1G48430.1	593	18.22
AT1G48430.2	558	18.24
AT4G10480.1	212	17.35
AT4G10480.2	211	17.38
AT2G38840.1	602	21.27
AT2G38840.2	444	21.44
AT3G55640.1	332	20.4
AT3G55640.4	332	20.4
AT3G55640.2	256	20.07
AT3G55640.3	256	20.07
AT5G16740.1	426	21.01
AT1G28690.1	520	20.52
AT3G22300.1	241	20.23
AT1G51540.1	415	21.39
AT5G12280.3	191	21.16
AT5G12280.1	419	20.14
AT5G12280.2	181	20.59
AT5G07030.1	455	19.02
AT1G11362.1	184	21.52
AT3G17717.1	127	20.09
AT1G17400.1	295	19.22
AT1G17400.2	295	19.22
AT1G17400.3	231	18.94
AT2G15029.1	33	19.15
AT1G20330.1	361	20.9
AT2G42030.1	425	18.06
AT1G48145.1	117	18.73
AT1G54575.1	102	19.68
AT1G54575.2	124	20.77
AT5G15640.2	316	20.46
AT5G15640.1	323	20.27
AT3G29152.1	104	20.79
AT3G23300.2	611	20.84
AT3G23300.1	611	20.84
AT2G37180.1	285	21.27
AT5G19100.1	391	20.54
AT1G19890.1	137	20.04
AT1G26110.1	611	17.73
AT1G26110.2	605	17.66
AT1G66390.1	249	19.99
AT2G01080.1	231	19.2
AT1G15980.1	461	20.13
AT1G68520.1	406	19.72
AT1G27595.1	1325	19.24
AT1G27595.2	264	20.61
AT1G17560.2	173	20.08
AT1G17560.1	196	19.28
AT2G24950.1	411	22.36
AT2G18876.2	284	18.33
AT2G18876.1	382	18.54
AT3G02070.1	219	21.67
AT3G02070.2	219	21.67
AT2G30060.1	217	18.36
AT4G18905.2	504	19.04
AT4G18905.1	494	19.24
AT2G10556.1	88	20.6
AT5G53780.1	376	21.67
AT1G15660.1	705	18.56
AT1G07940.4	449	20.37
AT1G07940.1	449	20.37
AT1G07940.2	449	20.37
AT1G07940.3	449	20.37
AT4G23220.1	658	20.67
AT5G03430.1	497	19.94
AT2G41870.1	274	18.58
AT5G26830.1	709	20.81
AT5G46600.1	539	20.62
AT1G18290.1	176	20.03
AT2G28315.1	342	21.29
AT2G28315.2	315	21.57
AT5G12980.1	311	19.38
AT2G13760.1	209	19.46
AT5G22350.1	427	20.39
AT4G01240.1	659	20.81
AT1G24420.2	436	20.31
AT1G24420.1	436	20.31
AT3G55530.1	273	19.19
AT5G12370.1	825	18.43
AT5G12370.3	820	18.38
AT5G12370.2	825	18.43
AT5G38520.2	374	19.9
AT5G38520.1	362	19.73
AT1G48830.1	191	20.43
AT1G48830.2	191	20.43
AT1G04430.1	623	20.58
AT1G04430.3	623	20.58
AT1G04430.2	623	20.58
AT5G18240.5	400	19
AT5G18240.1	402	18.98
AT5G18240.4	402	18.98
AT5G18240.2	396	18.97
AT5G18240.3	396	18.97
AT5G18240.6	320	18.77
AT5G38850.1	986	20.65
AT3G56890.1	219	20.68
AT3G60328.1	52	20.13
AT1G27190.1	601	19.69
AT3G53020.1	163	20.63
AT5G10870.1	265	20.82
AT3G52790.1	109	20.28
AT5G34829.1	72	21.35
AT1G30090.1	398	21.23
AT2G22930.2	290	21.33
AT2G22930.1	442	21.13
AT3G23930.1	224	19.96
AT5G50920.1	929	19.01
AT1G19640.1	389	19.85
AT4G24010.1	760	22.05
AT3G26830.1	490	21.33
AT3G50570.2	211	20.99
AT3G50570.1	189	20.4
AT2G02280.1	144	22.9
AT2G35890.2	520	19.67
AT2G35890.1	520	19.67
AT1G12010.1	320	20.77
AT1G49260.1	149	23.77
AT1G35490.2	300	19.19
AT1G35490.1	300	19.19
AT1G51220.1	337	20.77
AT5G62060.1	303	22.64
AT1G31335.1	70	19.9
AT2G31945.1	95	18.03
AT5G17190.1	130	21.62
AT1G13560.1	389	22.76
AT1G13560.2	346	22.31
AT1G13560.3	341	22.43
AT5G24480.1	350	21.3
AT2G26870.1	514	20.5
AT2G39660.1	395	20.17
AT1G73870.1	392	19.1
AT4G28890.1	432	20.11
AT3G59700.1	661	20.66
AT5G02430.1	905	19.07
AT2G43500.3	934	19.19
AT2G43500.9	934	19.19
AT2G43500.6	934	19.19
AT2G43500.5	947	19.17
AT2G43500.1	934	19.19
AT2G43500.10	934	19.19
AT2G43500.2	947	19.32
AT2G43500.4	947	19.17
AT2G43500.11	934	19.19
AT2G43500.7	934	19.19
AT2G43500.8	934	19.19
AT3G45110.1	120	19.28
AT2G36810.3	1485	19.68
AT2G36810.1	1716	19.61
AT2G36810.2	1703	19.59
AT5G39471.1	543	22.19
AT5G01780.2	442	19.51
AT5G01780.5	365	19.59
AT5G01780.1	387	19.71
AT5G01780.3	307	19.73
AT5G01780.4	307	19.73
AT4G17880.1	589	18.33
AT1G27460.2	551	19.3
AT1G27460.1	694	19.5
AT1G27460.3	690	19.52
AT5G28690.1	192	17.99
AT5G28690.3	192	17.99
AT5G28690.2	192	17.99
AT5G20170.1	653	19.72
AT3G25960.1	497	19.22
AT1G62840.1	224	19.44
AT1G15970.1	352	19.67
AT1G15970.2	352	19.67
AT3G53400.1	466	20.94
AT1G62280.1	385	22.22
AT3G43960.1	376	19.91
AT2G32670.1	285	21.72
AT4G31280.1	53	22.68
AT3G04903.1	87	22.95
AT1G28130.2	466	20.69
AT1G28130.1	609	20.21
AT5G51630.2	1175	20.51
AT5G51630.1	1229	20.57
AT5G51630.5	889	20.37
AT5G51630.3	1181	20.49
AT5G51630.4	1165	20.56
AT5G51630.6	1165	20.56
AT4G05050.2	229	19.21
AT4G05050.1	229	19.21
AT4G05050.3	229	19.21
AT4G05050.4	153	19.27
AT1G02300.1	379	21.4
AT3G24050.1	274	18.76
AT3G21770.1	329	19.29
AT4G22050.1	354	21.32
AT4G24231.1	49	20.06
AT1G60430.3	174	20.99
AT1G60430.1	174	20.99
AT1G60430.4	137	20.51
AT1G60430.2	174	20.99
AT3G17120.4	219	18.17
AT3G17120.2	219	18.17
AT3G17120.1	219	18.17
AT3G17120.5	219	18.17
AT3G17120.3	219	18.17
AT3G18957.1	50	21.38
AT1G14140.1	305	20.56
AT5G07920.2	687	19.6
AT5G07920.3	728	19.5
AT5G07920.1	728	19.5
AT3G06270.1	348	19.16
AT4G35540.1	527	19.99
AT5G65750.1	1025	20.35
AT4G36050.1	408	19.23
AT4G36050.4	478	19.64
AT4G36050.5	590	19.4
AT4G36050.2	610	19.3
AT4G36050.3	609	19.4
AT3G43260.1	269	19.78
AT3G44630.2	1214	20.63
AT3G44630.3	1240	20.71
AT3G44630.1	1214	20.63
AT3G44630.4	1214	20.63
AT3G27580.2	578	20.09
AT3G27580.1	578	20.09
AT2G19810.1	359	19.32
AT3G47730.1	983	20.82
AT5G15040.1	87	22.18
AT5G15040.3	87	22.18
AT5G15040.2	87	22.18
AT1G78370.1	217	21.63
AT2G21840.1	769	21.85
AT5G24060.2	494	19.19
AT5G24060.1	481	19.02
AT5G24060.3	464	19.27
AT5G25250.1	470	19.41
AT2G39020.1	236	21.27
AT1G68390.1	408	21.46
AT5G64930.1	564	20.22
AT4G32920.3	1432	19.61
AT4G32920.2	1432	19.61
AT4G32920.1	1432	19.61
AT4G00170.1	239	18.96
AT4G00170.2	212	18.75
AT4G15360.1	527	21.41
AT5G39220.1	330	20.85
AT5G39220.2	322	20.95
AT1G51820.1	885	20.08
AT1G51820.2	623	19.63
AT5G17660.1	312	20.19
AT1G10900.2	754	21.16
AT1G10900.1	754	21.16
AT1G10900.3	754	21.16
AT5G09350.1	1116	19.91
AT2G30230.1	177	19.51
AT1G66420.1	282	20.46
AT4G39675.1	70	20.64
AT4G31130.1	195	19.74
AT1G28695.1	329	21.73
