Protein.ID	protein_phase	protein_LL12	protein_LL16	protein_LL20	protein_LL24	protein_LL28	protein_LL32	protein_LL36	protein_LL40	protein_LL44	protein_LL48	protein_LL52	protein_LL56	protein_LL60	protein_LL64	protein_LL68	protein_LL72	protein_LL76	protein_LL80	protein_LL84	protein_LL88	protein_LL92	protein_LL96	protein_LL100	protein_LL104	protein_LL108	protein_LL112	protein_LL116	protein_LL120	protein_LL124	protein_LL128	protein_mean.level	protein_max.level	protein_rhythm.pvalue	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
AT4G00585.1	12.0000492873051	225512.5666	31327.90692	33917.15771	15950.48894	20274.14832	47303.37828	21727.9011	22047.49393	14397.78052	17536.58701	10695.22514	19844.60126	29221.93617	17571.62868	18922.51312	11329.40975	15649.73723	19725.25008	22933.38461	16721.01753	13682.16696	10751.79954	10790.05333	5360.6683	13722.87032	764.9734512	18044.40102	12410.23449	25296.39343	18239.2433	25389.0972347067	225512.5666	0.163666380495571	88	25.19	26.41
AT4G00660.2	4.33103388804641	11058.77625	15243.48084	15916.12279	16017.50535	5319.955332	13271.84509	1265.153391	6705.208957	3884.644287	92962.2067	6821.947391	8583.439583	24536.59378	3006.567812	3989.810309	1077497.38	1531.391928	384079.7326	73820.31425	137168.9205	1682.022618	3156.614751	3524.54215	3045.872347	17627.55477	4495.307041	14931.91062	20818.61387	3008.367837	1269.934507	65874.7245883667	1077497.38	0.658416321189261	505	23.74	25.63
AT4G00810.1	8.8455664259433	93115.59634	95640.3104	33891.66312	51641.86629	42473.08803	54668.24409	184950.0661	76712.93978	58789.74535	129586.7406	80769.45875	56770.73352	55926.98857	174070.4248	85394.17969	106932.942	128507.0055	166474.4228	115711.5989	64972.33805	88980.0012	71778.34195	85107.97785	109332.169	67489.01246	81369.32117	45968.66088	112549.6525	112645.6288	99971.84677	91073.098842	184950.0661	0.579947091883643	113	20.28	22.96
AT4G01050.1	18.0328375998949	1864401.098	2117115.482	1779664.986	1841840.882	1860336.794	2236392.3	2325392.828	2239832.645	2163067.01	1857525.426	1787359.465	2052810.143	2275846.347	1906068.932	2001402.29	1629375.516	1840254.929	1899401.055	2110903.081	2216141.572	1763470.057	1866387.154	2085554.534	2168441.351	2334128.537	1745811.742	1894243.83	1956505.629	1873014.877	2386171.977	2002628.74896667	2386171.977	0.00604395213936717	466	21.42	24.01
AT4G01150.1	7.113241259642	1688667.122	2085301.464	1857503.713	1984141.853	1815115.168	1707978.676	2044356.292	2017589.898	1911954.959	1520324.614	1766557.657	2092171.01	1823583.485	1698961.172	1894619.15	1424081.773	1817584.116	2226560.497	1980977.359	1663100.439	1719986.359	1663977.1	2096832.379	2103205.577	2069977.772	2098383.987	1731496.229	1765638.118	1998291.953	1991202.146	1875337.40123333	2226560.497	0.0636375338832111	164	22.99	26.14
AT4G01310.1	17.7182785394779	1975484.215	2317136.549	2180801.375	2512937.664	2137371.145	2139849.708	2279730.611	2528981.847	2437749.675	2104853.004	2168751.8	2443473.979	2272994.797	2147539.113	2624264.754	2232545.7	2016031.231	1820763.118	2252071.197	2490804.589	2397894.257	2399885.572	2747695.053	2685562.483	2244019.902	2150241.574	2776373.285	2261334.35	2187515.87	2598444.537	2317770.09846667	2776373.285	0.433990264003424	262	22.33	24.73
AT4G01690.1	12.0000600137165	918886.8101	1002393.072	690766.153	713528.5104	824291.2614	824385.1323	868011.4952	843843.3277	774112.2076	768781.332	761188.1509	918909.802	996036.4544	792070.5584	853805.1852	609592.031	772237.9468	576526.8527	847498.005	939859.42	778354.6361	745620.0953	871086.9738	884066.3284	724866.5286	747998.4093	738488.3089	827156.9216	717495.6881	845003.9015	805895.383323333	1002393.072	0.014473028268	537	22.52	25.05
AT4G01800.2	12.0000600137165	194601.2483	182776.6952	152998.9482	198906.6967	183221.957	193177.1777	158367.2298	163377.7045	176479.5582	165003.1839	139789.7538	167235.8843	121803.9197	129586.8833	141525.1634	128405.6411	113459.7718	102935.7171	104971.5044	183894.6738	142473.1866	157790.9489	198439.7431	157707.3846	161404.2043	183024.4103	130831.7018	205156.3368	144271.8878	217140.4615	160025.319263333	217140.4615	0.88366409399599	1042	23.05	25.33
AT4G01850.1	21.147333328846	372118.8596	405659.5847	228805.1198	229046.0131	394302.7083	212414.6695	271540.3368	289804.3898	326089.9107	200728.1137	254983.7944	410987.1415	278474.1814	330957.3816	341974.0713	237725.684	339568.7164	255559.9618	363634.2755	248623.7655	287504.275	260409.2483	324057.7725	303519.6471	255749.3323	214789.3965	300933.2489	172758.4406	212007.4235	293354.9652	287269.41431	410987.1415	0.347998504519316	393	23.19	25.41
AT4G01900.1	14.9370265037035	293254.1883	290312.2274	344150.8336	402308.5772	479453.041	361766.9508	319079.8845	380662.5659	393667.2793	324854.3341	336897.5805	402926.4799	345985.3507	262785.0344	341320.0587	314445.3674	291987.7504	279343.5826	249359.2922	365068.2522	321891.457	373407.0401	438846.0454	395293.5514	356482.6358	354010.0396	418895.5914	375907.5301	357928.6596	407055.0774	352644.875296667	479453.041	0.149013368985624	196	22.48	24.85
AT4G02230.1	12.0000600137165	30342.12206	28012.80743	72196.50306	38686.49111	13938.16351	13710.81635	15658.88997	28372.9614	15360.26917	6436.84319	18001.45041	48913.61274	7634.831618	18762.1144	3221.203459	15241.42989	21137.59449	23215.68214	11312.14266	17149.73564	11127.21278	16809.86128	16865.35157	25423.28606	33943.9514	21168.30241	38975.1779	38241.15479	23619.78766	20935.35607	23147.1702205667	72196.50306	0.848092813889041	208	24.09	25.71
AT4G02450.1	12.3703383704515	1312600.31	1282847.765	933429.6439	1257227.45	1254184.654	1227428.172	1250379.547	1306867.004	1174055.626	1146009.842	1469310.156	1220977.203	1141919.314	999520.8827	1329838.61	940070.331	1147187.977	1150957.345	1105141.352	1034828.766	991739.1165	1013955.872	1277138.191	1110011.762	1117248.114	985770.4489	949941.4904	931941.6831	1010016.58	1267877.7	1144680.76361667	1469310.156	0.119428988931772	241	21.77	23.94
AT4G02510.1	15.5625595742489	755734.3514	883500.5991	756661.2068	842592.1777	880831.0367	920887.1551	814577.8781	887384.8891	866507.9353	759664.6767	810892.8851	954071.9818	844057.6612	800726.4695	805682.8067	700179.4762	815870.0475	781343.7231	757325.4128	851655.1452	807563.7117	794380.202	906550.397	944992.2497	895947.4196	786058.3431	945876.7105	734368.1834	788576.9506	970940.8605	835513.418106667	970940.8605	0.146563979379719	1503	20.46	22.74
AT4G02530.1	12.0000600137165	2946078.361	2675155.533	2576156.493	2382062.119	2945897.235	2300443.21	3135437.081	2381491.304	2458104.885	1646744.642	2415363.543	2804317.943	1900412.13	2265725.171	2503682.884	1576659.158	2066810.432	2559749.38	2111935.611	1864016.175	1609006.792	1849985.738	2360951.856	2141045.294	1711191.589	2108378.989	2116312.681	1845448.179	2036089.561	2178684.547	2249111.28386667	3135437.081	0.248971706848287	216	21.93	25.11
AT4G02580.1	4.508958962955	151404.3839	162037.4477	164175.0302	194367.6632	141278.8521	165510.5865	153205.0965	154915.9455	189656.578	136237.579	126209.537	177717.7905	177934.1915	145374.2073	145084.4155	143384.6735	143887.1824	153413.1985	95987.27242	109287.9479	135207.4566	133636.5123	181122.6811	140307.9356	141205.9537	114973.3161	126252.0383	123641.2459	127279.9854	147023.7527	146724.015227333	194367.6632	0.673753179897388	255	23.18	25.35
AT4G02770.1	12.0000600137165	76851789.07	71209796.12	62779905.57	56171942.15	65483253.24	66602955.51	77382991.6	78144818.94	68743359.27	55231083.96	61968990.05	69735495.48	58147694.58	59275475.58	71164261.28	55671014.89	56214875.61	59898642.98	68829141.19	63571582.53	54899426.23	58110072.52	73602442.26	65645415	60290592.21	53305855.86	68833028.52	63534372.89	65749544.06	65634557.77	64422812.564	78144818.94	0.139175121456988	208	22.96	25.16
AT4G02930.1	12.0000600137165	554145.6286	597656.9686	475873.2209	532429.694	613042.0445	642688.5282	539856.4786	511752.1576	556432.2089	429715.4397	473133.6342	524312.0728	535328.6588	482637.4272	503957.3543	466890.9343	466636.1943	446314.0043	419622.9833	452563.643	476770.573	467781.0357	502114.8729	415168.7158	550637.1108	426639.7278	406315.7669	447591.5276	475290.4393	560598.4458	498463.249723333	642688.5282	0.321558858409029	454	22.74	25.09
AT4G03020.1	7.8318032523414	NA	646.7807667	2887.035138	2074.464657	3879.802366	1957.812406	1461.435389	6472.52796	6574.66754	6400.669885	7502.900168	5132.021949	5854.745117	6040.477448	1084.917927	4711.88575	7507.61379	936.6054051	1754.812774	3517.741161	6915.736951	7481.206118	5455.42728	5087.653324	1801.814815	8378.071672	4436.022515	3671.57174	3564.149003	2559.471686	4336.2083689931	8378.071672	0.307646727255584	493	23.87	26.08
AT4G03080.1	19.5269719424644	29309.65746	58057.22606	43652.82247	54779.55962	57231.718	65567.89918	63449.85689	53659.71091	63647.70994	51449.06387	59137.03607	63719.52702	62630.00468	46827.77686	50755.91264	51398.398	41881.87413	59335.36099	57074.95807	46882.56648	43770.25739	41221.95211	27644.6612	46920.39529	21420.6231	9195.28386	47071.47602	48881.48751	55114.6669	33515.89574	48506.8446153333	65567.89918	0.17647901530773	881	22.72	24.62
AT4G03280.1	4.2776526618676	8567577.285	9716104.302	8558884.237	9372440.47	9237684.688	9792498.209	8031113.285	10364622.02	8034746.364	7156292.833	9575706.052	12052003.99	7120209.168	6977354.111	8077641.187	8240334.096	7745256.419	7527513.984	7258303.702	9230265.27	7941843.386	8763773.276	10116190.44	9602493.564	9421600.96	9915352.179	8622792.266	8725647.377	9561859.535	10127680.21	8847859.4955	12052003.99	0.328874296957979	229	22.71	25.19
AT4G03520.1	12.0000600137165	2587025.898	2413475.471	2571295.308	2459954.652	2365564.01	2526636.381	2846110.657	2063655.753	2444691.3	2081722.549	2305698.065	2619545.449	2416990.613	1999481.391	2630520.212	1970684.899	1906830.051	1915308.28	2372360.748	2196602.404	1974551.285	1720691.982	2866879.686	1739878.512	2110536.336	2138676.897	2124550.766	2429059.903	2171793.928	2635101.658	2286862.50146667	2866879.686	0.627032142298877	186	22.88	25.14
AT4G03560.1	12.7197400162614	43899.84655	44949.79296	47501.04941	36621.5306	54031.50533	37689.01811	60241.58967	51861.03218	47563.05439	36115.12084	42717.29245	49676.73968	51231.58214	45862.5647	56961.30278	42489.44014	46269.18792	52351.1139	52119.99653	49821.49563	51149.69348	38591.52057	44731.81587	51443.85823	48919.39915	49423.19354	37414.67312	28521.17532	46549.88633	67728.48568	47148.26524	67728.48568	0.00894817551859528	733	26.16	29.5
AT4G04020.1	6.9223594955514	425488.2188	563376.2074	494570.1854	566162.2632	579700.9387	450188.8296	436896.8771	445836.1629	500455.9489	424546.0688	553605.9956	590544.897	489910.1385	450052.5001	514526.5723	436370.1184	443911.4774	386531.4592	477390.597	527173.3547	454639.2205	448156.6828	504584.4565	532879.2703	538152.2317	498465.4456	577116.8137	460085.1757	379115.4142	535499.1894	489531.09038	590544.897	0.921912706090503	318	22.19	24.63
AT4G04640.1	12.0000600137165	29059401.77	28741586.14	23208109.42	22734938.53	21815651.67	19673665.16	28452246.14	23986363.82	24835620.63	18397053.8	26918708.07	26090087.1	23068573.21	24113735.52	23749486.18	18233458.51	21930408.69	19969724.17	26326771.38	24914701.15	23810784.59	23627897.92	25614138.09	26601562.57	21673312.74	20690333.45	23501166.78	20695743.29	23705150.09	23869363.39	23666991.4656667	29059401.77	0.0712052792077052	373	22.12	24.8
AT4G04770.1	12.0000600137165	127974.5608	138373.7128	118150.2967	128160.4962	121152.6616	127908.0996	128637.8658	133662.6673	115878.753	92106.98027	128774.4916	118580.9238	124988.193	98832.02146	103150.3868	117308.9104	88813.24819	97047.4832	105431.8487	128872.613	88973.45583	78128.22194	127000.0024	78801.49559	117549.1416	89952.21405	120864.6919	89402.49474	95538.14422	103548.4469	111118.817446333	138373.7128	0.317299538333567	557	23.29	25.88
AT4G04910.1	10.4716009384495	18315.55362	29565.61037	18077.27551	18793.53653	25709.13823	42185.1755	24656.96486	25059.3159	26134.85592	32413.26975	24003.86647	27541.2949	20950.78111	23636.70984	29552.93226	34365.10247	27541.46189	18976.95707	18053.9021	31713.76136	34500.21403	27685.16824	31007.7965	40877.21721	31705.78064	25838.4269	25594.12433	36896.50888	28146.02169	36349.92246	27861.6215513333	42185.1755	0.476148132563269	742	22.64	25.3
AT4G05180.1	15.7327528901929	22014009.1	23362565.07	20973153.23	25790888.88	21214868.11	16540735.39	28731476.48	24799039.25	27198522.23	14064886.44	19402055.67	22477364.04	28144165.91	21221461.33	29799170.09	15800994.39	20253187.53	17854192.3	22027339.24	25330473.32	20498877.45	17673537.89	23414822.82	17908040.83	23839641.72	19112962.5	17438349.41	17767212.99	16507808.42	18691877.02	21328455.9683333	29799170.09	0.0299149225602885	230	21.33	24.03
AT4G05420.1	20.6526042606031	26488.76046	24493.5038	8150.931067	14072.12396	13259.77557	13585.50111	22502.18574	25635.47366	8202.334443	16736.70408	15944.97259	23233.38486	16412.91309	26563.65942	14397.54431	14868.67498	26035.33076	28587.07085	17614.89767	6975.197513	12912.21681	13503.57727	14590.50708	17162.52948	10948.00721	6557.33311	7305.666787	17912.29307	12612.67412	15366.97269	16421.0905853333	28587.07085	0.120760808532562	1088	23.36	25.88
AT4G05530.1	12.0000600137165	128715.9936	44517.92778	48054.07353	22794.49202	27441.63057	64564.85614	35924.01932	49866.51634	40276.14912	19769.47345	27341.04846	17776.33769	45105.03515	34079.88789	36809.51283	25624.75792	23091.9593	22461.75115	27278.75977	19498.64317	20005.74057	34045.61053	18478.49438	21529.91604	24684.58398	8856.487734	23612.44959	29769.10859	23858.90552	22593.69354	32947.5938558	128715.9936	0.0768164892359163	254	21.75	24.5
AT4G08390.1	14.414334586601	617039.818	518851.5788	348325.0464	431164.4122	418174.6906	366487.3223	722313.8132	409492.9721	440510.1362	314321.6519	634545.6655	547803.4075	333115.647	538890.983	584095.3614	327086.1949	404902.8063	468742.5979	649867.836	388664.0403	292157.6396	293499.1244	425230.6542	346198.8072	327813.689	297797.2874	328365.5588	353876.9882	305625.2345	410109.0933	428169.001936667	722313.8132	0.125293425135497	372	22.19	24.59
AT4G08870.1	2.3738459015019	101439.8174	217282.7834	91592.4695	134652.0761	188923.3966	233028.2221	127882.8916	121229.2074	106379.1658	133805.3638	134081.6485	150485.8179	141183.3006	109344.1373	81788.04141	96592.74752	125274.7598	156299.5031	93567.27187	86761.49313	97188.23677	89126.64596	99978.90899	101258.5967	102701.9251	33897.04833	116308.0223	93090.38569	144333.3387	98620.51057	120269.924464667	233028.2221	0.0102334594430571	344	22.78	24.86
AT4G09000.2	12.0000600137165	2523528.864	2700284.504	2265608.767	2384817.691	2350470.836	2815111.627	3030498.104	2347956.183	2367346.716	1874912.009	2360910.295	2707359.173	2287286.835	2376795.636	2553782.198	2217834.547	2349666.686	2531252.647	2340841.73	2380154.748	2107443.704	1907054.807	2732555.059	2430047.624	2589212.154	2094838.858	2166128.104	2146699.544	2531742.572	2917291.545	2412981.12556667	3030498.104	1.04843219767841e-06	318	23.37	26.09
AT4G09010.1	12.0000741160069	7670312.298	7456743.859	6470048.295	5850440.472	5960224.911	4990683.956	6951990.99	5881591.644	6202207.324	4875864.026	6526378.893	6732764.379	6141903.06	5846275.795	5730574.891	4485574.636	4753635.029	4904787.98	6631794.888	5761405.877	4687550.861	5153534.405	5647553.317	5959932.836	6301004.357	5776519.156	5911536.657	5198322.307	5277076.601	5693679.358	5847730.43526667	7670312.298	0.0129375530161862	349	22.14	24.65
AT4G09040.1	5.3462677272141	444548.3951	338266.343	250817.3606	326481.852	379143.7198	405772.6818	505917.6509	361815.2051	341959.1257	277280.4386	332106.0759	416409.8187	458081.7626	445710.7602	482279.2497	304091.1926	374473.3427	338209.647	553416.5016	415003.1721	359145.5572	388313.8903	344420.3033	491842.4126	318215.0379	259226.7398	351954.1244	282736.809	321415.3305	275612.5227	371488.90078	553416.5016	0.00810285843320155	304	22.67	24.33
AT4G09320.1	12.999941714815	3422490.948	5215008.547	3377714.388	5183692.501	4875421.539	6623600.902	4850267.936	5163637.654	4808055.177	4722636.431	4893345.565	5257928.826	4169772.697	3976655.769	4668694.008	4520357.643	4174776.478	4127228.331	4020600.242	5618613.571	5039265.628	5291158.33	5210768.595	5305041.044	3488626.804	3244653.428	5119271.93	5458381.187	5261756.704	4703690.506	4726437.1103	6623600.902	0.229532156016041	149	24.41	26.84
AT4G09650.1	11.5401227689855	9089964.62	10093487.42	8289512.489	8350249.822	8732759.05	6789017.595	10927254.07	9969059.215	8588015.032	6948563.505	9631935.725	9898227.3	7408108.108	11040407.01	9084927.579	7210118.021	9409296.979	8965115.347	9598263.837	9274077.095	7513744.913	8248572.574	9763307.475	9593464.837	7398663.874	8320608.889	8520221.2	7647089.522	10010955.47	9788200.373	8870106.2982	11040407.01	0.100151945994593	234	21.92	24.7
AT4G09670.1	13.298644246188	70798.57243	110715.304	113004.8355	123756.9055	145243.4692	181625.3982	102910.9706	94059.74063	117131.8299	109284.6352	125925.2019	160098.2855	144725.3376	104250.3081	129031.3511	157097.503	122197.6599	141915.8605	74481.68738	222728.437	154125.6296	142178.7413	240011.2515	198996.5091	165908.0839	218761.4616	194504.3072	162977.968	146961.2005	186149.0313	145385.249238	240011.2515	0.402310992820747	362	23.09	25.61
AT4G10010.1	1.41097556847799	NA	NA	500.5720886	45.27735265	NA	4321.518466	NA	NA	NA	393.7674228	NA	NA	NA	NA	NA	30935.35959	NA	2273.41387	NA	1010.42305	NA	65.2331432	NA	NA	NA	NA	NA	NA	NA	NA	4943.19562290625	30935.35959	0.388280432610212	469	23.45	25.49
AT4G10300.1	1.50816059487479	180432.0841	132661.0776	155957.5422	156801.8393	141493.85	179116.0905	140682.0357	229437.2095	239720.5498	160176.9332	199759.5658	168457.9349	172425.1939	150875.5389	204735.5246	184979.6752	135603.3161	149872.7173	166958.9071	187278.6817	167275.9538	183709.6518	250829.1495	149676.4734	193881.3308	170823.6635	237945.7291	195309.7338	159315.647	147257.4031	176448.366773333	250829.1495	0.176220056831443	134	24.1	26.25
AT4G10340.1	12.0000600137165	86036892.16	76533813.54	64914194.91	68482367.98	70469136.6	72588028.41	77021681.08	79436246.22	69260887.08	59235424.86	63009698.4	73057204.16	55672192.89	58126906.69	58547637.01	58016795.17	55053467.55	68572305.82	63447302.28	69504047.82	53118370.9	60282903.35	76052000.93	67851264.6	75737491.59	62766457.83	60809017.15	66331870.69	66361446.08	73740216.8	67001242.3516667	86036892.16	0.0119883118733307	280	23.28	26.31
AT4G10480.1	16.9581834305204	972231.4382	786728.0843	638937.881	872766.2715	803376.0015	1173308.077	950894.8381	837960.5394	828974.2992	815121.5704	819654.1415	942808.0571	893772.6478	729693.9838	950801.5327	821529.1127	724874.1219	812632.6478	758424.7312	829065.8653	767047.7239	831044.6277	1019524.597	909179.749	824605.9138	618043.6563	758103.3982	777731.8539	925382.235	1097275.009	849716.486873333	1173308.077	0.000161649469107288	212	20.28	22.35
AT4G10840.1	3.2150991422756	46918.70806	56174.9855	47543.64727	56652.17285	59038.34868	56144.97176	62563.71308	54346.2774	68554.39974	43052.36283	56846.28749	62837.31471	69947.63494	57869.59389	69470.25091	45745.08741	47212.24515	43771.14435	53300.59283	46550.11922	48649.61595	50378.09509	57805.27627	47261.64274	32317.7792	30524.09185	34148.41832	40424.85893	52466.61372	51816.95049	51677.7733543333	69947.63494	0.756055360504109	609	21.87	23.91
AT4G11140.1	7.1810002614586	21033.61355	39044.11872	21319.56296	28563.02811	32619.0288	34587.91144	25830.38481	19631.60312	44854.94359	23545.04156	38729.28198	50348.89281	36884.89848	46227.74377	34574.85982	22168.45049	40241.56976	44452.27488	24165.81422	16152.77667	29993.78788	33273.81478	47936.66655	58975.22426	23547.69174	59746.26907	30919.68088	26989.14335	40806.4164	24590.21813	34058.4904193333	59746.26907	0.340825299462206	287	22.77	25.07
AT4G11175.1	18.0500582026776	56934.33825	88578.06012	107447.739	103103.4588	110770.2497	114854.5235	85215.1588	124346.1252	126088.3158	83648.11376	136363.241	145728.5099	75278.84249	68891.92315	122899.3814	94327.24933	87667.80859	136096.7032	97021.374	109418.429	76058.10002	53801.83885	123427.3763	136300.3006	97160.61475	103824.6306	132272.1369	116742.3209	57011.48703	143911.4498	103839.660024667	145728.5099	0.492142143773177	141	23.21	25.58
AT4G11260.1	5.593859425012	121654.1546	160738.1702	167813.2391	187876.3251	163990.1671	247044.0331	159837.4363	165013.7295	215399.1961	205652.3934	192465.7909	234140.2723	193636.4788	199722.427	203986.379	150640.1661	185558.7947	151497.3274	203517.7486	232287.3912	222961.4856	235606.3398	202127.4879	206727.1151	190169.1903	193134.5542	176608.1488	228791.9334	227462.0551	272472.2053	196617.737866667	272472.2053	0.619373064929412	358	22.78	25.04
AT4G11420.1	12.0000600137165	946088.6246	793600.7077	538731.171	712998.1981	752737.5198	864266.7457	839680.0799	675170.0272	734941.6036	654973.0703	709366.0344	823716.8718	711895.2688	688924.1242	680443.7281	582725.4725	664857.6177	739412.0499	623000.9013	771454.5247	630553.8422	658724.7609	805534.1707	812210.659	625475.2858	557519.3195	530264.1311	656330.2053	736643.8639	778348.5849	710019.63882	946088.6246	0.00153956180913686	987	23.06	24.59
AT4G11600.1	18.5063840594866	292715.7503	351982.9066	392176.1351	436369.4555	333239.7854	327914.4631	397526.8822	501551.9397	449855.4361	294717.0377	358512.9739	350367.6929	388213.4856	301409.0451	528658.4611	362760.058	335360.8006	372004.5391	336523.5679	336157.4149	321212.9811	336559.8298	402462.6061	324024.4102	355991.6932	311107.7048	438352.0511	349270.4886	347236.3863	423207.0274	368581.433646667	528658.4611	0.623944908799198	232	23.33	26.53
AT4G11820.2	20.6816631137992	4823.826092	3826.466927	13809.31034	9623.822464	5314.338619	7085.097541	4257.889656	6647.889133	9492.049083	5919.581638	8010.023213	6751.669704	20205.14841	5163.40878	4374.728252	3210.908053	2779.503413	5018.197404	2988.815463	6966.298615	6019.658794	10327.21209	6698.194921	3535.142133	9593.900166	3971.905755	12307.02347	3268.758644	5603.264838	7644.559923	6841.28645113333	20205.14841	0.418331599625538	461	23.73	26.71
AT4G11960.1	12.0000600137165	4144.579392	6196.515523	8375.837659	4423.761897	2753.530399	2840.620757	5284.239194	10101.38149	4160.396246	4382.753379	2937.859816	3469.533822	4409.834617	4048.186754	10039.92491	3562.258919	3774.438708	2225.513914	4375.362878	3132.343868	5689.958948	9861.652293	1427.376498	1240.512016	5411.991629	1623.245189	1291.780836	6781.492789	2547.015758	5483.284868	4533.23949886667	10101.38149	0.0558495907602103	313	23.88	26.82
AT4G12060.1	12.8572865110699	741920.3325	1039441.222	206526.9496	613330.5567	403645.9729	2326817.945	725395.2056	312693.2961	465388.9918	856973.6887	480652.8859	1527942.016	495633.6956	406610.8823	324965.0231	1418346.399	328493.8082	745917.4559	593605.51	698266.8729	438156.6976	198135.3754	1166583.89	2495508.043	491035.9792	319553.3107	325607.008	3109853.225	962971.7995	1233136.297	848437.011173333	3109853.225	0.0328873659496282	241	23.51	26.23
AT4G12420.1	12.999941714815	594556.9049	587417.9537	438971.2883	473794.2628	460326.1572	611230.5774	538990.3795	485541.0443	425114.443	614308.674	447390.5174	471894.9335	421424.623	350430.7554	445232.3391	507550.5073	354319.1594	388489.8722	455457.1838	611280.0921	500940.3077	505531.3031	541853.9227	606147.2638	405814.2022	484224.4739	500549.7459	507485.4446	527438.311	666062.0047	497658.95493	666062.0047	0.783684489153316	587	24.32	27.11
AT4G12450.1	17.1791682973468	3208348.451	2441070.291	2279203.216	2521742.509	2884353.215	4383149.797	3039052.256	3537231.124	2817680.541	2514357.594	3093301.749	3114540.91	2103581.178	2606092.714	3183650.466	2451696.635	2880041.033	2924979.522	2647443.511	2822396.729	2570702.099	2107845.032	3958176.393	2730212.363	2146485.372	2341139.324	2378366.442	3783164.97	3155123.524	3603365.902	2874283.16206667	4383149.797	0.130610883685879	277	22.54	24.41
AT4G12650.1	13.740386175562	258806.9932	228436.1249	245068.641	259149.6874	240186.9221	231475.5824	192277.3672	253275.2189	245137.6734	262778.6222	252098.5881	229786.3389	205837.6104	190037.6541	225584.0612	197074.6239	223369.8898	204278.9688	177095.2386	259908.2904	242915.7924	257817.7336	353307.6638	251232.4802	261424.6861	260872.4068	207899.0845	260256.1447	224804.2076	290388.0896	239752.746206667	353307.6638	0.60427032044657	652	26.22	29.58
AT4G12730.1	12.0000600137165	673741.9535	529625.7151	719994.2683	596256.5441	345293.2136	407526.9334	577542.0594	553939.5462	527998.3989	461158.5572	493213.6041	474552.2963	495234.8263	391979.0497	413754.426	464230.2562	271953.2351	419753.219	342697.2247	402723.966	375990.841	427756.5073	436071.5254	406665.9217	327700.8658	388995.9337	541822.0167	401291.9188	428189.4033	400353.4344	456600.255373333	719994.2683	0.40510887870531	403	22.41	25.55
AT4G12800.1	12.999941714815	6817888.494	6323336.762	6447622.063	5323842.844	5026800.601	5873174.067	9104568.961	7386227.44	5813178.557	7013727.343	5834521.711	6672137.021	5290249.566	7618190.003	6547269.897	6582075.744	5773474.01	8316279.088	6410719.613	10138426.27	8410490.185	7683320.358	9417518.025	9740283.863	6682645.438	8061205.327	7993658.541	9869187.52	10998243.16	10202408.53	7445755.70006667	10998243.16	0.870106311877879	219	23.26	26.41
AT4G12830.1	12.999941714815	15695.07121	15012.25238	15678.11547	11312.41638	14468.22792	28354.38162	15133.94125	18916.3923	19327.17777	16010.866	17113.43887	13142.56712	16163.40614	13372.02634	17845.99347	22176.07595	17461.20551	14541.34971	19541.55797	25216.30712	26889.88185	18659.70214	24130.01162	20150.15698	23889.58877	13302.99882	26426.66873	29000.20014	26085.67556	24286.45229	19310.1369133333	29000.20014	0.752297852037618	393	24.27	26.83
AT4G13010.1	9.65853735646149	157828.7124	234063.3864	183668.3197	221435.1007	280771.637	329478.3021	263568.3743	227084.6942	204510.8019	211300.3563	208136.9373	276747.8149	212393.5693	165579.3767	227718.0118	205200.2944	228884.2689	231820.7808	146443.2861	287834.2403	224869.0336	207573.64	335827.4721	284488.6377	229559.8801	178125.7384	212097.4458	267750.5499	305939.7494	303768.4817	235148.96314	335827.4721	0.00687603291199768	329	22.14	24.94
AT4G13200.1	18.6774382396352	391.8087588	1730.826079	16613.16855	18628.02464	21450.81089	1212.905831	1285.654754	8699.615191	20947.3165	3923.857602	14002.30079	10449.72541	19608.5899	6719.805342	12388.5145	3572.74488	5666.168745	831.1954787	4601.063863	4676.591551	14786.91327	14101.59907	2499.834525	5820.920514	25613.03416	17700.74441	17975.54537	4698.456794	3780.116889	6503.539911	9696.04647228333	25613.03416	0.159842997406483	185	20.74	22.42
AT4G13350.1	15.6147536717955	7537.229922	30946.36375	21764.00051	25638.57279	32453.14401	61194.6268	22984.18907	33199.16113	30472.01832	21506.92115	25974.12473	24850.73464	33563.16446	29870.77082	25379.33849	12661.08595	25152.6886	24348.17902	25252.73461	23658.68302	18786.02457	17437.39069	16928.35344	23200.91251	26244.96935	4448.667996	17919.66593	14621.12395	23092.9898	9253.272602	23678.0367543333	61194.6268	0.454221342908783	602	21.38	22.61
AT4G13430.1	17.9061846145015	13778479.8	15762498.76	10338528.26	13312780.9	15381539.68	18552169.53	15285553.69	16263547.92	16261811.03	10535668.85	18746420.56	16430415.61	14185824.84	14493448.73	17335328.7	9471712.398	13421584.77	14511480.74	17459198.38	11630132.98	14418901.65	12652683.94	17877711.24	15030925.11	19561118.81	14060871.21	14001359.2	14260535.48	12385437.7	15560005.64	14765589.2036	19561118.81	0.0621902531508353	509	22.79	25.13
