Gene	P_expression	S_expression	t	DNDS	DN	DS	ploidy
AT3G56200.1	0	1297.175667	0.1541	0.192	0.0231	0.1203	D
AT3G56230.1	0	687.092	0.1943	0.1203	0.023	0.1912	D
AT3G56270.1	0	210.027	0.3027	0.498	0.0801	0.1608	D
AT3G56310.2	515.82	2979.04	0.1179	0.1012	0.013	0.129	both
AT3G56400.1	0	3989.74	0.1839	0.3336	0.0436	0.1308	D
AT3G56410.2	0	639.094	0.2026	0.5018	0.0554	0.1103	D
AT3G56440.1	817.61	0	0.1118	0.1012	0.0116	0.1145	H
AT3G56460.1	1497.77	2206.915	0.0931	0.0961	0.0083	0.0864	both
AT3G56480.1	0	516.3783333	0.1265	0.0823	0.0117	0.1417	D
AT3G56510.2	0	732.0393333	0.1237	0.1163	0.0165	0.1419	D
AT3G56590.2	0	556.862	0.3592	0.3879	0.0862	0.2221	D
AT3G56620.1	378.44	903.797	0.1642	0.1937	0.025	0.1291	both
AT3G56630.1	93.35	513.2689444	0.1808	0.1457	0.0233	0.1597	both
AT3G56680.1	3436.89	1124.96	0.1719	0.3174	0.0381	0.1202	both
AT3G56690.1	0	557.3383333	0.1514	0.2756	0.0302	0.1097	D
AT3G56710.1	48.68	1381.02	0.1739	0.2789	0.0354	0.127	both
AT3G56720.3	1327.74	788.5346667	0.5005	0.4155	0.1285	0.3093	both
AT3G56750.1	0	287.078	0.1178	0.0727	0.0098	0.1342	D
AT3G56760.1	0	557.203	0.1069	0.0454	0.0061	0.1335	D
AT3G56820.1	1226.15	552.3566667	0.18	0.2061	0.0312	0.1513	both
AT3G56830.3	312.32	221.171	0.1508	0.1814	0.0227	0.125	both
AT3G56860.5	984.65	1131.133333	0.1872	0.1546	0.0264	0.1706	both
AT3G56870.1	1543.08	0	0.2338	0.4153	0.0599	0.1442	H
AT3G56880.1	424.55	3924.433333	0.1638	0.1308	0.0187	0.1431	both
AT3G56900.1	1079.99	350.957125	0.0923	0.1167	0.0102	0.0877	both
AT3G56930.2	694.54	1169.38	0.1004	0.0574	0.0072	0.126	both
AT3G56940.2	329.08	9882.023333	0.1371	0.0832	0.0129	0.1547	both
AT3G56980.1	0	333.1365091	0.1484	0.3494	0.034	0.0972	D
AT3G56990.1	423.3	306.4316667	0.1565	0.3244	0.035	0.108	both
AT3G57000.1	1326.22	523.871375	0.1719	0.5762	0.0482	0.0837	both
AT3G57040.1	0	1055.436667	0.1704	0.4729	0.045	0.0952	D
AT3G57050.3	1036.75	1715.193333	0.1519	0.0845	0.0138	0.1631	both
AT3G57060.2	375.72	0	0.1334	0.1983	0.0215	0.1084	H
AT3G57070.1	0	1154.840667	0.1428	0.105	0.0145	0.1381	D
AT3G57120.1	0	299.7	0.1729	0.1105	0.0177	0.1601	D
AT3G57150.1	2589.74	1957.38	0.1032	0.0959	0.0115	0.1199	both
AT3G57170.1	724.67	805.8573333	0.1579	0.3216	0.0333	0.1036	both
AT3G57190.1	0	365.7621944	0.1906	0.1817	0.0307	0.169	D
AT3G57240.1	0	779.3125	0.199	0.1434	0.0261	0.182	D
AT3G57260.1	0	2320.59	0.2283	0.2431	0.0412	0.1693	D
AT3G57280.1	1504.32	1679.843333	0.1735	0.2507	0.033	0.1315	both
AT3G57290.1	2320.6	1660.15375	0.1158	0.0788	0.0108	0.1367	both
AT3G57330.1	2735.02	2089.66	0.1255	0.1195	0.014	0.1171	both
AT3G57340.2	960.45	1346.246667	0.1257	0.0969	0.0132	0.1358	both
AT3G57360.1	335.07	321.9131818	0.1595	0.2424	0.0294	0.1211	both
AT3G57380.1	0	637.4456667	0.2421	0.2243	0.0441	0.1964	D
AT3G57390.2	5935.76	280.974	0.1243	0.3076	0.0274	0.089	both
AT3G57410.1	237.58	952.1556667	0.1095	0.1201	0.0127	0.1058	both
AT3G57430.1	0	112.998	0.2125	0.174	0.0325	0.1866	D
AT3G57480.1	4221.17	537.101	0.133	0.0575	0.0101	0.1758	both
AT3G57540.1	0	1042.141333	0.1648	0.1316	0.0203	0.1543	D
AT3G57550.2	3596.69	868.289	0.1003	0.0896	0.0095	0.1058	both
AT3G57560.1	834.34	936.5556667	0.1768	0.0776	0.0137	0.1759	both
AT3G57570.2	0	463.0606667	0.1806	0.4713	0.0465	0.0987	D
AT3G57610.1	1481	1912.98	0.1416	0.0762	0.0119	0.1562	both
AT3G57630.2	756.45	1010.833	0.1374	0.1361	0.0184	0.1355	both
AT3G57660.1	389.82	416.1173333	0.1309	0.2848	0.0273	0.0959	both
AT3G57670.1	0	265.576	0.1389	0.0584	0.01	0.1719	D
AT3G57680.1	583.66	307.74	0.1715	0.2846	0.0343	0.1205	both
AT3G57750.2	0	605.9803333	0.1089	0.1221	0.0141	0.1156	D
AT3G57780.1	202.43	655.624	0.2375	0.3334	0.054	0.162	both
AT3G57790.1	519.75	783.9376667	0.3034	0.2291	0.0545	0.2377	both
AT3G57810.3	470.21	344.8409444	0.2055	0.224	0.0375	0.1675	both
AT3G57860.1	292.65	259.4929091	0.2243	0.3666	0.052	0.1418	both
AT3G57870.1	2574.02	3148.14	0.0937	0.001	1e-04	0.1331	both
AT3G57880.1	1598.91	1324.686875	0.1093	0.0299	0.004	0.1352	both
AT3G57890.2	886.01	868.913	0.0949	0.1009	0.0091	0.0899	both
AT3G57940.2	612.25	0	0.0942	0.1184	0.011	0.0929	H
AT3G57990.1	407.98	639.6416667	0.1414	0.1321	0.0163	0.1236	both
AT3G58010.1	261.68	649.4895	0.1582	0.3049	0.0331	0.1085	both
AT3G58050.1	820.71	724.9156667	0.1915	0.2918	0.0411	0.1407	both
AT3G58090.1	219.37	138.136	0.6115	0.4691	0.159	0.339	both
AT3G58120.1	872	561.4583333	0.1528	0.0666	0.011	0.1647	both
AT3G58200.1	449.56	247.31075	0.161	0.334	0.036	0.1078	both
AT3G58210.1	77.78	0	0.25	0.4898	0.0663	0.1353	H
AT3G58290.3	2969.83	0	0.1398	0.8322	0.0446	0.0535	H
AT3G58330.1	1296.04	0	0.3903	0.4374	0.1042	0.2382	H
AT3G58460.2	663.83	763.466	0.1578	0.2179	0.0262	0.1203	both
AT3G58510.3	1738.63	763.783	0.1346	0.2198	0.023	0.1046	both
AT3G58520.2	257.34	0	0.1045	0.1187	0.0116	0.098	H
AT3G58530.1	506.53	493.005	0.1504	0.2385	0.0271	0.1135	both
AT3G58570.1	1781.62	1345.493333	0.0695	0.1291	0.0086	0.0664	both
AT3G58600.1	762.79	1109.2265	0.1368	0.098	0.0146	0.149	both
AT3G58610.3	4080.42	5136.82	0.1032	0.0327	0.0039	0.1181	both
AT3G58620.1	0	488.03	0.1939	0.1686	0.0271	0.1609	D
AT3G58630.1	0	221.2836667	0.1559	0.1318	0.0196	0.1486	D
AT3G58660.1	562.71	468.52	0.2135	0.2509	0.0462	0.1842	both
AT3G58670.3	421.42	596.137	0.0751	0.1358	0.0094	0.0691	both
AT3G58690.1	316.07	488.919	0.1394	0.0809	0.0116	0.1428	both
AT3G58710.2	0	1644.29	0.1585	0.0383	0.0068	0.1762	D
AT3G58750.1	3159.64	901.0873333	0.092	0.0353	0.0036	0.1025	both
AT3G58800.1	3174.17	129.7543333	0.2557	0.1849	0.0414	0.2239	both
AT3G58810.2	295.81	870.6330909	0.133	0.1482	0.0176	0.1188	both
AT3G58830.1	1811.66	527.2803889	0.1244	0.1131	0.0128	0.113	both
AT3G59020.2	478.84	2501.126667	0.0975	0.1863	0.0151	0.081	both
AT3G59070.1	280.12	0	0.2924	0.3947	0.0683	0.1729	H
AT3G59090.3	1303.39	903.2546667	0.1751	0.2334	0.0313	0.1341	both
AT3G59110.1	0	1146.567667	0.1166	0.1119	0.0126	0.1128	D
AT3G59220.1	0	768.4283636	0.2067	0.1416	0.0268	0.1895	D
AT3G59290.1	5105.5	0	0.116	0.3415	0.0258	0.0757	H
AT3G59300.1	1190.54	813.823	0.1168	0.0825	0.0109	0.1318	both
AT3G59350.3	7310.78	822.514	0.135	0.0275	0.0045	0.1627	both
AT3G59360.2	1306.76	463.7333333	0.1008	0.0792	0.008	0.1012	both
AT3G59390.2	409.02	338.668	0.1184	0.1678	0.018	0.1071	both
AT3G59410.2	886.43	709.544	0.0746	0.1674	0.0114	0.0681	both
AT3G59430.3	124.12	188.493	0.1734	0.277	0.0352	0.1273	both
AT3G59480.1	4575.54	0	0.1607	0.0637	0.0102	0.1596	H
AT3G59490.2	0	398.9436667	0.1941	0.2557	0.0366	0.143	D
AT3G59550.1	3394.06	0	0.1811	0.4095	0.0453	0.1105	H
AT3G59630.1	0	228.6103333	0.1199	0.1612	0.0169	0.1049	D
AT3G59640.2	1481.4	625.8986667	0.1768	0.427	0.0441	0.1032	both
AT3G59660.1	3272.03	978.3503333	0.1664	0.2139	0.0297	0.1389	both
AT3G59670.1	339.32	351.948	0.1499	0.2059	0.027	0.131	both
AT3G59690.1	0	1382.46	0.1373	0.2927	0.0278	0.0951	D
AT3G59710.1	0	555.94	0.207	0.3153	0.0442	0.1402	D
AT3G59760.3	949.7	1098.43	0.249	0.3575	0.0578	0.1617	both
AT3G59800.1	526.63	322.621	0.0822	0.0869	0.009	0.1033	both
AT3G59820.2	4627.79	402.069125	0.1638	0.3155	0.0361	0.1143	both
AT3G59870.1	374.31	518.2663333	24.2158	16.3907	9.8505	0.601	both
AT3G59910.1	1482.19	1592.97	0.1417	0.1155	0.0156	0.1351	both
AT3G59920.1	2865.68	3183.66	0.0772	0.0561	0.005	0.0893	both
AT3G59940.1	980.72	4570.423333	0.1985	0.1861	0.031	0.1665	both
AT3G59950.3	490.85	624.1883333	0.1181	0.212	0.0198	0.0935	both
AT3G59990.4	1316.06	1437.72	0.1189	0.0911	0.012	0.1322	both
AT3G60070.1	741.53	1267.003333	0.1156	0.0327	0.0041	0.1252	both
AT3G60100.1	1930.15	0	0.1261	0.1627	0.0179	0.1102	H
AT3G60130.3	972.99	1221.056667	0.1898	0.1979	0.0314	0.1586	both
AT3G60140.1	270.85	753.1803636	0.194	0.1371	0.0271	0.1973	both
AT3G60180.2	825.56	833.963	0.196	0.1313	0.0274	0.209	both
AT3G60190.1	0	1541.305	0.0928	0.0445	0.0045	0.1005	D
AT3G60200.1	1182.25	247.96	0.2062	0.2	0.0333	0.1664	both
AT3G60220.1	0	170.94	0.207	0.2018	0.0343	0.17	D
AT3G60250.2	1241.85	1261.033333	0.1218	0.0856	0.0124	0.1446	both
AT3G60260.4	1846.54	490.2096667	0.1291	0.0945	0.012	0.1272	both
AT3G60280.1	0	845.5553333	0.2954	0.3716	0.0635	0.1709	D
AT3G60290.1	0	310.2476667	0.2875	0.2781	0.0584	0.21	D
AT3G60310.1	0	292.2356667	0.2001	0.4507	0.0507	0.1125	D
AT3G60320.1	0	2024.676667	0.1497	0.1333	0.0189	0.1415	D
AT3G60340.2	2457.66	1424.91	0.1313	0.1644	0.0192	0.1167	both
AT3G60360.1	777.12	404.0215	0.154	0.1402	0.0227	0.162	both
AT3G60370.1	0	649.05	0.1067	0.1255	0.013	0.1034	D
AT3G60410.3	0	300.7066667	0.1417	0.1964	0.0231	0.1174	D
AT3G60440.1	401.09	522.5346667	0.2105	0.1949	0.0351	0.1802	both
AT3G60450.1	1409.42	2117.736667	0.1126	0.0859	0.0111	0.1293	both
AT3G60510.3	503.65	269.033	0.08	0.1722	0.0123	0.0713	both
AT3G60530.1	0	789.978	0.1382	0.1083	0.0126	0.1167	D
AT3G60550.1	0	776.2296667	0.1361	0.1344	0.0166	0.1238	D
AT3G60570.1	5808.4	133.1526667	0.1581	0.1426	0.0214	0.1499	both
AT3G60630.1	402.92	762.096	0.1237	0.1852	0.0186	0.1007	both
AT3G60660.1	0	182.9363333	0.1305	0.0858	0.0117	0.1361	D
AT3G60690.1	0	1837.33	0.23	0.2301	0.0403	0.1752	D
AT3G60720.1	0	355.7156667	0.102	0.0445	0.0051	0.1137	D
AT3G60750.2	1531.29	7959.746667	0.0811	0.0597	0.0054	0.091	both
AT3G60780.1	3685.56	0	0.1755	0.2898	0.0341	0.1178	H
AT3G60810.2	0	685.618	0.1372	0.1109	0.0164	0.1474	D
AT3G60830.1	525.69	418.8243333	0.1087	0.0528	0.0063	0.119	both
AT3G60850.1	891.73	557.2843333	0.1369	0.1923	0.0233	0.1211	both
AT3G60860.1	968.75	1149.556667	0.1065	0.189	0.0167	0.0885	both
AT3G60880.2	626.63	565.4263333	0.1758	0.0951	0.0181	0.1902	both
AT3G60910.1	683.93	530.5905278	0.0551	0.2599	0.0106	0.041	both
AT3G61060.2	1024.9	3664.87	0.1456	0.2109	0.0259	0.1228	both
AT3G61070.3	2695.38	1354.04	0.1036	0.0909	0.0098	0.108	both
AT3G61080.1	512.7	918.3891111	0.1391	0.1532	0.0212	0.1384	both
AT3G61120.1	42.22	269.741	0.1593	0.2056	0.0299	0.1456	both
AT3G61130.1	1136.36	781.2003333	0.1137	0.1126	0.0123	0.1092	both
AT3G61140.1	1534.32	430.0326667	0.1413	0.2104	0.0252	0.1197	both
AT3G61150.1	0	470.3316667	0.1875	0.0974	0.0189	0.1937	D
AT3G61160.2	14365.77	1608.463333	0.091	0.0853	0.0089	0.1044	both
AT3G61170.1	319.31	268.2103333	0.1369	0.226	0.0265	0.1174	both
AT3G61180.1	1329.66	1021.97	0.1711	0.1124	0.02	0.1779	both
AT3G61190.2	0	721.1993333	0.2903	0.2223	0.0556	0.2501	D
AT3G61200.1	5906.87	2375.28	0.1928	0.6082	0.0549	0.0902	both
AT3G61210.1	0	1610.5	0.1455	0.2773	0.0286	0.103	D
AT3G61220.2	0	1420.41	0.1172	0.1853	0.0194	0.1045	D
AT3G61230.1	5500.39	0	0.1392	0.1986	0.023	0.1159	H
AT3G61240.2	593.73	763.3836667	0.1302	0.048	0.0079	0.1651	both
AT3G61260.1	6885.41	4801.85	0.2033	0.3098	0.0411	0.1327	both
AT3G61300.1	242.59	592.0833333	0.1584	0.1872	0.0253	0.1351	both
AT3G61310.1	708.32	683.7506667	0.1131	0.2037	0.0186	0.0911	both
AT3G61350.1	106.24	266.891	0.2107	0.4169	0.0535	0.1282	both
AT3G61380.1	457.74	1632.553333	0.1934	0.5235	0.053	0.1012	both
AT3G61410.1	0	347.1913333	0.1591	0.2408	0.0303	0.1259	D
AT3G61430.2	0	9895.206667	0.1389	0.0114	0.0017	0.1478	D
AT3G61440.3	1376.8	8675.286667	0.152	0.054	0.0087	0.1618	both
AT3G61450.2	1827.13	0	0.3067	0.3453	0.0716	0.2073	H
AT3G61460.1	0	4732.27	0.0587	0.001	1e-04	0.0593	D
AT3G61490.3	110.08	886.984	0.0863	0.0421	0.0046	0.1089	both
AT3G61530.2	646.05	332.238625	0.1198	0.1289	0.0135	0.1046	both
AT3G61540.1	0	736.864	0.1794	0.1519	0.0248	0.1634	D
AT3G61590.2	1897.12	496.8853333	0.1511	0.0764	0.0129	0.1691	both
AT3G61600.2	537.93	1657.076667	0.0989	0.0328	0.0039	0.1196	both
AT3G61610.1	328.36	260.23	0.1641	0.1434	0.0233	0.1621	both
AT3G61620.2	1477.05	560.8583333	0.0733	0.0208	0.0019	0.0898	both
AT3G61630.1	0	1086.387	0.1822	0.4261	0.0448	0.1051	D
AT3G61690.1	1186.27	502.3866667	0.1198	0.1607	0.0183	0.114	both
AT3G61710.3	1503.25	1627.363333	0.1459	0.1569	0.0218	0.1392	both
AT3G61760.1	1169.82	359.6176667	0.063	0.0478	0.0036	0.0754	both
AT3G61780.1	0	349.6783333	0.1911	0.4352	0.0494	0.1134	D
AT3G61790.1	571.86	798.7563333	0.1164	0.0742	0.0107	0.1437	both
AT3G61800.1	739.42	287.081	0.1649	0.2948	0.0356	0.1206	both
AT3G61820.1	0	2018.626667	0.1615	0.0985	0.0149	0.1508	D
AT3G61830.1	0	561.292	0.1213	0.1534	0.0178	0.1161	D
AT3G61840.1	257.97	151.7525	0.3321	0.4	0.0819	0.2047	both
AT3G61850.4	0	403.5852727	0.0846	0.1465	0.0109	0.0744	D
AT3G61860.1	3851.38	2343.72	0.1292	0.1002	0.0135	0.1351	both
AT3G61870.2	168.63	2930.109556	0.1315	0.1072	0.0125	0.1164	both
AT3G61890.1	0	2318.343333	0.1349	0.1428	0.0212	0.1484	D
AT3G61970.1	0	387.65	0.0952	0.1223	0.0118	0.0961	D
AT3G61990.1	0	2471.286667	0.186	0.1804	0.0284	0.1577	D
AT3G62000.2	0	322.6686667	0.2085	0.3299	0.0462	0.1399	D
AT3G62010.2	1556.08	1251.76	0.0683	0.0856	0.0064	0.0745	both
AT3G62020.2	0	2998.58	0.1499	0.1371	0.0176	0.1285	D
AT3G62060.1	0	585.101	0.1438	0.156	0.0199	0.1272	D
AT3G62080.2	560.73	246.383	0.1162	0.4479	0.0295	0.0659	both
AT3G62100.1	0	244.1055	0.0647	0.1147	0.0076	0.0659	D
AT3G62110.1	763.68	963.736	0.1191	0.0824	0.0112	0.1356	both
AT3G62130.1	291.49	1281.583333	0.1202	0.1114	0.0144	0.1289	both
AT3G62170.1	14616.64	0	0.1051	0.1299	0.0127	0.0979	H
AT3G62220.1	0	413.0196667	0.1497	0.0737	0.0124	0.1684	D
AT3G62260.2	1227.98	622.535	0.1832	0.1619	0.0255	0.1576	both
AT3G62270.1	0	1443.491182	0.084	0.0876	0.0072	0.0823	D
AT3G62280.1	0	328.2013333	0.1675	0.1603	0.0232	0.1448	D
AT3G62290.3	4057.34	13426.5	0.4271	0.001	6e-04	0.6343	both
AT3G62310.1	1284.54	886.4036667	0.0897	0.0465	0.0053	0.1147	both
AT3G62360.1	1743.39	911.2463333	0.1113	0.1607	0.0159	0.0989	both
AT3G62390.1	418.19	401.3203333	0.1315	0.1765	0.0202	0.1142	both
AT3G62550.1	0	7397.976667	0.1414	0.2526	0.026	0.103	D
AT3G62580.1	1198.59	1910.075	0.1664	0.2172	0.0294	0.1355	both
AT3G62590.1	1152.02	499.3683333	0.1698	0.2165	0.0303	0.1399	both
AT3G62650.2	0	4541.066667	0.1589	0.0831	0.0168	0.2017	D
AT3G62660.1	6942.42	1342.35	0.1125	0.0532	0.0065	0.1215	both
AT3G62710.1	14516.37	0	0.1771	0.4767	0.0454	0.0952	H
AT3G62770.3	622.27	620.2636667	0.1106	0.0638	0.0082	0.1291	both
AT3G62780.1	0	570.981	0.1469	0.4825	0.0376	0.078	D
AT3G62800.3	2556.62	989.6866667	0.269	0.3727	0.0649	0.1741	both
AT3G62870.1	5883.65	5607.4	0.1148	0.0445	0.0068	0.1516	both
AT3G62940.3	2156.91	704.65675	0.2051	0.1999	0.0348	0.1742	both
AT3G63000.1	1448.39	1668.696667	0.1376	0.1117	0.0159	0.1421	both
AT3G63010.1	0	736.3006667	0.1822	0.0672	0.0163	0.243	D
AT3G63020.2	1126	0	0.2136	0.3076	0.0458	0.1488	H
AT3G63070.1	942.01	643.649	0.1866	0.3285	0.0422	0.1284	both
AT3G63080.1	1048	1407.366667	0.1896	0.0981	0.0204	0.208	both
AT3G63090.1	0	271.9223333	0.2191	0.1725	0.0363	0.2104	D
AT3G63120.1	145.38	903.7513333	0.2231	0.1245	0.0282	0.2264	both
AT3G63140.1	834.61	3889.640028	0.1696	0.0974	0.0163	0.1671	both
AT3G63150.1	1227.95	849.2303333	0.1288	0.1711	0.0187	0.1091	both
AT3G63170.1	1043.73	727.42	0.1736	0.1482	0.0232	0.1563	both
AT3G63180.2	0	436.186	0.1956	0.5413	0.0535	0.0988	D
AT3G63210.1	0	2466.666667	0.2478	0.1468	0.0365	0.2489	D
AT3G63240.1	0	203.2496667	0.1203	0.168	0.0187	0.1115	D
AT3G63250.2	1290.38	887.804	0.1187	0.2642	0.0229	0.0865	both
AT3G63260.2	786.25	1488.69	0.1152	0.1471	0.0159	0.1082	both
AT3G63290.2	304.33	501.8243333	0.2396	0.3293	0.0535	0.1624	both
AT3G63300.2	0	265.0826667	0.1295	0.1332	0.0152	0.1139	D
AT3G63310.1	1218.95	1837.973333	0.1199	0.0508	0.0087	0.1711	both
AT3G63380.1	0	373.7083636	0.0862	0.1197	0.0095	0.0791	D
AT3G63390.1	1955.95	754.287	0.2185	0.2304	0.04	0.1734	both
AT3G63400.3	992.05	695.515125	0.1641	0.3535	0.0377	0.1066	both
AT3G63470.1	1482.76	336.663	0.1027	0.0707	0.0081	0.1141	both
AT3G63500.2	900	1635.663333	0.154	0.3578	0.0365	0.1021	both
AT3G63510.2	0	321.5946667	0.099	0.1473	0.0127	0.0861	D
AT3G63520.1	783.8	2702.643889	0.1237	0.16	0.0176	0.1097	both
AT3G66652.2	288.16	72.99683333	0.2137	0.4626	0.0577	0.1248	both
AT3G66658.2	771.72	391.9166667	0.0889	0.0344	0.0037	0.1079	both
AT4G00030.1	0	581.7903333	0.2003	0.473	0.0523	0.1106	D
AT4G00040.1	0	1025.428333	0.1354	0.1484	0.0187	0.1263	D
AT4G00080.1	0	757.2603333	0.1437	0.1156	0.0158	0.1366	D
AT4G00150.1	0	575.911	0.1329	0.16	0.0184	0.1148	D
AT4G00170.1	1028.56	562.1506667	0.1944	0.0688	0.0162	0.2359	both
AT4G00180.2	0	516.19	0.1453	0.2019	0.0242	0.12	D
AT4G00200.1	0	470.3903333	0.2743	0.3691	0.0627	0.17	D
AT4G00230.1	1328.16	578.6385	0.1561	0.1513	0.0203	0.1341	both
AT4G00231.1	485.49	325.6176667	0.2283	0.1393	0.0287	0.2062	both
AT4G00240.1	5305.2	0	0.1733	0.1635	0.0265	0.1624	H
AT4G00300.2	3599.84	1855.593333	0.2064	0.1759	0.0316	0.1798	both
AT4G00335.3	0	889.8033333	0.1548	0.2838	0.0327	0.1152	D
AT4G00340.1	0	328.972	0.1908	0.132	0.0236	0.1787	D
AT4G00350.1	5845.86	0	0.1922	0.063	0.0121	0.1927	H
AT4G00355.4	0	1647.136667	0.2653	0.3109	0.0588	0.1892	D
AT4G00400.1	0	483.416	0.1526	0.1405	0.0194	0.138	D
AT4G00440.3	736.57	619.4045	0.1243	0.2056	0.0214	0.104	both
AT4G00460.2	0	147.692	0.101	0.0844	0.0099	0.1175	D
AT4G00480.2	0	193.8313333	0.1888	0.2072	0.0331	0.1597	D
AT4G00490.1	316.53	795.4991389	0.1266	0.1094	0.0146	0.1332	both
AT4G00550.1	1228.2	620.8653333	0.1917	0.1642	0.0289	0.176	both
AT4G00590.2	0	549.482	0.2002	0.2612	0.0376	0.1439	D
AT4G00660.2	1733.21	929.893	0.1256	0.0756	0.0106	0.1405	both
AT4G00700.1	0	905.625	0.1792	0.2009	0.0287	0.1429	D
AT4G00710.1	0	876.863	0.1021	0.1117	0.0118	0.1056	D
AT4G00720.1	4040.22	1551.02	0.1	0.0834	0.0086	0.1035	both
AT4G00740.1	379.61	917.219	0.0873	0.0456	0.0045	0.0992	both
AT4G00750.1	0	384.60875	0.1566	0.2026	0.025	0.1234	D
AT4G00780.1	0	3444.893333	0.214	0.6243	0.0617	0.0988	D
AT4G00830.4	934.39	1501.18	0.1153	0.1076	0.0145	0.1343	both
AT4G00850.1	481.35	309.8485	0.2545	0.5307	0.0702	0.1322	both
AT4G00895.1	0	1487.806444	0.1751	0.5625	0.0481	0.0856	D
AT4G00900.1	732.86	651.632	0.1606	0.0633	0.0112	0.177	both
AT4G00940.1	0	1756.49	0.125	0.2225	0.0239	0.1073	D
AT4G00990.1	0	724.542	0.208	0.5075	0.0571	0.1125	D
AT4G01010.1	0	234.788	0.164	0.1592	0.0234	0.147	D
AT4G01040.1	2988.51	875.5923333	0.2555	0.2924	0.0519	0.1775	both
AT4G01070.2	988.35	6733.53	0.1523	0.1367	0.0179	0.1308	both
AT4G01080.1	602.88	1509.548028	0.1732	0.2033	0.0286	0.1406	both
AT4G01090.1	0	671.553	0.2094	0.1538	0.0325	0.2115	D
AT4G01100.2	4407.68	1806.266667	0.1248	0.2236	0.0223	0.0995	both
AT4G01110.1	0	149.6133333	0.198	0.1069	0.02	0.1875	D
AT4G01140.1	453.87	388.0863333	0.177	0.5433	0.0483	0.089	both
AT4G01250.1	72.54	469.353	0.1272	0.1929	0.0201	0.1043	both
AT4G01270.1	1068.7	179.6575	0.194	0.2896	0.0411	0.1419	both
AT4G01290.2	1510.51	3824.793333	0.1236	0.3944	0.0297	0.0752	both
AT4G01310.1	279.69	3234.68	0.1522	0.0633	0.0105	0.1654	both
AT4G01400.3	1235.85	706.1315	0.1735	0.173	0.0258	0.1491	both
AT4G01430.2	0	3866.226667	0.1444	0.1764	0.0214	0.1212	D
AT4G01440.1	0	1893.456667	0.1806	0.19	0.0284	0.1492	D
AT4G01450.3	0	1830.743333	0.1588	0.2019	0.0258	0.1277	D
AT4G01480.1	3749.78	5195.22	0.1204	0.0238	0.004	0.168	both
AT4G01510.1	183.91	185.4072194	0.1885	0.2536	0.0351	0.1384	both
AT4G01550.2	249.27	373.3806667	0.4568	0.2271	0.0951	0.4186	both
AT4G01570.1	108.5	155.431	0.1964	0.1292	0.0255	0.1973	both
AT4G01610.2	0	5274.663333	0.1052	0.2082	0.0186	0.0891	D
AT4G01650.2	0	380.5506667	0.2749	0.1598	0.0392	0.2455	D
AT4G01660.1	2583.99	809.812	0.1695	0.1921	0.0267	0.1392	both
AT4G01680.3	0	977.5156667	0.0972	0.0873	0.0092	0.1057	D
AT4G01720.1	0	311.07	0.2193	0.2138	0.0385	0.1802	D
AT4G01800.2	432.52	994.8429722	0.1135	0.0653	0.0081	0.1246	both
AT4G01810.1	756.5	595.0483333	0.1079	0.0666	0.0077	0.1161	both
AT4G01840.1	0	682.4706667	0.2242	0.2157	0.0397	0.184	D
AT4G01860.2	292.42	239.747	0.1638	0.2832	0.034	0.1202	both
AT4G01870.1	0	1837.661	0.2441	0.1447	0.0322	0.2226	D
AT4G01880.1	325.3	279.1116667	0.2066	0.1536	0.0311	0.2028	both
AT4G01900.1	1317.1	856.8905278	0.2139	0.1402	0.0284	0.2029	both
AT4G01960.1	3520.12	1179.75	0.1474	0.082	0.0145	0.1763	both
AT4G01970.1	0	200.3753333	0.1769	0.2609	0.0343	0.1316	D
AT4G01990.1	594.3	252.904	0.2424	0.1822	0.0395	0.2165	both
AT4G02050.1	1383.79	837.327	0.1706	0.0424	0.0075	0.1757	both
AT4G02060.2	5133.12	333.548	0.1107	0.0705	0.0087	0.1236	both
AT4G02075.1	0	363.5873333	0.1678	0.2559	0.0345	0.1349	D
AT4G02090.1	0	1623.843333	0.2041	0.1322	0.0252	0.1904	D
AT4G02130.3	0	927.1156667	0.1291	0.1462	0.0172	0.1176	D
AT4G02150.1	2903.49	644.6393333	0.1553	0.1298	0.0197	0.1514	both
AT4G02160.1	1129.27	131.051	0.1898	0.194	0.0358	0.1847	both
AT4G02195.1	1622.24	262.4233333	0.1366	0.058	0.0095	0.1639	both
AT4G02200.3	788	1004.129	0.1725	0.4507	0.0439	0.0974	both
AT4G02230.1	2152.01	3457.25125	0.1329	0.01	0.002	0.2038	both
AT4G02260.3	0	693.3356944	0.1113	0.1532	0.0152	0.0994	D
AT4G02270.1	0	8718.58	0.1638	0.3412	0.0365	0.1069	D
AT4G02280.1	0	1709.483333	0.2108	0.2704	0.0418	0.1545	D
AT4G02290.1	0	988.11	0.1317	0.0643	0.0098	0.1527	D
AT4G02330.1	0	898.2856667	0.1502	0.0584	0.0096	0.1653	D
AT4G02340.1	628.59	1003.958	0.1255	0.1264	0.0144	0.1138	both
AT4G02350.1	167.89	699.9113333	0.1296	0.0724	0.01	0.1388	both
AT4G02370.1	956.49	2449.87	0.1685	0.3014	0.0363	0.1203	both
AT4G02400.1	953.45	261.196875	0.1844	0.173	0.0299	0.1727	both
AT4G02410.1	0	654.3226667	0.2041	0.1506	0.0284	0.1884	D
AT4G02420.1	1575.37	409.5668333	0.2813	0.2435	0.0511	0.2097	both
