Gene.ID	AFFY.ATH1	Protein.ID	Transcript.ID
AT3G27910		AT3G27910.1	AT3G27910.1
AT5G54090	248189_at	AT5G54090.1	AT5G54090.1
AT2G21230	263414_at	AT2G21230.2	AT2G21230.2
AT2G21230	263414_at	AT2G21230.3	AT2G21230.3
AT2G21230	263414_at	AT2G21230.1	AT2G21230.1
AT2G21230	263414_at	AT2G21230.4	AT2G21230.4
AT5G41130		AT5G41130.2	AT5G41130.2
AT5G41130		AT5G41130.3	AT5G41130.3
AT5G41130		AT5G41130.1	AT5G41130.1
AT5G06050	250761_at	AT5G06050.1	AT5G06050.1
AT3G62020	251297_at	AT3G62020.2	AT3G62020.2
AT3G62020	251297_at	AT3G62020.1	AT3G62020.1
AT2G04540	263863_at	AT2G04540.1	AT2G04540.1
AT3G51720	252077_at	AT3G51720.1	AT3G51720.1
AT3G44020	252688_at	AT3G44020.1	AT3G44020.1
AT5G10140	250476_at	AT5G10140.1	AT5G10140.1
AT5G10140	250476_at	AT5G10140.2	AT5G10140.2
AT5G10140	250476_at	AT5G10140.4	AT5G10140.4
AT5G10140	250476_at	AT5G10140.3	AT5G10140.3
AT3G21660	258177_at	AT3G21660.1	AT3G21660.1
AT3G21660	258177_at	AT3G21660.2	AT3G21660.2
AT5G13250		AT5G13250.1	AT5G13250.1
AT5G13250		AT5G13250.2	AT5G13250.2
AT4G02540	255484_at	AT4G02540.2	AT4G02540.2
AT4G02540	255484_at	AT4G02540.1	AT4G02540.1
AT1G04870	261130_at	AT1G04870.1	AT1G04870.1
AT1G04870	261130_at	AT1G04870.2	AT1G04870.2
AT4G33800	253299_at	AT4G33800.1	AT4G33800.1
AT4G33800	253299_at	AT4G33800.2	AT4G33800.2
AT3G56440	251686_at	AT3G56440.1	AT3G56440.1
AT3G56440	251686_at	AT3G56440.2	AT3G56440.2
AT3G56440	251686_at	AT3G56440.3	AT3G56440.3
AT3G48209		AT3G48209.1	AT3G48209.1
AT4G20360	254480_at	AT4G20360.2	AT4G20360.2
AT4G20360	254480_at	AT4G20360.1	AT4G20360.1
AT4G35550	253131_at	AT4G35550.1	AT4G35550.1
AT3G57465		AT3G57465.1	AT3G57465.1
AT1G36078		AT1G36078.1	AT1G36078.1
AT1G51740	256182_at	AT1G51740.1	AT1G51740.1
AT1G51740	256182_at	AT1G51740.2	AT1G51740.2
AT1G54230	262993_at	AT1G54230.1	AT1G54230.1
AT1G44750	261322_at	AT1G44750.3	AT1G44750.3
AT1G44750	261322_at	AT1G44750.1	AT1G44750.1
AT1G44750	261322_at	AT1G44750.8	AT1G44750.8
AT1G44750	261322_at	AT1G44750.4	AT1G44750.4
AT1G44750	261322_at	AT1G44750.5	AT1G44750.5
AT1G44750	261322_at	AT1G44750.7	AT1G44750.7
AT1G44750	261322_at	AT1G44750.2	AT1G44750.2
AT1G44750	261322_at	AT1G44750.6	AT1G44750.6
AT3G32930	256607_at	AT3G32930.1	AT3G32930.1
AT3G32930	256607_at	AT3G32930.2	AT3G32930.2
AT3G59350	251494_at	AT3G59350.5	AT3G59350.5
AT3G59350	251494_at	AT3G59350.1	AT3G59350.1
AT3G59350	251494_at	AT3G59350.6	AT3G59350.6
AT3G59350	251494_at	AT3G59350.3	AT3G59350.3
AT3G59350	251494_at	AT3G59350.2	AT3G59350.2
AT3G59350	251494_at	AT3G59350.4	AT3G59350.4
AT3G21140	256972_at	AT3G21140.1	AT3G21140.1
AT3G05510	259113_at	AT3G05510.2	AT3G05510.2
AT3G05510	259113_at	AT3G05510.1	AT3G05510.1
AT3G30165		AT3G30165.1	AT3G30165.1
AT3G44860	246340_s_at	AT3G44860.1	AT3G44860.1
AT3G56580	251708_at	AT3G56580.2	AT3G56580.2
AT3G56580	251708_at	AT3G56580.1	AT3G56580.1
AT3G56580	251708_at	AT3G56580.3	AT3G56580.3
AT4G02700	255443_at	AT4G02700.1	AT4G02700.1
AT5G05675		AT5G05675.1	AT5G05675.1
AT1G50710	256406_at	AT1G50710.1	AT1G50710.1
AT5G01580		AT5G01580.1	AT5G01580.1
AT3G57785	251602_at	AT3G57785.1	AT3G57785.1
AT1G09720	264706_at	AT1G09720.1	AT1G09720.1
AT3G01150	259280_at	AT3G01150.4	AT3G01150.4
AT3G01150	259280_at	AT3G01150.1	AT3G01150.1
AT3G01150	259280_at	AT3G01150.3	AT3G01150.3
AT3G01150	259280_at	AT3G01150.2	AT3G01150.2
AT1G68875	260038_at	AT1G68875.1	AT1G68875.1
AT5G24920		AT5G24920.1	AT5G24920.1
AT1G65860	261913_at	AT1G65860.1	AT1G65860.1
AT3G47390	252438_at	AT3G47390.2	AT3G47390.2
AT3G47390	252438_at	AT3G47390.1	AT3G47390.1
AT4G28650	253786_at	AT4G28650.1	AT4G28650.1
AT2G19320	267321_at	AT2G19320.1	AT2G19320.1
AT5G58575	247833_at	AT5G58575.1	AT5G58575.1
AT5G58575	247833_at	AT5G58575.2	AT5G58575.2
AT4G16900		AT4G16900.3	AT4G16900.3
AT4G16900	245453_at	AT4G16900.1	AT4G16900.1
AT4G16900		AT4G16900.2	AT4G16900.2
AT5G35830	249665_at	AT5G35830.1	AT5G35830.1
AT4G09750		AT4G09750.1	AT4G09750.1
AT1G31530	256495_at	AT1G31530.1	AT1G31530.1
AT5G67040	247021_at	AT5G67040.1	AT5G67040.1
AT1G62130	264742_at	AT1G62130.2	AT1G62130.2
AT1G62130	264742_at	AT1G62130.1	AT1G62130.1
AT5G59300	247712_at	AT5G59300.1	AT5G59300.1
AT1G80650		AT1G80650.4	AT1G80650.4
AT1G80650		AT1G80650.3	AT1G80650.3
AT1G80650		AT1G80650.2	AT1G80650.2
AT1G80650		AT1G80650.1	AT1G80650.1
AT5G28550	255916_at	AT5G28550.1	AT5G28550.1
AT2G40090	265721_at	AT2G40090.1	AT2G40090.1
AT4G35720	253155_at	AT4G35720.1	AT4G35720.1
AT4G04620	255283_at	AT4G04620.1	AT4G04620.1
AT4G04620	255283_at	AT4G04620.2	AT4G04620.2
AT4G04620	255283_at	AT4G04620.3	AT4G04620.3
AT4G19690	254550_at	AT4G19690.1	AT4G19690.1
AT4G19690	254550_at	AT4G19690.2	AT4G19690.2
AT1G10990	260472_at	AT1G10990.1	AT1G10990.1
AT1G10990	260472_at	AT1G10990.2	AT1G10990.2
AT4G01770	255564_s_at	AT4G01770.2	AT4G01770.2
AT4G01770	255564_s_at	AT4G01770.1	AT4G01770.1
AT1G75785		AT1G75785.1	AT1G75785.1
AT5G54930	248148_at	AT5G54930.1	AT5G54930.1
AT5G54930	248148_at	AT5G54930.2	AT5G54930.2
AT3G56240	251733_at	AT3G56240.1	AT3G56240.1
AT3G56240	251733_at	AT3G56240.3	AT3G56240.3
AT3G56240	251733_at	AT3G56240.2	AT3G56240.2
AT3G60740	251383_at	AT3G60740.3	AT3G60740.3
AT3G60740	251383_at	AT3G60740.2	AT3G60740.2
AT3G60740	251383_at	AT3G60740.1	AT3G60740.1
AT1G22770	264211_at	AT1G22770.1	AT1G22770.1
AT5G52540	248309_at	AT5G52540.1	AT5G52540.1
AT2G16850	266533_s_at	AT2G16850.1	AT2G16850.1
AT3G13720	256785_at	AT3G13720.1	AT3G13720.1
AT4G09960	255014_at	AT4G09960.5	AT4G09960.5
AT4G09960	255014_at	AT4G09960.3	AT4G09960.3
AT4G09960	255014_at	AT4G09960.6	AT4G09960.6
AT4G09960	255014_at	AT4G09960.4	AT4G09960.4
AT4G09960	255014_at	AT4G09960.1	AT4G09960.1
AT4G09960	255014_at	AT4G09960.2	AT4G09960.2
AT1G25250	245635_at	AT1G25250.2	AT1G25250.2
AT1G25250	245635_at	AT1G25250.1	AT1G25250.1
AT1G25250	245635_at	AT1G25250.3	AT1G25250.3
AT5G59060	247752_at	AT5G59060.1	AT5G59060.1
AT1G28500	261468_s_at	AT1G28500.1	AT1G28500.1
AT4G19180		AT4G19180.2	AT4G19180.2
AT4G19180		AT4G19180.1	AT4G19180.1
AT4G19180		AT4G19180.3	AT4G19180.3
AT3G45840	252547_at	AT3G45840.1	AT3G45840.1
AT1G09490	264553_s_at	AT1G09490.1	AT1G09490.1
AT1G09490	264553_s_at	AT1G09490.2	AT1G09490.2
AT3G17220	258465_at	AT3G17220.1	AT3G17220.1
AT4G35700	253153_at	AT4G35700.1	AT4G35700.1
AT1G25470	255729_at	AT1G25470.1	AT1G25470.1
AT1G25470	255729_at	AT1G25470.2	AT1G25470.2
AT1G58025		AT1G58025.1	AT1G58025.1
AT1G58025		AT1G58025.2	AT1G58025.2
AT1G58025		AT1G58025.3	AT1G58025.3
AT1G58025		AT1G58025.6	AT1G58025.6
AT1G58025		AT1G58025.5	AT1G58025.5
AT1G58025		AT1G58025.4	AT1G58025.4
AT1G70490	260305_at	AT1G70490.5	AT1G70490.5
AT1G70490	260305_at	AT1G70490.6	AT1G70490.6
AT1G70490	260305_at	AT1G70490.1	AT1G70490.1
AT1G70490	260305_at	AT1G70490.3	AT1G70490.3
AT1G70490	260305_at	AT1G70490.4	AT1G70490.4
AT1G70490	260305_at	AT1G70490.7	AT1G70490.7
AT1G70490	260305_at	AT1G70490.2	AT1G70490.2
AT2G27040	266314_at	AT2G27040.2	AT2G27040.2
AT2G27040	266314_at	AT2G27040.1	AT2G27040.1
AT4G02840	255458_at	AT4G02840.2	AT4G02840.2
AT4G02840	255458_at	AT4G02840.1	AT4G02840.1
ATMG00070	244943_at	ATMG00070.1	ATMG00070.1
AT3G10630	258917_at	AT3G10630.1	AT3G10630.1
AT2G47380	260579_at	AT2G47380.2	AT2G47380.2
AT2G47380	260579_at	AT2G47380.1	AT2G47380.1
AT5G51720	248377_at	AT5G51720.1	AT5G51720.1
AT1G54580	264189_s_at	AT1G54580.1	AT1G54580.1
AT2G07020	266492_at	AT2G07020.1	AT2G07020.1
AT3G27550	257968_at	AT3G27550.2	AT3G27550.2
AT3G27550	257968_at	AT3G27550.1	AT3G27550.1
AT3G27550	257968_at	AT3G27550.3	AT3G27550.3
AT2G17940	265820_at	AT2G17940.1	AT2G17940.1
AT1G64480	262004_at	AT1G64480.4	AT1G64480.4
AT1G64480	262004_at	AT1G64480.1	AT1G64480.1
AT1G64480	262004_at	AT1G64480.3	AT1G64480.3
AT1G64480	262004_at	AT1G64480.2	AT1G64480.2
AT3G48200	252353_at	AT3G48200.1	AT3G48200.1
AT5G44460	249055_at	AT5G44460.1	AT5G44460.1
AT5G53420	248271_at	AT5G53420.3	AT5G53420.3
AT5G53420	248271_at	AT5G53420.1	AT5G53420.1
AT5G53420	248271_at	AT5G53420.4	AT5G53420.4
AT5G53420	248271_at	AT5G53420.5	AT5G53420.5
AT5G53420	248271_at	AT5G53420.2	AT5G53420.2
AT4G13220	254755_at	AT4G13220.1	AT4G13220.1
AT5G36160	249688_at	AT5G36160.1	AT5G36160.1
AT2G31590	263445_at	AT2G31590.1	AT2G31590.1
AT3G08840	258990_at	AT3G08840.9	AT3G08840.9
AT3G08840	258990_at	AT3G08840.11	AT3G08840.11
AT3G08840	258990_at	AT3G08840.5	AT3G08840.5
AT3G08840	258990_at	AT3G08840.2	AT3G08840.2
AT3G08840	258990_at	AT3G08840.10	AT3G08840.10
AT3G08840	258990_at	AT3G08840.1	AT3G08840.1
AT3G08840		AT3G08840.13	AT3G08840.13
AT3G08840	258990_at	AT3G08840.3	AT3G08840.3
AT3G08840	258990_at	AT3G08840.7	AT3G08840.7
AT3G08840	258990_at	AT3G08840.8	AT3G08840.8
AT3G08840	258990_at	AT3G08840.4	AT3G08840.4
AT3G08840	258990_at	AT3G08840.12	AT3G08840.12
AT3G08840	258990_at	AT3G08840.6	AT3G08840.6
AT1G34030	255977_at	AT1G34030.1	AT1G34030.1
AT1G12990	262768_at	AT1G12990.1	AT1G12990.1
AT1G30540	261805_at	AT1G30540.3	AT1G30540.3
AT1G30540	261805_at	AT1G30540.1	AT1G30540.1
AT1G30540	261805_at	AT1G30540.2	AT1G30540.2
AT1G30540	261805_at	AT1G30540.4	AT1G30540.4
AT2G21340	263755_at	AT2G21340.1	AT2G21340.1
AT2G21340	263755_at	AT2G21340.2	AT2G21340.2
AT5G15580	246562_at	AT5G15580.1	AT5G15580.1
AT5G49720	248573_at	AT5G49720.1	AT5G49720.1
AT4G39790	252860_at	AT4G39790.1	AT4G39790.1
AT5G14320	250190_at	AT5G14320.2	AT5G14320.2
AT5G14320	250190_at	AT5G14320.1	AT5G14320.1
AT1G37010	261288_at	AT1G37010.1	AT1G37010.1
AT5G14275		AT5G14275.1	AT5G14275.1
AT2G38880	266171_at	AT2G38880.6	AT2G38880.6
AT2G38880	266171_at	AT2G38880.3	AT2G38880.3
AT2G38880	266171_at	AT2G38880.8	AT2G38880.8
AT2G38880	266171_at	AT2G38880.10	AT2G38880.10
AT2G38880	266171_at	AT2G38880.9	AT2G38880.9
AT2G38880	266171_at	AT2G38880.5	AT2G38880.5
AT2G38880	266171_at	AT2G38880.1	AT2G38880.1
AT2G38880	266171_at	AT2G38880.7	AT2G38880.7
AT2G38880	266171_at	AT2G38880.4	AT2G38880.4
AT2G38880	266171_at	AT2G38880.11	AT2G38880.11
AT2G38880	266171_at	AT2G38880.2	AT2G38880.2
AT5G65390	247189_at	AT5G65390.1	AT5G65390.1
AT2G26140	266842_at	AT2G26140.1	AT2G26140.1
AT1G26370	261008_at	AT1G26370.1	AT1G26370.1
AT5G45460	248941_s_at	AT5G45460.1	AT5G45460.1
AT4G09466		AT4G09466.1	AT4G09466.1
AT1G17130	262521_at	AT1G17130.1	AT1G17130.1
AT1G17130	262521_at	AT1G17130.2	AT1G17130.2
AT3G52780	252004_at	AT3G52780.1	AT3G52780.1
AT3G52780	252004_at	AT3G52780.2	AT3G52780.2
AT4G10620	254991_at	AT4G10620.1	AT4G10620.1
AT5G01920	251068_at	AT5G01920.2	AT5G01920.2
AT5G01920	251068_at	AT5G01920.1	AT5G01920.1
AT1G16920	256112_at	AT1G16920.1	AT1G16920.1
ATCG01120	244938_at	ATCG01120.1	ATCG01120.1
AT3G22080		AT3G22080.1	AT3G22080.1
AT5G16770	246477_at	AT5G16770.3	AT5G16770.3
AT5G16770	246477_at	AT5G16770.4	AT5G16770.4
AT5G16770	246477_at	AT5G16770.2	AT5G16770.2
AT5G16770	246477_at	AT5G16770.1	AT5G16770.1
AT3G07370	259019_at	AT3G07370.1	AT3G07370.1
AT5G06710	250694_at	AT5G06710.1	AT5G06710.1
AT5G06710	250694_at	AT5G06710.3	AT5G06710.3
AT5G06710	250694_at	AT5G06710.2	AT5G06710.2
AT5G06710	250694_at	AT5G06710.4	AT5G06710.4
AT3G28460	257903_at	AT3G28460.2	AT3G28460.2
AT3G28460	257903_at	AT3G28460.1	AT3G28460.1
AT3G28460	257903_at	AT3G28460.3	AT3G28460.3
AT2G16340	263603_at	AT2G16340.1	AT2G16340.1
AT3G46310		AT3G46310.1	AT3G46310.1
AT5G14420	250177_at	AT5G14420.1	AT5G14420.1
AT5G14420	250177_at	AT5G14420.4	AT5G14420.4
AT5G14420	250177_at	AT5G14420.2	AT5G14420.2
AT5G14420	250177_at	AT5G14420.3	AT5G14420.3
AT2G46690	266322_at	AT2G46690.1	AT2G46690.1
AT2G20410	265285_at	AT2G20410.1	AT2G20410.1
AT2G20410	265285_at	AT2G20410.2	AT2G20410.2
AT3G56430	251685_at	AT3G56430.1	AT3G56430.1
AT2G39840	245066_at	AT2G39840.1	AT2G39840.1
AT1G01010	261585_at	AT1G01010.1	AT1G01010.1
AT1G67400	264991_s_at	AT1G67400.1	AT1G67400.1
AT5G17400	246427_at	AT5G17400.1	AT5G17400.1
AT3G48970	252296_at	AT3G48970.3	AT3G48970.3
AT3G48970	252296_at	AT3G48970.1	AT3G48970.1
AT3G48970	252296_at	AT3G48970.2	AT3G48970.2
ATMG00140	244948_at	ATMG00140.1	ATMG00140.1
ATMG00140	244947_at	ATMG00140.1	ATMG00140.1
AT5G47150	248830_at	AT5G47150.1	AT5G47150.1
AT5G16220	246497_at	AT5G16220.1	AT5G16220.1
AT5G58380	247820_at	AT5G58380.1	AT5G58380.1
AT5G37400		AT5G37400.1	AT5G37400.1
AT5G37400		AT5G37400.2	AT5G37400.2
AT2G24150	266001_at	AT2G24150.2	AT2G24150.2
AT2G24150	266001_at	AT2G24150.1	AT2G24150.1
AT4G39235	252946_at	AT4G39235.1	AT4G39235.1
AT4G39235	252946_at	AT4G39235.2	AT4G39235.2
AT5G24270	249783_at	AT5G24270.2	AT5G24270.2
AT5G24270	249783_at	AT5G24270.1	AT5G24270.1
AT5G24270	249783_at	AT5G24270.4	AT5G24270.4
AT5G24270	249783_at	AT5G24270.5	AT5G24270.5
AT5G24270	249783_at	AT5G24270.3	AT5G24270.3
AT1G79510	262945_at	AT1G79510.1	AT1G79510.1
AT1G79510	262945_at	AT1G79510.2	AT1G79510.2
AT2G26470	245055_at	AT2G26470.2	AT2G26470.2
AT2G26470	245055_at	AT2G26470.1	AT2G26470.1
AT2G34690	267340_at	AT2G34690.1	AT2G34690.1
AT1G08220	261784_at	AT1G08220.1	AT1G08220.1
AT1G08220	261784_at	AT1G08220.2	AT1G08220.2
AT5G06060	250763_at	AT5G06060.1	AT5G06060.1
AT5G05160	250820_at	AT5G05160.1	AT5G05160.1
AT1G16060	261794_at	AT1G16060.5	AT1G16060.5
AT1G16060	261794_at	AT1G16060.1	AT1G16060.1
AT1G16060	261794_at	AT1G16060.3	AT1G16060.3
AT1G16060	261794_at	AT1G16060.6	AT1G16060.6
AT1G16060	261794_at	AT1G16060.7	AT1G16060.7
AT1G16060	261794_at	AT1G16060.4	AT1G16060.4
AT1G16060	261794_at	AT1G16060.2	AT1G16060.2
AT3G56700	246342_at	AT3G56700.1	AT3G56700.1
AT3G56700	246342_at	AT3G56700.2	AT3G56700.2
AT2G35070	266550_s_at	AT2G35070.1	AT2G35070.1
AT2G35070	266550_s_at	AT2G35070.2	AT2G35070.2
AT1G12650	255929_at	AT1G12650.4	AT1G12650.4
AT1G12650	255929_at	AT1G12650.3	AT1G12650.3
AT1G12650	255929_at	AT1G12650.2	AT1G12650.2
AT1G12650	255929_at	AT1G12650.1	AT1G12650.1
AT3G53350	251992_at	AT3G53350.9	AT3G53350.9
AT3G53350	251992_at	AT3G53350.2	AT3G53350.2
AT3G53350	251992_at	AT3G53350.5	AT3G53350.5
AT3G53350	251992_at	AT3G53350.1	AT3G53350.1
AT3G53350	251992_at	AT3G53350.7	AT3G53350.7
AT3G53350	251992_at	AT3G53350.6	AT3G53350.6
AT3G53350	251992_at	AT3G53350.8	AT3G53350.8
AT3G53350	251992_at	AT3G53350.3	AT3G53350.3
AT3G53350	251992_at	AT3G53350.4	AT3G53350.4
AT3G21730		AT3G21730.2	AT3G21730.2
AT3G21730		AT3G21730.1	AT3G21730.1
AT1G27990	259578_at	AT1G27990.1	AT1G27990.1
AT3G08947		AT3G08947.2	AT3G08947.2
AT3G08947		AT3G08947.1	AT3G08947.1
AT3G44769		AT3G44769.1	AT3G44769.1
AT3G55630	251759_at	AT3G55630.1	AT3G55630.1
AT3G55630	251759_at	AT3G55630.7	AT3G55630.7
AT3G55630	251759_at	AT3G55630.2	AT3G55630.2
AT3G55630	251759_at	AT3G55630.4	AT3G55630.4
AT3G55630	251759_at	AT3G55630.6	AT3G55630.6
AT3G55630	251759_at	AT3G55630.3	AT3G55630.3
AT3G55630	251759_at	AT3G55630.5	AT3G55630.5
AT1G20790		AT1G20790.1	AT1G20790.1
AT3G24517		AT3G24517.1	AT3G24517.1
AT1G60440	264244_at	AT1G60440.2	AT1G60440.2
AT1G60440	264244_at	AT1G60440.1	AT1G60440.1
AT1G60440	264244_at	AT1G60440.3	AT1G60440.3
AT5G12310	245207_at	AT5G12310.1	AT5G12310.1
AT4G35840	253105_at	AT4G35840.1	AT4G35840.1
AT4G35840	253105_at	AT4G35840.2	AT4G35840.2
AT1G59690		AT1G59690.1	AT1G59690.1
AT4G38220	253033_at	AT4G38220.1	AT4G38220.1
AT4G38220	253033_at	AT4G38220.2	AT4G38220.2
AT3G19910	257967_at	AT3G19910.1	AT3G19910.1
AT3G19910		AT3G19910.2	AT3G19910.2
AT3G12770	257685_at	AT3G12770.1	AT3G12770.1
AT1G37020	261287_at	AT1G37020.1	AT1G37020.1
AT1G59580	262076_at	AT1G59580.1	AT1G59580.1
AT1G59580	262076_at	AT1G59580.2	AT1G59580.2
AT3G52600	252052_at	AT3G52600.1	AT3G52600.1
AT3G52600	252052_at	AT3G52600.2	AT3G52600.2
AT3G52600	252052_at	AT3G52600.3	AT3G52600.3
AT5G26740	246843_at	AT5G26740.1	AT5G26740.1
AT5G26740	246843_at	AT5G26740.3	AT5G26740.3
AT5G26740	246843_at	AT5G26740.2	AT5G26740.2
AT5G44510	249058_at	AT5G44510.2	AT5G44510.2
AT5G44510	249058_at	AT5G44510.3	AT5G44510.3
AT5G44510	249058_at	AT5G44510.4	AT5G44510.4
AT5G44510	249058_at	AT5G44510.1	AT5G44510.1
AT5G11600	250380_at	AT5G11600.1	AT5G11600.1
AT5G11600	250380_at	AT5G11600.2	AT5G11600.2
AT1G27570	262321_at	AT1G27570.1	AT1G27570.1
AT1G27570	262321_at	AT1G27570.2	AT1G27570.2
AT2G42200	267639_at	AT2G42200.1	AT2G42200.1
AT5G49740	248566_s_at	AT5G49740.2	AT5G49740.2
AT5G49740	248566_s_at	AT5G49740.3	AT5G49740.3
AT5G49740	248566_s_at	AT5G49740.1	AT5G49740.1
AT4G24540	254130_at	AT4G24540.1	AT4G24540.1
AT2G26700	267613_at	AT2G26700.1	AT2G26700.1
AT5G27970	246760_at	AT5G27970.4	AT5G27970.4
AT5G27970	246760_at	AT5G27970.2	AT5G27970.2
AT5G27970	246760_at	AT5G27970.5	AT5G27970.5
AT5G27970	246760_at	AT5G27970.3	AT5G27970.3
AT5G27970	246760_at	AT5G27970.1	AT5G27970.1
AT4G27520	253875_at	AT4G27520.1	AT4G27520.1
AT5G41030		AT5G41030.1	AT5G41030.1
AT1G11470	261869_at	AT1G11470.1	AT1G11470.1
AT5G54650	248176_at	AT5G54650.1	AT5G54650.1
AT5G54650	248176_at	AT5G54650.2	AT5G54650.2
AT2G48070	265773_at	AT2G48070.2	AT2G48070.2
AT2G48070	265773_at	AT2G48070.1	AT2G48070.1
AT2G48070	265773_at	AT2G48070.3	AT2G48070.3
AT3G45093		AT3G45093.1	AT3G45093.1
AT3G49830	252221_at	AT3G49830.1	AT3G49830.1
AT1G79690	261354_at	AT1G79690.1	AT1G79690.1
AT1G79690	261354_at	AT1G79690.2	AT1G79690.2
AT1G34355	259930_at	AT1G34355.1	AT1G34355.1
AT1G34355	259930_at	AT1G34355.3	AT1G34355.3
AT1G34355	259930_at	AT1G34355.2	AT1G34355.2
AT5G58410	247859_at	AT5G58410.1	AT5G58410.1
AT5G58410	247859_at	AT5G58410.2	AT5G58410.2
AT5G20980	246185_at	AT5G20980.1	AT5G20980.1
AT5G20980	246185_at	AT5G20980.2	AT5G20980.2
AT5G17250	250085_at	AT5G17250.1	AT5G17250.1
AT3G22710	258320_at	AT3G22710.1	AT3G22710.1
AT2G38350	267025_at	AT2G38350.1	AT2G38350.1
AT4G10410	254967_at	AT4G10410.1	AT4G10410.1
AT2G29560	266266_at	AT2G29560.1	AT2G29560.1
AT3G15480	258393_at	AT3G15480.1	AT3G15480.1
AT3G04960	259089_at	AT3G04960.3	AT3G04960.3
AT3G04960	259089_at	AT3G04960.1	AT3G04960.1
AT3G04960	259089_at	AT3G04960.4	AT3G04960.4
AT3G04960	259089_at	AT3G04960.2	AT3G04960.2
AT1G72755		AT1G72755.1	AT1G72755.1
AT2G40780	266049_at	AT2G40780.2	AT2G40780.2
AT2G40780	266049_at	AT2G40780.1	AT2G40780.1
AT1G25375	255743_at	AT1G25375.1	AT1G25375.1
AT4G30070	253655_at	AT4G30070.1	AT4G30070.1
AT1G79640	261401_at	AT1G79640.3	AT1G79640.3
AT1G79640	261401_at	AT1G79640.6	AT1G79640.6
AT1G79640	261401_at	AT1G79640.4	AT1G79640.4
AT1G79640	261401_at	AT1G79640.1	AT1G79640.1
AT1G79640	261401_at	AT1G79640.2	AT1G79640.2
AT1G79640	261401_at	AT1G79640.5	AT1G79640.5
AT5G28491		AT5G28491.1	AT5G28491.1
AT3G13980	258196_at	AT3G13980.1	AT3G13980.1
AT1G74520	260238_at	AT1G74520.2	AT1G74520.2
AT1G74520	260238_at	AT1G74520.1	AT1G74520.1
AT3G19020	256945_at	AT3G19020.1	AT3G19020.1
AT3G19020	256945_at	AT3G19020.2	AT3G19020.2
AT4G13680		AT4G13680.1	AT4G13680.1
AT1G27565		AT1G27565.1	AT1G27565.1
AT5G13160	245986_at	AT5G13160.1	AT5G13160.1
AT4G38990	252919_at	AT4G38990.1	AT4G38990.1
AT4G38990	252919_at	AT4G38990.2	AT4G38990.2
AT5G62700	247442_s_at	AT5G62700.1	AT5G62700.1
AT1G24470	265012_at	AT1G24470.1	AT1G24470.1
AT5G02980	250961_at	AT5G02980.1	AT5G02980.1
AT2G26750	267607_s_at	AT2G26750.1	AT2G26750.1
AT5G43680	249107_at	AT5G43680.2	AT5G43680.2
AT5G43680	249107_at	AT5G43680.1	AT5G43680.1
AT1G19180	256017_at	AT1G19180.2	AT1G19180.2
AT1G19180	256017_at	AT1G19180.3	AT1G19180.3
AT1G19180	256017_at	AT1G19180.1	AT1G19180.1
AT5G22560		AT5G22560.1	AT5G22560.1
AT1G54990	256322_at	AT1G54990.1	AT1G54990.1
AT5G36000	249680_s_at	AT5G36000.1	AT5G36000.1
AT1G14110	262652_at	AT1G14110.1	AT1G14110.1
AT1G44895		AT1G44895.1	AT1G44895.1
AT2G15535	265473_at	AT2G15535.1	AT2G15535.1
AT4G30910	253602_s_at	AT4G30910.1	AT4G30910.1
AT4G30910	253602_s_at	AT4G30910.2	AT4G30910.2
AT3G55200	251837_s_at	AT3G55200.2	AT3G55200.2
AT3G55200	251837_s_at	AT3G55200.3	AT3G55200.3
AT3G55200	251837_s_at	AT3G55200.1	AT3G55200.1
AT2G42090	267585_s_at	AT2G42090.1	AT2G42090.1
AT4G13500	263048_s_at	AT4G13500.1	AT4G13500.1
AT1G78550	263135_at	AT1G78550.1	AT1G78550.1
AT1G78550	263135_at	AT1G78550.2	AT1G78550.2
AT1G09195		AT1G09195.2	AT1G09195.2
AT1G09195		AT1G09195.12	AT1G09195.12
AT1G09195		AT1G09195.14	AT1G09195.14
AT1G09195		AT1G09195.7	AT1G09195.7
AT1G09195		AT1G09195.8	AT1G09195.8
AT1G09195		AT1G09195.5	AT1G09195.5
AT1G09195		AT1G09195.3	AT1G09195.3
AT1G09195		AT1G09195.13	AT1G09195.13
AT1G09195		AT1G09195.9	AT1G09195.9
AT1G09195		AT1G09195.11	AT1G09195.11
AT1G09195		AT1G09195.6	AT1G09195.6
AT1G09195		AT1G09195.10	AT1G09195.10
AT1G09195		AT1G09195.4	AT1G09195.4
AT1G09195		AT1G09195.1	AT1G09195.1
AT1G09195		AT1G09195.15	AT1G09195.15
AT1G58250	256199_at	AT1G58250.1	AT1G58250.1
AT1G58250	256199_at	AT1G58250.2	AT1G58250.2
AT5G02050	251029_at	AT5G02050.1	AT5G02050.1
AT1G52750		AT1G52750.1	AT1G52750.1
AT4G32230	253472_at	AT4G32230.1	AT4G32230.1
AT5G35100	246644_at	AT5G35100.3	AT5G35100.3
AT5G35100	246644_at	AT5G35100.2	AT5G35100.2
AT5G35100	246644_at	AT5G35100.1	AT5G35100.1
AT1G50560	261878_at	AT1G50560.1	AT1G50560.1
ATMG01030	263501_s_at	ATMG01030.1	ATMG01030.1
AT5G39785	249418_at	AT5G39785.5	AT5G39785.5
AT5G39785	249423_at	AT5G39785.5	AT5G39785.5
