Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
Q9D9E0	401	23.53	26.42
P62320	126	22.58	24.52
Q3UHH2	689	23.91	26.86
Q9D8K8	359	23.58	26.09
Q8BP07	167	25.58	28.54
Q8R0L1	411	23.04	25.18
Q60714	646	23.58	25.97
Q8C1Q6	80	26.79	28.48
Q8BLY1	463	22.49	24.06
Q9QYZ4	484	24.28	26.13
Q9CWF2	445	23.27	25.26
O55106	780	22.08	24.12
Q7TMM9	445	23.22	25.21
Q8VDR7	355	24.91	27.27
Q9Z0V7	172	23.06	25.02
Q80ZM7	109	22.91	25.7
Q3URY0	304	22.36	23.69
P04202	390	23.99	25.85
O88983	236	22.08	23.89
Q8K400	1152	23.08	25.16
A2AKQ8	664	24.12	26.52
Q8BZH1	670	24.15	26.7
Q9JLF6	815	22.9	24.7
B1AVD1	674	24.62	26.99
Q06806	1134	23.03	24.82
Q6A070	1776	21.95	24.07
Q8C0G2	513	21.87	23.06
Q9CQY8	226	24.41	27.78
Q793I8	184	24.52	26.62
P62075	95	22.23	24.3
Q9CQJ0	248	24.04	26.65
B1ATG9	517	23.14	24.72
Q91WA1	278	21.69	22.65
A2ASS6	35213	22.82	24.71
P0DMR6	365	24.96	27.5
Q5VCS6	1040	23.09	25.2
Q8R2M0	207	24.28	26
Q9D075	318	23.14	24.87
Q9WUH1	350	23.82	26.89
Q8C6V3	187	26.49	30
Q8R0J4	195	23.54	25.69
Q8C0V1	768	23.25	25.67
Q9D938	188	22.38	24.31
Q80UB0	333	25.31	27.71
Q6ZWZ2	238	23.15	25.3
Q9Z2C8	360	20.48	20.46
Q8CFI2	235	23.54	25.66
Q3V0C5	1052	23.61	25.49
Q3TYL0	343	21.07	21.37
Q6P5E4	1551	24.02	26.56
F6ULY1	148	25.77	27.89
Q8CBR6	354	22.5	24.77
Q3US17	591	22.4	22.78
Q56A10	1511	21.02	22.55
P62080	268	26.36	29.98
Q8VCM3	234	22.96	24.45
Q5SWD9	803	23.97	25.69
Q2TL60	609	24.69	26.18
Q8K2R5	619	22.74	23.39
P70675	144	20.07	21.48
Q8CHY7	488	23.03	25.01
Q8C1F5	767	22.95	25
Q8C8V1	858	21.31	22.81
Q9Z2M7	242	24.52	26.98
Q99J64	343	23.64	25.95
Q66GT5	193	24.51	26.55
Q3UQS8	1199	21.27	22.5
Q8VD57	159	25.49	29.64
Q8CGB6	1400	22.3	23.49
Q8BXR1	771	24.33	27.65
P04918	122	24.42	26.18
Q9JID9	621	21.61	22.99
Q9WTM5	463	22.31	24.35
Q9QXK9	374	21.97	22.87
Q9D2G5	1434	22.91	24.93
Q61165	820	24.72	27.36
Q8C120	878	21.34	23.11
Q8BGN8	265	24.34	27.39
Q8BZT2	735	22.33	24.07
Q8BX22	1067	20.97	22.52
Q8K070	417	20.7	21.77
Q8BWB1	975	20.63	21.43
Q62147	216	24.74	28
Q5QD04	348	25.96	29.49
Q1RNF8	542	21.14	22.18
Q9WVB4	1523	22.56	24.66
P97797	513	22.43	24.58
Q810B7	957	23.31	25.42
Q80TE4	1722	22.35	24.13
P56565	94	22.78	25.89
P80315	539	21.63	24.3
P63028	172	23.93	26.45
Q91VX2	1132	20.46	22
Q80X44	710	22.45	23.86
Q9CR68	274	22.22	24.45
Q62511	572	21.47	22.27
Q91YD9	501	21.6	22.52
E9PYI1	671	23.65	24.32
E9Q6P5	843	22.88	24.92
Q9R020	330	20.91	21.76
P47993	114	23.31	25.83
P29533	739	22.81	25.2
Q920R6	833	25.64	28.29
P48281	422	23.3	25.31
Q6P3A4	417	21.93	24.14
Q9CR26	309	22.18	23.94
T1NXB5	319	23.93	26.31
Q9QYX7	5068	21.12	22.27
Q03391	1323	23.1	24.58
Q922Q4	320	21.48	23.93
Q3UG61	350	26.75	30.13
Q14CH1	862	23.13	25.22
Q8R3B1	756	23.55	25.52
P70236	334	23.67	26.04
O88492	1403	19.68	22.76
P62774	118	22.57	25.57
F6YCR7	232	20.77	21.48
O35134	1717	23.58	25.63
P00683	149	23.87	26.03
P59729	980	22.07	23.71
P50636	840	21.9	23.93
P51150	207	23.58	26.23
Q8CE46	702	23.29	25.35
Q8C5S7	591	22.94	23.77
Q8VCD6	254	24.07	26.84
A2AR50	585	23.32	25.58
Q61152	453	22.69	24.18
Q99K24	317	23.31	26.5
P58355	530	24.49	27.49
Q99N99	254	27.02	30.17
Q52KI8	946	21.22	20.82
Q99MR6	875	22.91	23.89
P82350	387	23.62	25.33
Q9R0U0	262	23.42	24.13
Q8VD00	176	28.08	31.18
Q9D9X8	221	24.96	27.32
Q9R1T2	350	22.79	25.14
Q3UND0	358	23.33	25.55
P50284	415	22.08	23.08
A7XV14	364	25.62	28.69
D3YXK2	937	20.71	21.18
Q8R4U6	593	24.37	26.07
Q45HK4	132	24.32	26.88
Q8CG65	4998	22.32	23.31
Q9CQC9	198	24.61	27.42
Q64687	355	25.08	27.49
Q9R2B6	360	24.93	27.02
Q9CY97	194	23.44	25.12
Q99JR5	466	24.49	25.73
Q9JJZ4	318	22.57	24.13
Q9D030	160	22.51	23.99
Q9Z2M6	117	23.57	25.65
A2A761	587	22.94	23.89
Q924H7	646	21.15	22.28
Q5NCE8	434	23.65	25.95
Q9QYE0	499	23.1	24.91
Q9JI83	173	25.4	27.66
Q3TCN2	594	24.13	26.69
Q9DAK9	124	24.03	26.13
P20918	812	23.37	24.91
P53351	682	24.14	26.1
Q791N7	123	22.47	24.06
P22605	482	22.89	24.65
Q9CZM2	204	25.95	27.01
Q6NZK8	747	23.47	25.22
B2RY56	838	22.49	22.72
Q3UU41	150	24.73	26.43
Q8VCQ6	419	27.49	29.9
Q99JR8	531	22.96	24.29
P97401	323	23.54	25.51
Q9DA15	459	22.66	24.06
Q9JHI9	570	24.2	27.25
P70277	373	24.85	27.4
Q6QR59	914	24.32	26.69
Q9JLR5	209	22.22	23.57
Q91W18	743	21.88	23.29
Q9R0Q7	160	23.71	25.87
Q9ERE8	362	20.34	22.28
Q9CY27	308	27.56	30.38
Q6GQV0	436	21.43	22.8
Q6PFE7	372	21.92	23.82
O55144	291	22.3	23.42
P62267	143	23.46	25.79
Q9DAJ2	418	22.7	24.33
G5E8A8	557	22.86	24.61
P52875	323	22.99	25.39
Q80XC3	819	23.91	25.17
Q8R1K1	345	24.51	27
Q3ULM6	1089	21.73	23.54
P04214	136	24.39	26.85
Q8CGR7	320	23.57	26.04
B1AY15	661	23.81	25.38
P10751	647	25.18	26.19
Q8K0C5	167	23.79	26.56
P20662	777	23.21	24.77
P16372	489	25.67	27.15
Q91XU0	660	21.76	23.35
P35761	856	22.9	25.01
Q60931	283	23.54	27.1
Q5SZV5	1081	22.02	23.98
Q8K1K9	503	23.97	25.06
Q8C4P0	716	22.63	24.41
Q810A5	467	23.69	25.09
Q149C3	593	22.89	25.32
P01645	108	22.65	25.21
Q08AU7	307	25.01	28.27
Q8CFE2	346	24.11	26.79
Q8CAC8	162	25.62	28.67
A2ATD1	454	22.94	24.61
P01904	255	24.94	27.52
P49429	393	24.47	26.52
P33175	1027	22.26	24.03
O09131	240	24.31	26.48
Q9CY28	285	23.88	26.47
Q9JHS3	125	21.95	25.08
Q9CQV6	125	24.33	26.11
Q6PDH0	1371	21.1	22.12
Q9WV95	125	22.88	25.06
P48725	2898	21.31	22.21
P43021	354	24.37	25.69
Q62082	202	23.09	25.25
Q9JK81	380	23.36	24.76
Q7TNM2	759	22.58	24.12
Q9D8Z2	76	24.04	25.81
O70561	109	21.53	22.49
Q62266	144	21.62	19.94
O70439	261	22.25	23.63
Q9WTP2	300	22.19	23.49
Q80UK0	696	22.89	24.86
Q3U1N2	1130	22.27	24.28
Q7TSK2	991	22.75	24.34
Q61672	456	24.95	28.39
Q921M3	1217	23.22	25.54
Q62141	1098	23.65	25.26
Q9D2E2	511	22.74	24.54
Q9DC26	460	25.92	29.66
Q9JMB1	375	23.25	24.72
P47758	269	22.5	25.43
Q8R4Y4	2571	22.49	24.25
Q3UUA0	195	23.86	26.88
Q8BGP6	337	25.26	28.11
Q8CFJ7	288	24.13	26.66
Q9D9S2	230	26.71	29.39
Q99LF4	505	22.87	25.09
Q9D902	292	23.12	25.48
Q9D0D5	440	22.31	23.77
Q3THK3	508	21.44	22.8
Q7M720	305	28.35	32.28
Q8CFU8	221	21.91	22.49
P56845	121	23.17	24.48
P25785	220	23.82	26.16
P38575	184	22.42	25.43
P83877	142	26.25	28.91
Q8C5U9	658	21.27	22.91
Q8C827	914	24.52	26.26
Q62465	406	22.03	24.13
P62814	511	22.98	25.13
Q60953	885	22.16	23.7
P97500	1187	21.07	22.32
Q91WW3	302	27.14	30.94
Q6SKR2	214	22.34	24.48
Q69ZQ1	716	24.61	26.51
P28063	276	23.08	25.53
Q8BU03	919	23.76	26.2
Q8VID5	982	22.29	23.99
Q91ZS8	711	22.61	24.65
Q99KK1	254	25.3	27.81
Q8BP71	449	21.39	22.94
Q62052	833	24.25	27.1
Q5EBH1	413	22.94	24.11
Q9CYN9	350	23.63	26.77
Q6PB44	1692	22.07	23.19
Q61471	362	22.25	23.98
Q8K2C6	310	22.95	24.21
P31532	130	25.61	27.85
Q8BG16	729	25.22	28.6
Q6PDM2	248	22.3	23.38
Q9CYG7	309	22.01	24.46
Q99MT6	317	26.83	30.63
Q6NZL6	1363	21.78	23.32
Q04750	767	24.57	26.36
Q68FF7	579	20.76	22.01
P97440	275	22.61	23.38
Q6P9P0	1278	22.85	24.52
Q8R3V5	400	22.51	24.56
Q9WVA4	199	22.95	24.83
Q9ES07	729	24.98	28.08
P50236	285	26.76	29.7
Q91X56	400	22.33	25.02
Q8CG47	1286	22.92	24.99
P48428	108	22.52	23.68
Q62293	415	24.43	27.35
Q00417	419	22.14	23.1
P01852	173	23.88	26.08
P97351	264	23.83	26.39
Q8VC30	578	21.15	23.71
Q9EPW9	795	24.8	27.49
Q3TQI7	289	22.1	23.27
Q3UQ41	389	23.79	25.99
Q9D494	218	24.5	26.41
P70362	307	23.53	25.7
Q8C4Q9	181	21.07	22.92
Q8R370	680	20.89	21.73
Q5DID3	1319	22.71	24.71
Q91W78	267	23.85	25.68
P97789	1719	23.82	25.64
P62257	183	23.56	25.79
Q8BX13	368	23.04	25.27
Q3UMB9	1173	24.95	27.62
Q80ZJ6	779	23.81	26.25
Q9WUF1	310	26.36	29.75
P59913	357	23.45	25.53
Q9WU20	654	24.31	26.15
Q9CPV5	202	22.19	23.1
Q8R2H9	267	23.49	25.09
Q8BIV7	751	23.45	26.2
Q80X82	1284	22.49	24.54
Q8K2M3	249	22.6	24.26
Q9ET37	656	24.98	28.46
Q9D687	634	25.98	29.37
Q61321	775	20.84	22.8
Q8BX51	311	22.69	24.96
P05366	122	24.74	26.72
Q8C263	411	21.8	23.63
Q810K3	354	26.15	29.34
Q8BX46	964	20.85	22.25
A7TZG3	319	24.64	27.93
Q9WUZ7	214	19.5	20.25
Q5QD13	345	25.65	29.23
Q7TPQ3	1674	23.8	25.49
Q9R1B9	1521	22.88	25.22
Q5QD09	358	25.68	29.28
Q08943	708	23.2	25.24
P61092	282	23.45	25.34
Q91WE9	132	22.19	23.84
Q62351	763	23.92	26.68
Q9ERK4	971	24.31	27.03
P01831	162	22.96	26.06
P0DN89	123	28.31	31.72
Q9JKK1	255	22.49	24.42
Q3UR70	860	23.9	26.26
Q9Z0V8	171	22.72	24.82
Q9D7I9	724	23.71	26.13
Q499M4	642	22.74	23.82
Q8R3D1	400	24.81	27.37
Q8BYJ6	1307	22.92	24.62
Q921P9	165	21.84	21.85
Q5ND56	257	26.68	30.09
Q717B2	364	24.97	27.34
Q9CWU0	1215	23.92	26.33
Q9QUN7	784	24.49	27.35
Q6R5P0	926	25.07	27.96
O08523	2155	23.82	26.39
Q2MV57	700	23.05	24.86
Q9EQU3	1032	24.11	26.92
Q8C1Z8	328	23	24.28
Q8R138	280	20.56	21.84
Q8BHM9	439	24.53	26.73
Q8VHK8	417	23.6	25.75
Q6NXM3	419	24.71	27.58
D3Z1U7	110	23.13	25.94
Q8BM55	687	23.9	26.37
Q9DCX7	243	23.19	25.35
Q01853	806	22.38	24.39
P0C1Z5	52	25.45	27.75
Q9EPK7	1087	23.91	26.68
P62838	147	24.82	26.9
Q8BY87	1376	23.28	25.44
P46938	488	20.74	21.87
Q99K46	921	23.57	25.52
Q8VIH9	385	24.49	27.62
Q8CHP0	950	21.83	23.01
Q8BJ05	735	22.31	23.7
Q8VIC9	329	26.07	29.64
O54927	421	24.39	26.79
P97305	1075	21.7	22.8
Q99MD8	610	23.12	25.11
Q80WB5	209	25.46	27.36
Q60692	238	22.19	24.29
Q8K262	108	20.27	21.82
Q91YE7	815	22.3	23.84
Q62132	656	23.49	25.42
Q7M729	228	23.2	26.8
P60041	116	21.63	23.53
Q8BUH8	1037	22.6	24.44
Q8BJA2	512	23.7	26.57
A2AVZ9	502	24.86	27.97
Q9CZN4	424	22.8	24.39
Q8R2K4	616	22.48	24.31
Q8VE65	161	22.13	23.79
Q3TZ89	1158	22.32	24.04
Q8BG48	372	23.24	25.35
P42230	793	23.64	25.42
Q9CR96	173	25.59	28.53
P62315	119	22.74	24.57
Q76N33	436	23.55	25.62
Q9EQG3	652	21.69	23.33
C0HKC9	504	23.72	25.54
Q3U284	315	25.58	27.9
Q9Z108	487	22.43	23.77
Q8C079	837	23.83	25.85
Q3U1J1	259	21.21	21.78
Q69ZU6	1645	22.9	24.2
Q922F4	447	23.29	25.34
Q80U62	956	22.43	24.03
Q9D9I4	402	24.03	26.06
Q3B807	590	23.62	24.79
P80316	541	22.53	24.83
Q99MX0	595	23.07	25.42
Q91VL8	393	21.29	22.82
Q6QNU9	906	23.55	26.31
P62849	133	24.95	27.17
Q61663	284	22.01	22.96
A2AJB2	108	24.54	27.28
Q99LP8	312	24.97	27.46
Q8C407	246	25.34	28.96
Q8CGB3	1411	21.66	23.23
Q6ZPJ3	1288	21.99	23.69
Q91W90	417	23.44	25.22
Q9CQ79	226	23.94	26.36
Q9CQM5	123	24.37	26.66
P10078	825	23.72	24.77
Q9DCK4	299	21.64	22.38
Q8BIQ8	705	24.31	26.01
Q5HZG9	337	22.89	24.15
Q8BPP0	452	23.83	24.34
Q7TSH3	1157	21.57	22.57
Q8BI69	297	22.09	22.53
Q9D2E1	268	24.28	26.64
Q99KZ6	485	23.74	25.46
Q6NZP1	1069	23.27	25.06
O88967	715	23.38	25.71
A4Q9E8	822	23.64	25.59
O35426	267	22.61	24.17
Q5H8C4	3166	24.17	26.78
Q6P2L6	1439	22.89	24.25
Q91ZC5	305	27.59	31.5
Q8CHQ9	238	24.7	27.65
S4R2P9	928	24.34	27.14
Q8BGV3	317	22.89	24.95
Q9QXN0	1986	21.03	21.92
Q3U0X8	602	24.07	26.22
P97357	453	25.81	28.49
Q9JMD1	863	23.56	25.47
Q61609	681	23.8	26.76
Q924N4	1150	24.01	26.76
O35316	621	26.44	29.82
Q8K4P7	559	24.7	26.84
Q9JMD3	291	23.82	25.64
Q9D5V6	365	21.9	23.33
Q8C0D0	338	21.71	24.13
Q0VGM9	1203	22.92	24.74
Q8R4Y8	2226	23.58	26.26
P57784	255	21.98	24.45
Q64302	202	25.59	29.02
A1A5B6	742	23.06	24.63
Q9R1K7	455	24.01	26.25
Q8BYA0	1196	23.33	25.67
Q91W34	466	23.09	25.43
A8C756	1938	23.46	25.85
Q8K402	517	23.71	25.21
Q8CCM6	249	25.15	27.31
Q9CQV7	116	22.83	25.25
Q9CY52	298	25.42	27.48
P20293	436	22.87	24.58
Q9WTQ8	209	22.46	25.66
Q8BGX2	266	23.16	25.03
Q9CQ84	188	21.09	22.81
Q9D5S1	317	24.29	25.68
Q8C6M1	916	23.05	24.75
P62069	366	24.37	26.95
Q8VD12	386	21.24	22.45
Q3TIV5	426	22.41	24.4
Q5Y5T2	380	23.85	26.12
Q5Y5T3	425	24.83	27.5
Q61967	636	23.47	24.39
P21845	276	25.01	26.98
Q3UGF1	1341	24.22	26.84
Q8C5V5	780	23.79	26.15
Q9DA17	273	25.32	27.37
Q8R2V3	986	24.41	25.71
Q8K0D7	174	25.77	28.74
Q9R0M1	322	27.5	31.14
Q99LX8	37	25.46	29.62
Q8VFM9	313	25.58	29.08
Q8VF65	314	25.19	29
Q9EQ09	363	23.23	25.22
Q9JIY7	227	25.45	28.44
Q9WVJ2	376	23.92	26.37
Q8K4K6	548	22.55	24.55
Q9EQK5	861	22.26	23.96
Q6PIJ4	1296	21.35	23.14
Q8CIP3	322	26.69	29.95
P70353	335	21.42	22.33
Q8BH32	490	23.25	25.13
Q8BHJ9	585	23.5	24.83
Q8VI33	264	21.54	23.51
Q8K0E3	673	24.57	27.62
Q9JHI4	594	25.65	29.04
Q8BGY9	580	24.95	28.57
Q5NCM1	492	24.72	28.12
Q80VP0	1166	24.06	25.73
P12032	205	23.94	26.33
Q8K3F7	373	23.85	26.2
P63002	197	22.08	23.55
O55047	718	23.01	24.68
P48301	445	22.84	24.46
Q9D2E9	166	23.81	25.85
Q9D7K2	161	22.93	24.58
Q9CZB9	163	27.75	30.97
Q8BZ33	696	21.35	22.84
P31254	1058	23.62	25.9
P52624	311	23.02	25.39
P04213	122	23.22	25.8
B1AQJ2	1098	22.08	23.71
B2RQC2	1324	22.06	23.33
Q91ZR3	358	19.66	20.77
Q99NC0	307	23.23	24.41
Q9DAJ4	315	22.45	24.69
Q8BLE7	582	24.94	27.69
Q9EQB9	759	23.8	25.04
Q9R1Z8	733	22.81	23.62
Q5FWH2	727	21.87	23.08
Q9Z1T2	963	21.89	23.88
Q8VBS7	329	26.2	29.65
Q9DBH0	870	23.66	25.32
Q80UV9	1891	22.7	24.39
P59808	1230	21.64	23.09
Q8VIB3	329	26.14	29.32
Q9WVL3	1083	23.76	26.44
O08530	382	25.13	28.8
Q91VZ6	440	21.92	23.64
Q8CG46	1101	23.35	24.99
Q9JIS8	1085	24.29	27.03
Q67BT3	572	25.33	28.63
Q9CU62	1233	22.8	24.49
Q6PGB8	1046	24.18	26.06
O88909	537	24.82	27.91
P59529	299	28.4	32.22
P59532	308	28.53	32.2
Q6PDC0	408	22.17	24.59
P86176	249	22.74	25.08
P62983	156	24.21	26.63
Q8R0A5	200	20.11	19.98
A3KGA4	98	22.95	23.06
Q8C0V0	766	22.87	24.59
Q99MB1	905	24.61	27.68
Q8BFZ1	361	27.04	29.75
Q3TB48	496	25.77	29.14
Q3UBX0	243	22.97	25.71
Q9CYV5	458	26.23	29.2
O70472	1877	22.55	24.64
Q3UHK6	2771	23.35	25.51
Q9JJB9	375	24.11	25.77
Q9WTS4	2731	23.63	25.75
Q9CWB7	115	25.1	27.7
P19473	224	21.64	22.75
Q6ZQ93	3582	23.86	25.93
Q497H0	227	21.15	22.11
Q8C6P8	421	23.47	24.78
Q9DA44	124	21.86	23.95
Q7TMQ7	748	22.88	24.93
Q9D0R9	386	23.09	25.7
Q9QY01	1037	22.21	23.99
P24399	201	24.48	25.38
B2RUP2	1085	23.32	24.96
Q0VDT2	340	21.87	22.56
Q710D3	458	24.91	28.48
Q8VDJ3	1268	22.52	24.07
J3S6Y1	670	24.58	27.14
Q60738	503	22.75	24.9
Q9D7W4	270	25.34	28.97
Q9D8C2	204	24.58	28.18
Q5IRJ6	567	23.33	25.81
Q3UVU3	470	22.45	24.68
P97751	459	25.91	28.55
Q8BHZ4	1262	21.88	23.1
Q9D659	308	22.54	24.13
Q61241	365	23.51	25.57
Q9QXY1	905	21.65	22.92
Q62005	623	23.68	25.59
P22725	380	23.7	25.93
Q8C159	568	22.7	24.61
Q8CC21	365	22.74	24.57
Q8VIC6	319	26.39	29.77
Q8BP01	174	20.05	20.48
Q60696	626	21.68	23.8
P70172	348	25.12	28.56
Q8VEL2	648	23.77	26.13
A2AVR2	1279	22.64	24.72
Q9QY36	235	22.43	24.49
Q9CXI3	613	24.86	26.99
Q920C4	213	23.21	25.95
Q5SUR0	1337	22.37	24.13
Q8VEE4	623	22.74	25.09
Q9JM62	201	24.77	28.04
Q9EPU0	1124	22.71	24.76
P47939	175	23.81	25.94
P0DJF2	80	21.41	22.96
Q3U4I7	581	22.59	24.62
Q61103	391	22.6	24.19
Q9ERI2	221	23.64	26.08
Q80UJ7	981	23.46	25.28
P35546	1115	23.31	25.5
Q61493	3122	22.75	24.66
G3X939	829	24.48	27.31
Q9CYZ2	220	21.38	23.24
Q9JI13	469	21.89	23.38
Q61390	531	22.52	25.01
P23949	484	20.95	22.5
Q9D4D4	627	22.95	25.21
P0DMR5	365	24.84	27.34
Q62381	1013	24.21	26.13
P61089	152	23.74	25.66
Q5XG71	2788	24.09	26.63
P61087	200	23.31	25.56
Q9ES34	1070	24.74	27.19
O88942	717	22.24	23.69
Q11011	920	23.95	26.34
Q61885	246	25.61	27.92
Q9JK37	296	21.97	24.16
Q91ZC1	312	27.17	30.77
Q9D1E8	365	25.9	28.87
Q18PI6	329	23.81	26.25
Q62407	3262	21.44	22.39
Q8VDU5	748	22.11	24.02
Q8VIK1	123	23.99	26.04
Q9CSN1	536	22.59	23.54
Q6PHS6	957	24.35	26.88
Q9D2Y5	313	23.23	24.39
Q8CG80	238	23.05	24.05
Q8BXJ2	1205	21.88	22.67
Q5FWI2	447	25.83	28.67
Q66PY1	993	22.6	24.2
D3Z2R5	557	23.74	25.51
Q9D818	391	20.96	21.99
Q8R3L5	710	23.6	26.59
Q61142	262	23.82	25.77
P30935	428	23.52	25.65
Q61263	540	27.92	31.25
Q8K1S6	718	22.47	23.63
Q9CXB2	373	24.11	26.99
Q0P5V2	864	21.47	22.53
Q9D263	159	24.02	26.18
Q9CQD6	31	28.4	32.11
Q3TTP0	639	22.73	25.05
Q5QD16	343	26.78	30.4
O35716	212	22.93	23.83
Q80TR4	1531	22.41	24.46
Q5QD14	337	26.67	30.23
Q9D5J6	476	22.58	24.68
O54928	536	23.36	24.85
P26638	512	23.6	25.69
Q9D232	514	23.89	26.96
P18828	311	20.8	22.15
Q99PP7	1142	21.46	22.77
Q6NZL0	945	20.83	21.9
Q9R1R2	744	21.89	23.6
Q8K0H7	553	23.77	26.74
Q62270	496	24.03	26.09
Q75N73	489	23.99	26.89
Q8CD78	107	22.03	25.79
A0A1B0GSN8	89	24.94	28.06
Q9D173	55	25.89	28.62
A7TZG1	354	25.8	29.05
Q68FL4	613	22.44	24.47
Q4FZC9	975	22.81	24.34
Q9QZS8	854	22.38	23.88
Q8CII8	388	21.88	23.3
Q9D780	285	23.33	25.83
Q8CFI5	475	23.79	25.86
Q99JX1	211	21.36	23.08
Q8K2L8	797	21.77	23.76
Q64356	99	22.78	24.22
P70315	520	20.86	21.42
Q0VAW7	879	23.22	23.99
P35917	1363	23.42	25.28
Q62513	407	24.08	25.1
Q9ESH5	211	21.83	22.3
Q8BG89	408	23.19	24.51
P37804	201	23.22	25.2
Q689Z5	1390	22.5	24.87
Q9EQH4	308	21.57	22.92
Q9R0M5	243	23.87	26.43
P50543	98	23.29	26.11
P97306	403	22.52	24.26
Q9D2F0	147	21.5	23.19
Q9CZV5	412	22.4	23.6
Q8BYC6	898	23.4	24.59
Q8R1R3	373	24.56	26.16
Q8K031	1019	22.14	23.41
Q99PL7	359	26.2	28.64
Q4LDG0	689	24.32	26.99
P16014	677	21.57	21.78
Q91XT6	489	23.73	26.2
A9JSM3	176	20.87	22.92
Q3TDQ1	823	25.87	28.78
Q9D6F9	444	23.2	25.2
Q9D394	469	22.53	24.88
Q60949	1255	23.21	24.89
Q8VCN9	341	21.72	23.23
Q6P4U0	1607	23.3	24.5
Q8C5W3	424	23.36	25.54
P70323	479	22.8	23.96
Q9ES03	445	23.22	25.01
P01851	173	24.01	26.29
P63276	135	23.54	25.46
Q9WVB3	581	23.11	24.98
B2RX14	1644	22.83	24.67
P01738	130	24.33	27.48
P08043	459	24.06	25.21
Q9JMD0	495	21.98	22.49
Q8BZ89	410	25.18	26.39
Q9D115	76	22.35	23.29
Q8BI99	563	24.39	25.77
O35304	530	23.19	26
Q8C7B8	1101	23.23	24.93
Q9QY76	243	22.41	24.48
Q62471	182	24.02	26.78
E9PZQ0	5035	23.34	25.24
Q9ERG2	796	22.3	24.24
P83887	451	23.52	25.61
Q810F8	385	22.94	24.64
Q3UB74	406	22.45	24.35
Q3UUI3	230	24.11	26.45
P40142	623	22.82	25.15
Q9D2M8	145	23.23	25.22
F6W8I0	251	22.07	24.08
Q9Z273	543	21.69	23.08
P24529	498	23.12	24.77
Q9QY24	411	21.33	22.62
Q283N4	178	22.49	24.05
Q9D5R2	567	23.22	25.5
Q9Z1D8	819	23.17	23.78
Q8BGF3	357	23.74	26.02
Q8CGY6	931	22.35	24.87
B2RXC5	579	24.59	26.14
Q9DB38	172	22.27	22.11
Q9DCK3	238	25.28	29.21
P50637	169	26.56	29.21
P07309	147	23.11	25.98
Q99KU0	406	24.89	27.09
Q8R1C3	172	25.39	27.03
P31725	113	23.65	25.03
Q99M03	290	23.9	26.01
Q8CDN6	289	22.83	25.01
Q9QZM0	638	20.43	21.75
Q6PAM1	554	21.01	21.77
Q80U87	1080	22.79	24.49
Q8CIZ8	2813	22.64	24.36
Q91ZJ5	508	23.5	26.31
Q7TMI3	803	23.11	25.05
Q8R2E6	318	25.9	29.28
Q8BMC1	118	22.49	24.03
P56842	122	24.73	26.09
Q6P3B2	176	22.52	22.87
Q6PCN3	1308	20.69	21.46
P04212	136	24.33	27.35
P06320	134	23.78	25.69
P01735	133	24.06	26.61
P01740	135	26.7	29.57
Q9DBG9	124	22.03	23.67
Q7TN22	820	23.7	26.17
A2AKY4	1200	22.31	23.66
Q9CWU6	295	25.14	27.36
Q8BJ37	609	24.07	25.94
Q80WQ9	1168	22.92	24.79
Q60821	794	21.89	23.27
Q9WUK6	522	22.52	24.38
Q9JKD9	465	22.27	23.08
Q8BGJ0	337	26.99	29.84
O88878	213	21.06	22.36
P61965	334	23.63	26.73
Q80ZK9	677	23.25	25.16
Q8BH89	80	25.46	28.26
Q6P0X2	227	23.66	24.53
Q8R0E5	213	24.03	24.19
Q8R5L3	886	24.45	26.84
Q8BN21	503	24.87	27.1
Q8BJQ4	232	22.6	24.03
P55099	116	22.55	24.94
Q6YCH1	340	25.09	27.34
Q8R2Q6	595	22.73	24.81
O08524	329	24.88	27.8
P24604	630	25.07	27.1
P58682	1032	25.07	28.29
Q8BHE4	574	20.45	21.66
Q91WM3	475	22.34	23.91
Q3TTC2	378	22.9	24.65
Q924C1	1204	24.08	26.5
P27641	732	23.5	25.87
P61079	147	24.62	26.84
Q02053	1058	23.14	25.39
Q7TSS2	422	22.07	23.9
Q9DC60	336	24.31	27.71
Q3TUF7	1407	21.2	23
Q9JKX8	287	22.82	25.56
Q9Z0P5	349	23.5	25.33
Q80X50	1107	20.44	21.97
Q8K2W3	948	23.59	25.58
Q5ISE2	725	19.35	21.1
Q9Z0G7	638	20.74	22.21
P15975	1069	22.5	24.05
Q62452	528	25.52	28.19
Q9ESG8	361	27.11	29.58
Q80TN5	632	26.35	29.14
A2RSJ4	1457	22.51	24.58
P70121	873	22.22	23.97
Q8VDF2	782	23.09	24.81
Q91XE7	81	28.59	31.99
A2APC3	461	25.17	27.28
Q9QZ25	500	24.47	26.8
Q8BX70	3748	23.44	25.95
P57746	247	23.48	25.74
Q9EP93	310	26.35	29.73
Q9R0C8	847	24.36	26.49
Q60992	868	24.53	26.61
Q8CCB4	832	23.46	25.65
Q3UVL4	782	22.21	24.11
Q8K3G5	453	23.3	25.43
P11031	127	22.45	24.44
Q9CZJ1	253	24.77	26.39
P20239	713	24.1	26.58
P22727	364	22.44	23.65
Q6P9L4	685	23.81	25.42
P10076	861	24.46	25.91
P49766	207	21.22	22.27
O08859	275	25.18	27.73
O88291	580	22.33	23.36
