Gene.ID	Transcript.ID	AFFY.ATH1	Chromosome	Gene.start	Gene.end	Transcript.start	Transcript.end	Transcription.start.site
AT5G55580	AT5G55580.2	248065_at	5	22515391	22517964	22515440	22517964	22515440
AT5G55580	AT5G55580.1	248065_at	5	22515391	22517964	22515391	22517964	22515391
AT5G55580	AT5G55580.3	248065_at	5	22515391	22517964	22515440	22517929	22515440
AT5G01720	AT5G01720.1	251104_at	5	266278	270646	266278	270646	270646
AT4G04745	AT4G04745.1		4	2412618	2413447	2412618	2413447	2413447
AT3G48750	AT3G48750.1	252337_at	3	18071454	18074641	18071454	18074641	18071454
AT3G07500	AT3G07500.1		3	2392216	2393778	2392216	2393778	2392216
AT4G30140	AT4G30140.1	253660_at	4	14738326	14740742	14738326	14740742	14740742
AT4G31020	AT4G31020.1	253573_at	4	15108101	15110289	15108508	15110289	15110289
AT4G31020	AT4G31020.2	253573_at	4	15108101	15110289	15108101	15110147	15110147
AT5G61790	AT5G61790.1	247494_at	5	24827063	24829900	24827063	24829900	24829900
AT5G41150	AT5G41150.1	249292_at	5	16472764	16477417	16472764	16477417	16477417
AT5G41150	AT5G41150.4	249292_at	5	16472764	16477417	16472771	16476951	16476951
AT5G41150	AT5G41150.2		5	16472764	16477417	16474053	16476951	16476951
AT5G41150	AT5G41150.3	249292_at	5	16472764	16477417	16472764	16477417	16477417
AT3G25165	AT3G25165.1	257819_at	3	9163340	9163938	9163340	9163938	9163938
AT1G12940	AT1G12940.1	261198_at	1	4416315	4418590	4416315	4418590	4416315
AT1G03990	AT1G03990.1	265099_at	1	1024740	1027616	1024740	1027616	1024740
AT3G09800	AT3G09800.3	258710_s_at	3	3006428	3008610	3006513	3008610	3008610
AT3G09800	AT3G09800.5	258710_s_at	3	3006428	3008610	3006513	3008610	3008610
AT3G09800	AT3G09800.2	258710_s_at	3	3006428	3008610	3006495	3008498	3008498
AT3G09800	AT3G09800.6	258710_s_at	3	3006428	3008610	3006513	3008610	3008610
AT3G09800	AT3G09800.4	258710_s_at	3	3006428	3008610	3006513	3008610	3008610
AT3G09800	AT3G09800.1	258710_s_at	3	3006428	3008610	3006428	3008489	3008489
AT4G19925	AT4G19925.1		4	10799732	10800792	10799732	10800792	10800792
AT3G23960	AT3G23960.1	256903_at	3	8657736	8658980	8657736	8658980	8657736
AT1G23440	AT1G23440.3	262422_at	1	8321611	8324497	8321814	8324240	8321814
AT1G23440	AT1G23440.3	263015_at	1	8321611	8324497	8321814	8324240	8321814
AT1G23440	AT1G23440.1	263015_at	1	8321611	8324497	8321611	8324497	8321611
AT1G23440	AT1G23440.2	263015_at	1	8321611	8324497	8321705	8323370	8321705
AT5G54745	AT5G54745.1		5	22240256	22241233	22240256	22241233	22241233
AT4G40060	AT4G40060.1	252829_at	4	18571239	18573084	18571239	18573084	18573084
AT5G17220	AT5G17220.1	250083_at	5	5658416	5659661	5658416	5659661	5658416
AT5G17570	AT5G17570.2	246444_at	5	5792926	5795107	5792926	5795107	5792926
AT5G17570	AT5G17570.1	246444_at	5	5792926	5795107	5792926	5794823	5792926
AT5G09840	AT5G09840.1	250504_at	5	3058907	3062190	3058907	3062190	3058907
AT1G15885	AT1G15885.1		1	5460477	5461297	5460477	5461297	5460477
AT5G54400	AT5G54400.1	248154_at	5	22090417	22092165	22090417	22092165	22090417
AT5G15890	AT5G15890.1	246534_at	5	5187587	5189348	5187587	5189348	5189348
AT1G06560	AT1G06560.1	262618_at	1	2007615	2012006	2007615	2012006	2007615
AT2G47610	AT2G47610.1	245121_at	2	19529743	19531677	19529743	19531677	19529743
AT5G12043	AT5G12043.1		5	3888549	3888894	3888549	3888894	3888894
AT4G25660	AT4G25660.1	254081_at	4	13083407	13085596	13083407	13085596	13083407
AT1G28540	AT1G28540.1	262747_at	1	10035617	10037403	10035617	10037403	10035617
AT1G70880	AT1G70880.1	262301_at	1	26722846	26723978	26722846	26723978	26723978
AT5G41050	AT5G41050.1	249288_at	5	16433243	16434458	16433243	16434458	16434458
AT2G24520	AT2G24520.1	263791_at	2	10414963	10420029	10415143	10420029	10415143
AT2G24520	AT2G24520.4	263791_at	2	10414963	10420029	10416222	10419952	10416222
AT2G24520	AT2G24520.3	263791_at	2	10414963	10420029	10415432	10419877	10415432
AT2G24520	AT2G24520.2	263791_at	2	10414963	10420029	10414963	10419783	10414963
AT2G27840	AT2G27840.2	266253_at	2	11861806	11863908	11862528	11863886	11862528
AT2G27840	AT2G27840.4	266253_at	2	11861806	11863908	11862021	11863886	11862021
AT2G27840	AT2G27840.1	266253_at	2	11861806	11863908	11861994	11863884	11861994
AT2G27840	AT2G27840.3	266253_at	2	11861806	11863908	11861806	11863908	11861806
AT4G01520	AT4G01520.1		4	656407	659178	656407	659178	659178
AT4G01730	AT4G01730.1	255597_at	4	749307	752034	749307	752034	749307
AT5G38344	AT5G38344.1		5	15325785	15327160	15325785	15327160	15325785
AT2G36870	AT2G36870.1	263841_at	2	15472607	15474828	15472607	15474828	15474828
AT2G36870	AT2G36870.2		2	15472607	15474828	15473359	15474717	15474717
AT4G19250	AT4G19250.1	254570_s_at	4	10531504	10532190	10531504	10532190	10531504
AT1G01660	AT1G01660.1	261587_at	1	239841	242703	240057	242608	242608
AT1G01660	AT1G01660.2	261587_at	1	239841	242703	239841	242703	242703
AT1G12180	AT1G12180.1	260990_at	1	4130396	4131168	4130396	4131168	4130396
AT4G37830	AT4G37830.3	253072_at	4	17787524	17788834	17787829	17788834	17788834
AT4G37830	AT4G37830.1	253072_at	4	17787524	17788834	17787524	17788834	17788834
AT4G37830	AT4G37830.2	253072_at	4	17787524	17788834	17787524	17788826	17788826
AT3G29455	AT3G29455.1		3	11348729	11350267	11348729	11350267	11348729
AT1G18780	AT1G18780.1		1	6476258	6477235	6476258	6477235	6477235
AT3G49980	AT3G49980.1		3	18530290	18531634	18530329	18531477	18531477
AT3G49980	AT3G49980.2		3	18530290	18531634	18530290	18531634	18531634
AT4G01030	AT4G01030.1	255601_at	4	447941	450642	447941	450642	450642
AT5G35790	AT5G35790.1	249694_at	5	13956672	13959830	13956672	13959830	13959830
AT2G02730	AT2G02730.2	267475_at	2	764547	767500	764547	767430	767430
AT2G02730	AT2G02730.1	267475_at	2	764547	767500	764604	767500	767500
AT2G02730	AT2G02730.3	267475_at	2	764547	767500	765280	767483	767483
AT4G33400	AT4G33400.1	253357_at	4	16077898	16080721	16077898	16080721	16080721
AT2G19340	AT2G19340.2	267323_at	2	8373766	8375955	8374806	8375955	8375955
AT2G19340	AT2G19340.1	267323_at	2	8373766	8375955	8373766	8375955	8375955
AT5G66770	AT5G66770.1	247057_at	5	26660311	26662919	26660311	26662919	26660311
AT5G62110	AT5G62110.2	247484_at	5	24942169	24946087	24942169	24946087	24946087
AT5G62110	AT5G62110.1	247484_at	5	24942169	24946087	24942169	24945645	24945645
AT4G24370	AT4G24370.1	254161_at	4	12611396	12612219	12611396	12612219	12612219
AT5G25430	AT5G25430.1	246942_at	5	8851047	8854491	8851047	8854491	8851047
AT1G15330	AT1G15330.1	262580_at	1	5274271	5275602	5274271	5275602	5274271
AT5G62980	AT5G62980.1	247409_at	5	25276017	25277293	25276032	25277293	25276032
AT5G62980	AT5G62980.2	247409_at	5	25276017	25277293	25276017	25277274	25276017
AT1G10520	AT1G10520.1	263257_at	1	3465926	3469455	3465926	3469455	3465926
AT1G10520	AT1G10520.2	263257_at	1	3465926	3469455	3465926	3469455	3465926
AT2G13105	AT2G13105.1		2	5411566	5412125	5411566	5412125	5412125
AT1G30510	AT1G30510.3	261806_at	1	10806930	10809188	10806986	10809162	10809162
AT1G30510	AT1G30510.1	261806_at	1	10806930	10809188	10806986	10809188	10809188
AT1G30510	AT1G30510.2	261806_at	1	10806930	10809188	10806930	10809184	10809184
AT5G22760	AT5G22760.1	249908_at	5	7571175	7577993	7571175	7577993	7571175
AT5G22760	AT5G22760.2	249908_at	5	7571175	7577993	7571175	7577993	7571175
AT5G22760	AT5G22760.3	249908_at	5	7571175	7577993	7571238	7577878	7571238
AT5G01820	AT5G01820.1	251060_at	5	313190	315405	313190	315405	315405
AT1G80990	AT1G80990.1		1	30424421	30425192	30424421	30425192	30424421
AT5G60090	AT5G60090.1	247662_at	5	24195939	24197865	24195939	24197865	24197865
AT3G45570	AT3G45570.1	252585_s_at	3	16725094	16726116	16725094	16726116	16726116
AT3G21320	AT3G21320.1		3	7498812	7501888	7498812	7501888	7501888
AT5G24460	AT5G24460.1	249736_at	5	8354637	8355925	8354637	8355925	8354637
AT4G18990	AT4G18990.1	254598_at	4	10401777	10404393	10401777	10404393	10404393
AT4G18990	AT4G18990.2	254598_at	4	10401777	10404393	10401777	10404393	10404393
AT2G29490	AT2G29490.1	266290_at	2	12631341	12632538	12631341	12632538	12632538
AT4G38380	AT4G38380.1	252986_at	4	17971497	17975170	17971565	17975170	17975170
AT4G38380	AT4G38380.3	252986_at	4	17971497	17975170	17971554	17975112	17975112
AT4G38380	AT4G38380.5	252986_at	4	17971497	17975170	17971565	17975170	17975170
AT4G38380	AT4G38380.2	252986_at	4	17971497	17975170	17971497	17975100	17975100
AT4G38380	AT4G38380.4	252986_at	4	17971497	17975170	17971565	17975170	17975170
AT5G55000	AT5G55000.1	248117_at	5	22318305	22321805	22318310	22321747	22318310
AT5G55000	AT5G55000.2	248117_at	5	22318305	22321805	22318305	22321805	22318305
AT4G01023	AT4G01023.2		4	445422	446948	445422	446831	445422
AT4G01023	AT4G01023.1		4	445422	446948	445844	446725	445844
AT4G01023	AT4G01023.3		4	445422	446948	445486	446948	445486
AT4G32535	AT4G32535.1		4	15693964	15694616	15693964	15694616	15693964
AT1G11770	AT1G11770.1	262817_at	1	3975607	3977379	3975607	3977379	3975607
AT1G10220	AT1G10220.2		1	3351923	3353122	3351929	3353108	3351929
AT1G10220	AT1G10220.1		1	3351923	3353122	3351923	3353122	3351923
AT5G55855	AT5G55855.1		5	22605805	22606634	22606205	22606634	22606205
AT5G55855	AT5G55855.2		5	22605805	22606634	22605805	22606491	22605805
AT3G62070	AT3G62070.1		3	22983517	22984566	22983517	22984566	22984566
AT3G17590	AT3G17590.1	258405_at	3	6017166	6019724	6017166	6019724	6019724
AT3G17590	AT3G17590.2		3	6017166	6019724	6017212	6019666	6019666
AT3G17590	AT3G17590.3		3	6017166	6019724	6017166	6019724	6019724
AT1G70060	AT1G70060.1	264690_at	1	26383216	26389916	26383216	26389916	26383216
AT1G70060	AT1G70060.2	264690_at	1	26383216	26389916	26383440	26389916	26383440
AT1G76955	AT1G76955.1		1	28918791	28919764	28918791	28919764	28919764
AT3G60270	AT3G60270.1	251401_at	3	22277797	22278837	22277797	22278837	22278837
AT2G48130	AT2G48130.3	262349_at	2	19682456	19686056	19682456	19685997	19685997
AT2G48130	AT2G48130.1	262349_at	2	19682456	19686056	19682509	19686056	19686056
AT2G48130	AT2G48130.5	262349_at	2	19682456	19686056	19682509	19686056	19686056
AT2G48130	AT2G48130.4	262349_at	2	19682456	19686056	19682509	19686056	19686056
AT2G48130	AT2G48130.6	262349_at	2	19682456	19686056	19682767	19685997	19685997
AT2G48130	AT2G48130.2	262349_at	2	19682456	19686056	19682456	19685997	19685997
AT5G58420	AT5G58420.1	247815_at	5	23619459	23621094	23619459	23621094	23619459
AT4G30620	AT4G30620.1	253635_at	4	14948586	14950072	14948586	14950072	14950072
AT4G13360	AT4G13360.1	254776_at	4	7775020	7777895	7775020	7777895	7775020
AT1G22120	AT1G22120.1		1	7806309	7809632	7806309	7809632	7809632
AT2G23230	AT2G23230.1	245071_at	2	9892181	9895430	9892181	9895400	9892181
AT2G23230	AT2G23230.2	245071_at	2	9892181	9895430	9892181	9895430	9892181
AT2G26210	AT2G26210.4	267401_at	2	11157118	11159417	11157118	11159295	11157118
AT2G26210	AT2G26210.6	267401_at	2	11157118	11159417	11157118	11159292	11157118
AT2G26210	AT2G26210.3	267401_at	2	11157118	11159417	11157118	11159292	11157118
AT2G26210	AT2G26210.2	267401_at	2	11157118	11159417	11157118	11159417	11157118
AT2G26210	AT2G26210.5	267401_at	2	11157118	11159417	11157118	11159292	11157118
AT2G26210	AT2G26210.7	267401_at	2	11157118	11159417	11157118	11159292	11157118
AT2G26210	AT2G26210.1	267401_at	2	11157118	11159417	11157118	11159417	11157118
AT5G24170	AT5G24170.2	249776_at	5	8189461	8191459	8189483	8191455	8191455
AT5G24170	AT5G24170.1	249776_at	5	8189461	8191459	8189461	8191459	8191459
AT1G17590	AT1G17590.1	260684_at	1	6050164	6052628	6050164	6052628	6052628
AT1G17590	AT1G17590.4	260684_at	1	6050164	6052628	6050193	6052545	6052545
AT1G17590	AT1G17590.2	260684_at	1	6050164	6052628	6050222	6052619	6052619
AT1G17590	AT1G17590.3	260684_at	1	6050164	6052628	6050177	6052619	6052619
AT2G23050	AT2G23050.2	257353_at	2	9810525	9812662	9810525	9812660	9810525
AT2G23050	AT2G23050.1	257353_at	2	9810525	9812662	9810642	9812662	9810642
AT5G37130	AT5G37130.1	249656_at	5	14681348	14686754	14681348	14686754	14681348
AT1G58235	AT1G58235.2		1	21579622	21581165	21579685	21581165	21581165
AT1G58235	AT1G58235.1		1	21579622	21581165	21579622	21580766	21580766
AT5G47440	AT5G47440.1	248789_at	5	19243531	19245648	19243531	19245648	19245648
AT2G40850	AT2G40850.1		2	17051085	17053754	17051085	17053754	17051085
AT5G08150	AT5G08150.1		5	2621974	2622900	2621974	2622900	2622900
AT5G60600	AT5G60600.3	247637_at	5	24358885	24363485	24358885	24363485	24358885
AT5G60600	AT5G60600.5	247637_at	5	24358885	24363485	24358966	24363485	24358966
AT5G60600	AT5G60600.4	247637_at	5	24358885	24363485	24358885	24363485	24358885
AT5G60600	AT5G60600.1	247637_at	5	24358885	24363485	24358885	24363485	24358885
AT5G60600	AT5G60600.2	247637_at	5	24358885	24363485	24358966	24363485	24358966
AT1G51090	AT1G51090.1	245749_at	1	18932766	18934049	18932766	18934049	18932766
AT2G33370	AT2G33370.2	255789_at	2	14143128	14144766	14143128	14144631	14144631
AT2G33370	AT2G33370.1	255789_at	2	14143128	14144766	14143128	14144766	14144766
AT2G42920	AT2G42920.1	265267_at	2	17858655	17863466	17858655	17863466	17858655
AT2G42920	AT2G42920.2	265267_at	2	17858655	17863466	17858655	17860384	17858655
AT5G55840	AT5G55840.1	248024_at	5	22597993	22602760	22597993	22602758	22597993
AT5G55840	AT5G55840.2	248024_at	5	22597993	22602760	22597993	22602760	22597993
AT5G55840	AT5G55840.3		5	22597993	22602760	22598398	22601688	22598398
AT2G19360	AT2G19360.1	267324_at	2	8378664	8383374	8378664	8383374	8378664
AT2G35340	AT2G35340.1	266627_at	2	14872265	14879739	14872265	14879739	14872265
AT2G35340	AT2G35340.2	266627_at	2	14872265	14879739	14873446	14879739	14873446
AT3G20050	AT3G20050.1	257125_at	3	6998159	7002435	6998159	7002435	7002435
AT5G64180	AT5G64180.1	247295_at	5	25677072	25678702	25677072	25678677	25677072
AT5G64180	AT5G64180.2	247295_at	5	25677072	25678702	25677080	25678702	25677080
AT3G20610	AT3G20610.1		3	7196723	7197391	7196723	7197391	7196723
AT5G50130	AT5G50130.9	248539_at	5	20389915	20393306	20389978	20393306	20389978
AT5G50130	AT5G50130.6	248539_at	5	20389915	20393306	20389922	20393255	20389922
AT5G50130	AT5G50130.8	248539_at	5	20389915	20393306	20389922	20393255	20389922
AT5G50130	AT5G50130.2	248539_at	5	20389915	20393306	20389922	20393255	20389922
AT5G50130	AT5G50130.3	248539_at	5	20389915	20393306	20389915	20393256	20389915
AT5G50130	AT5G50130.7	248539_at	5	20389915	20393306	20389922	20393255	20389922
AT5G50130	AT5G50130.4	248539_at	5	20389915	20393306	20389915	20393256	20389915
AT5G50130	AT5G50130.5	248539_at	5	20389915	20393306	20389922	20393255	20389922
AT5G50130	AT5G50130.1	248539_at	5	20389915	20393306	20389915	20393263	20389915
AT1G70530	AT1G70530.3	260362_at	1	26588391	26591776	26588452	26591771	26591771
AT1G70530	AT1G70530.2	260362_at	1	26588391	26591776	26588413	26591715	26591715
AT1G70530	AT1G70530.1	260362_at	1	26588391	26591776	26588391	26591776	26591776
AT4G12850	AT4G12850.1		4	7536913	7539048	7536974	7539048	7536974
AT4G12850	AT4G12850.4		4	7536913	7539048	7536958	7538307	7536958
AT4G12850	AT4G12850.2		4	7536913	7539048	7536913	7538322	7536913
AT4G12850	AT4G12850.3		4	7536913	7539048	7536913	7538322	7536913
AT2G20870	AT2G20870.1	265441_at	2	8981927	8982712	8981927	8982712	8982712
AT5G47610	AT5G47610.1	248759_at	5	19301130	19302117	19301130	19302117	19302117
AT5G67430	AT5G67430.2	246992_at	5	26910205	26912103	26910205	26912103	26910205
AT5G67430	AT5G67430.1	246992_at	5	26910205	26912103	26910205	26912103	26910205
AT4G14358	AT4G14358.1		4	8267496	8267825	8267496	8267825	8267496
AT2G13810	AT2G13810.1	265658_at	2	5768417	5772266	5768417	5772266	5768417
AT1G70560	AT1G70560.1	260364_at	1	26604855	26607652	26604855	26607652	26604855
AT1G32170	AT1G32170.1	245794_at	1	11575320	11578030	11575320	11578030	11575320
AT5G39660	AT5G39660.2	249415_at	5	15878698	15881537	15878726	15881537	15878726
AT5G39660	AT5G39660.1	249415_at	5	15878698	15881537	15878698	15881400	15878698
AT5G39660	AT5G39660.3	249415_at	5	15878698	15881537	15878726	15881044	15878726
AT1G25530	AT1G25530.1	255726_at	1	8964544	8967562	8964544	8967562	8967562
AT5G43950	AT5G43950.1		5	17686500	17688668	17686500	17688668	17688668
AT5G02290	AT5G02290.1	250990_at	5	470182	472907	470182	472774	472774
AT5G02290	AT5G02290.2	250990_at	5	470182	472907	470182	472907	472907
AT4G27160	AT4G27160.1	253895_at	4	13611796	13612563	13611796	13612563	13611796
AT4G25810	AT4G25810.1	254042_at	4	13128394	13129927	13128394	13129927	13128394
AT1G19550	AT1G19550.1	261149_s_at	1	6767451	6768158	6767451	6768158	6768158
AT5G50420	AT5G50420.1	248507_at	5	20530200	20532856	20530200	20532856	20532856
AT2G33190	AT2G33190.1		2	14067866	14069149	14067866	14069149	14067866
AT1G61420	AT1G61420.4	264766_at	1	22660460	22664502	22660557	22663963	22663963
AT1G61420	AT1G61420.2	264766_at	1	22660460	22664502	22660557	22664174	22664174
AT1G61420	AT1G61420.5	264766_at	1	22660460	22664502	22660557	22664142	22664142
AT1G61420	AT1G61420.3	264766_at	1	22660460	22664502	22660557	22664502	22664502
AT1G61420	AT1G61420.1	264766_at	1	22660460	22664502	22660460	22664487	22664487
AT2G13370	AT2G13370.3	263349_at	2	5544054	5556560	5544181	5556550	5556550
AT2G13370	AT2G13370.2	263349_at	2	5544054	5556560	5544054	5556560	5556560
AT2G13370	AT2G13370.1	263349_at	2	5544054	5556560	5544054	5556560	5556560
AT5G59690	AT5G59690.1	247692_s_at	5	24051474	24052218	24051474	24052218	24051474
AT5G47780	AT5G47780.1	248721_at	5	19347874	19350976	19347874	19350976	19347874
AT1G62490	AT1G62490.1	265110_at	1	23129872	23131533	23129872	23131533	23131533
AT3G58580	AT3G58580.1	251582_at	3	21660598	21664095	21660598	21664095	21664095
AT3G17465	AT3G17465.1	258404_at	3	5977722	5979694	5977722	5979694	5979694
AT4G32120	AT4G32120.1	253465_at	4	15516776	15519996	15516776	15519996	15519996
AT4G21460	AT4G21460.2	257063_s_at	4	11428445	11430768	11428445	11430746	11428445
AT4G21460	AT4G21460.1	257063_s_at	4	11428445	11430768	11428510	11430768	11428510
AT5G01700	AT5G01700.1	251103_at	5	260723	263451	260723	263451	263451
AT5G01700	AT5G01700.2	251103_at	5	260723	263451	260748	263185	263185
AT2G47160	AT2G47160.1	263319_at	2	19357420	19361328	19357420	19361328	19361328
AT2G47160	AT2G47160.2	263319_at	2	19357420	19361328	19357478	19361162	19361162
AT1G80210	AT1G80210.2	262044_s_at	1	30163129	30165755	30163129	30165755	30165755
AT1G80210	AT1G80210.1	262044_s_at	1	30163129	30165755	30163129	30165755	30165755
AT2G17905	AT2G17905.1		2	7777279	7777805	7777279	7777805	7777279
AT5G63225	AT5G63225.1		5	25356133	25356767	25356133	25356767	25356767
AT1G16960	AT1G16960.1		1	5799741	5800887	5799741	5800887	5799741
AT1G19120	AT1G19120.1	259477_at	1	6608115	6609369	6608115	6609369	6608115
AT3G09850	AT3G09850.1	258660_at	3	3023141	3025945	3023141	3025945	3025945
AT5G56300	AT5G56300.1	248011_at	5	22799507	22801692	22799507	22801692	22799507
AT2G42840	AT2G42840.1	263979_at	2	17826071	17827648	17826071	17827648	17827648
AT4G27740	AT4G27740.1		4	13839038	13839842	13839038	13839842	13839038
AT2G46240	AT2G46240.1	266590_at	2	18986133	18990220	18986133	18990220	18986133
AT5G35732	AT5G35732.2		5	13897778	13899087	13897778	13899087	13897778
AT5G35732	AT5G35732.1		5	13897778	13899087	13897778	13898488	13897778
AT3G25090	AT3G25090.2	257812_at	3	9140039	9141094	9140039	9141094	9141094
AT3G25090	AT3G25090.1	257812_at	3	9140039	9141094	9140039	9141094	9141094
AT1G24625	AT1G24625.1	265029_at	1	8725789	8727212	8725789	8727212	8727212
AT2G34540	AT2G34540.2	266953_at	2	14550614	14552339	14550614	14552339	14550614
AT2G34540	AT2G34540.1	266953_at	2	14550614	14552339	14550657	14552230	14550657
AT2G47410	AT2G47410.1	260526_at	2	19448139	19457303	19448307	19457303	19448307
AT2G47410	AT2G47410.4	260526_at	2	19448139	19457303	19448307	19457280	19448307
AT2G47410	AT2G47410.3	260526_at	2	19448139	19457303	19448307	19457280	19448307
AT2G47410	AT2G47410.2	260526_at	2	19448139	19457303	19448139	19457294	19448139
AT2G47410	AT2G47410.5	260526_at	2	19448139	19457303	19448307	19457303	19448307
AT2G47410	AT2G47410.6	260526_at	2	19448139	19457303	19449923	19457292	19449923
AT5G37660	AT5G37660.1	249574_at	5	14959614	14961620	14959614	14961620	14959614
AT5G37660	AT5G37660.2	249574_at	5	14959614	14961620	14959797	14961585	14959797
AT4G00005	AT4G00005.1		4	1180	1536	1180	1536	1536
AT1G07070	AT1G07070.1	256065_at	1	2168561	2169957	2168561	2169957	2168561
AT2G45190	AT2G45190.2	245138_at	2	18628252	18630779	18628265	18630428	18630428
AT2G45190	AT2G45190.1	245138_at	2	18628252	18630779	18628252	18630779	18630779
AT3G42940	AT3G42940.1	252776_at	3	15006613	15007194	15006613	15007194	15006613
AT1G13200	AT1G13200.1	262771_at	1	4507221	4508528	4507221	4508528	4508528
AT5G30495	AT5G30495.2		5	11379907	11381657	11379907	11381657	11379907
AT5G30495	AT5G30495.1		5	11379907	11381657	11380102	11381600	11380102
AT1G74410	AT1G74410.1	260231_at	1	27965534	27967926	27965534	27967926	27965534
AT5G57490	AT5G57490.1	247923_at	5	23283617	23286005	23283617	23286005	23286005
AT1G27720	AT1G27720.5	261643_at	1	9642486	9647620	9642486	9647455	9647455
AT1G27720	AT1G27720.8	261643_at	1	9642486	9647620	9643239	9647431	9647431
AT1G27720	AT1G27720.2	261643_at	1	9642486	9647620	9642486	9647148	9647148
AT1G27720	AT1G27720.6	261643_at	1	9642486	9647620	9643199	9647620	9647620
AT1G27720	AT1G27720.1	261643_at	1	9642486	9647620	9643351	9647376	9647376
AT1G27720	AT1G27720.7	261643_at	1	9642486	9647620	9643199	9647620	9647620
AT1G27720	AT1G27720.4	261643_at	1	9642486	9647620	9642486	9647455	9647455
AT1G27720	AT1G27720.3	261643_at	1	9642486	9647620	9642486	9647148	9647148
AT1G27720	AT1G27720.9	261643_at	1	9642486	9647620	9643351	9647324	9647324
AT3G20720	AT3G20720.2	257973_at	3	7239896	7247030	7239896	7247030	7239896
AT3G20720	AT3G20720.1	257973_at	3	7239896	7247030	7239908	7247005	7239908
AT5G22220	AT5G22220.2	245685_at	5	7360535	7364505	7360535	7364505	7360535
AT5G22220	AT5G22220.3	245685_at	5	7360535	7364505	7360535	7364336	7360535
AT4G31715	AT4G31715.1		4	15353659	15354046	15353659	15354046	15353659
AT1G02620	AT1G02620.1	260930_at	1	557092	558774	557092	558774	557092
AT3G04320	AT3G04320.1	258586_s_at	3	1143694	1144672	1143773	1144661	1143773
AT3G04320	AT3G04320.2	258586_s_at	3	1143694	1144672	1143694	1144672	1143694
AT1G58070	AT1G58070.1	245864_at	1	21502905	21504078	21502905	21504078	21502905
AT5G53440	AT5G53440.1	248266_at	5	21683144	21688273	21683144	21688273	21688273
AT5G53440	AT5G53440.2	248266_at	5	21683144	21688273	21683493	21688223	21688223
AT5G06510	AT5G06510.6	250688_at	5	1984823	1987064	1984823	1987064	1984823
AT5G06510	AT5G06510.3	250688_at	5	1984823	1987064	1984909	1986986	1984909
AT5G06510	AT5G06510.2	250688_at	5	1984823	1987064	1985102	1987044	1985102
AT5G06510	AT5G06510.5	250688_at	5	1984823	1987064	1984823	1987064	1984823
AT5G06510	AT5G06510.7	250688_at	5	1984823	1987064	1985939	1986986	1985939
AT5G06510	AT5G06510.1	250688_at	5	1984823	1987064	1984823	1987064	1984823
AT5G06510	AT5G06510.4	250688_at	5	1984823	1987064	1984823	1987064	1984823
AT1G64000	AT1G64000.1	262339_at	1	23747304	23749053	23747304	23749053	23747304
AT2G46880	AT2G46880.2	266766_at	2	19264573	19266456	19264694	19266456	19266456
AT2G46880	AT2G46880.1	266766_at	2	19264573	19266456	19264573	19266446	19266446
AT4G29890	AT4G29890.1	253701_at	4	14608833	14610998	14608833	14610998	14608833
AT1G68060	AT1G68060.1	260000_at	1	25510887	25514601	25510887	25514601	25514601
AT2G05830	AT2G05830.3	266033_at	2	2229539	2232149	2229707	2232106	2229707
AT2G05830	AT2G05830.2	266033_at	2	2229539	2232149	2229539	2232149	2229539
AT2G05830	AT2G05830.4	266033_at	2	2229539	2232149	2229665	2231984	2229665
AT2G05830	AT2G05830.1	266033_at	2	2229539	2232149	2229539	2232149	2229539
AT1G33930	AT1G33930.1	260119_at	1	12323474	12327311	12323474	12327311	12323474
AT4G39960	AT4G39960.2	252828_at	4	18533734	18536618	18533820	18536320	18533820
AT4G39960	AT4G39960.1	252828_at	4	18533734	18536618	18533734	18536618	18533734
AT2G27470	AT2G27470.1	265667_at	2	11744981	11746455	11744981	11746455	11746455
AT2G43070	AT2G43070.3	266445_at	2	17910523	17915009	17910888	17915009	17915009
AT2G43070	AT2G43070.1	266445_at	2	17910523	17915009	17910523	17914890	17914890
AT2G43070	AT2G43070.4	266445_at	2	17910523	17915009	17910888	17914965	17914965
AT2G43070	AT2G43070.2	266445_at	2	17910523	17915009	17910834	17914932	17914932
AT2G46375	AT2G46375.2		2	19037800	19038431	19037864	19038431	19037864
AT2G46375	AT2G46375.1	263784_at	2	19037800	19038431	19037800	19038385	19037800
AT2G46375	AT2G46375.3	263784_at	2	19037800	19038431	19037864	19038379	19037864
AT2G47550	AT2G47550.1	245151_at	2	19508929	19511792	19508929	19511792	19508929
AT4G05190	AT4G05190.1	255265_at	4	2675064	2680214	2675064	2680214	2675064
AT4G05190	AT4G05190.2	255265_at	4	2675064	2680214	2675560	2679666	2675560
AT3G14590	AT3G14590.3		3	4904270	4908067	4904270	4907954	4907954
AT3G14590	AT3G14590.4		3	4904270	4908067	4904270	4907954	4907954
AT3G14590	AT3G14590.1		3	4904270	4908067	4904348	4907993	4907993
AT3G14590	AT3G14590.2		3	4904270	4908067	4904278	4908067	4908067
AT3G14590	AT3G14590.5		3	4904270	4908067	4904270	4907423	4907423
AT4G20235	AT4G20235.2	254513_at	4	10928948	10931277	10928948	10930459	10930459
AT4G20235	AT4G20235.1	254513_at	4	10928948	10931277	10929146	10931277	10931277
AT5G54290	AT5G54290.1	248181_at	5	22051034	22054028	22051037	22054028	22051037
AT5G54290	AT5G54290.2	248181_at	5	22051034	22054028	22051034	22053974	22051034
