Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
AT2G39855.1	151	22.85	24.89
AT2G39855.4	142	21.53	23.43
AT2G37500.1	468	21.51	24.31
AT2G37500.2	409	21.02	23.97
AT4G13520.2	62	21.25	24.4
AT4G13520.1	62	21.25	24.4
AT2G20670.1	294	23.03	25.03
AT5G25860.1	448	25.37	27.92
AT3G45240.2	396	23.26	25.26
AT3G45240.3	393	23.17	25.14
AT3G45240.1	396	23.26	25.26
AT1G03445.1	793	23.34	25.44
AT1G03445.2	786	23.52	25.69
AT3G47200.1	476	24.66	27.66
AT3G47200.2	476	24.66	27.66
AT3G20395.1	223	24.78	27.56
AT3G15518.1	106	22.51	22.95
AT1G26510.1	397	24.96	27.58
AT1G28640.1	389	24.3	27.25
AT4G32630.6	627	22.08	23.89
AT4G32630.4	627	22.08	23.89
AT4G32630.5	627	22.08	23.89
AT4G32630.2	628	22.08	23.86
AT4G32630.3	627	22.08	23.89
AT4G32630.1	627	22.08	23.89
AT4G38290.1	108	24.67	27.07
AT1G72820.1	349	22.49	25.23
AT1G72820.2	349	22.49	25.23
AT2G26070.1	250	25.66	28.75
AT2G26070.2	288	26.13	29.45
AT5G16420.1	535	24.4	27.14
AT5G16420.3	535	24.4	27.14
AT5G16420.4	535	24.4	27.14
AT5G16420.2	535	24.4	27.14
ATMG01370.1	111	27.94	31.52
AT1G78170.1	221	23.58	25.52
AT5G55310.1	917	22.71	24.7
AT4G11070.1	313	23.68	25.7
AT4G11070.2	281	23.93	25.79
AT1G51340.3	515	23.93	27.3
AT1G51340.5	515	23.93	27.3
AT1G51340.1	509	23.83	27.23
AT1G51340.2	515	23.93	27.3
AT1G51340.4	397	23.41	26.45
AT4G25210.1	368	21.5	23.55
AT3G21600.3	267	22.98	25.38
AT3G21600.1	374	21.9	24.31
AT3G21600.2	361	21.88	24.35
AT3G52710.1	289	21.59	22.96
AT5G25760.1	157	24.29	26.28
AT5G25760.2	157	24.29	26.28
AT3G25550.1	179	25.46	27.32
AT1G54870.2	337	22.67	24.94
AT1G54870.1	335	22.67	24.94
AT1G48320.1	156	22.68	25.49
AT3G08520.1	25	29.29	29.36
AT3G01513.1	216	22.96	25.09
AT3G29637.1	99	20.99	23.07
AT3G29637.2	117	21.34	23.31
AT3G02030.1	662	24.13	26.57
AT3G02030.2	666	24.11	26.53
AT4G34910.1	626	22.22	24.69
AT5G15270.3	533	21.43	23.28
AT5G15270.2	548	21.56	23.4
AT5G15270.1	548	21.56	23.4
AT1G09935.1	231	23.7	25.3
AT1G09935.2	226	23.93	25.58
AT3G02840.1	379	22.69	25.36
AT1G80380.7	323	24.17	27.01
AT1G80380.5	325	24.82	27.92
AT1G80380.4	450	23.79	26.48
AT1G80380.3	364	23.87	26.66
AT1G80380.1	362	24.11	26.59
AT1G80380.8	390	24.49	27.42
AT1G80380.6	325	24.82	27.92
AT1G80380.2	456	23.84	26.52
AT3G47500.1	448	22.28	23.86
AT2G30340.1	268	21.96	23.38
AT2G30340.2	269	21.95	23.46
AT1G36150.1	256	20.33	22.43
AT2G07629.2	162	22.67	23.56
AT2G07629.1	171	22.89	23.85
AT4G19630.1	131	24.75	27.17
AT5G40820.1	2702	23.89	26.46
AT5G40820.4	2702	23.89	26.46
AT5G40820.2	2703	23.89	26.46
AT5G40820.3	2702	23.89	26.46
AT2G43720.1	147	22.5	24.28
AT2G43720.2	108	22.84	24.75
AT1G72645.1	85	26.59	30.72
AT3G07000.1	574	25.66	27.61
AT5G61690.2	953	24.07	26.96
AT5G61690.1	952	24.1	26.97
AT3G29630.1	448	24.68	27.11
AT3G29630.2	422	24.72	27.18
AT3G04545.1	81	21.98	25.03
AT5G06190.1	66	24.82	27.14
AT5G06190.2	77	24.27	26.32
AT3G22490.1	262	19.18	20.77
AT5G28720.1	113	22.68	24.38
AT2G27810.2	589	23.17	25.71
AT2G27810.3	542	23.08	25.53
AT2G27810.1	709	23.65	26.28
AT2G27810.4	733	23.75	26.43
AT3G01830.1	146	22.3	24.42
AT3G01830.2	137	21.65	23.61
AT1G51390.1	275	22.37	24.64
AT3G60370.1	242	23.09	25.21
AT3G60370.2	271	23.02	25.2
AT5G39865.1	390	23.41	25.3
AT2G07628.1	99	20.75	22.36
AT5G05580.1	435	26.68	28.86
AT5G05580.2	382	27.19	29.33
AT5G63950.2	1073	22.81	25.07
AT5G63950.1	1090	22.82	25.12
AT5G55220.1	547	22.86	25.04
AT1G29290.1	107	23.59	25.8
AT1G03810.1	143	22.37	24.85
AT1G79530.1	422	22.02	24.82
AT5G58330.2	442	22.65	25.14
AT5G58330.1	443	22.62	25.12
AT5G58330.3	334	22.59	25.1
AT1G09480.1	369	23.65	26.54
AT1G09480.2	322	23.49	26.5
AT5G24740.3	3521	23.6	26.14
AT5G24740.5	3446	23.47	26
AT5G24740.6	3303	23.53	26.03
AT5G24740.4	3446	23.51	26.05
AT5G24740.2	3484	23.55	26.07
AT5G24740.1	3464	23.52	26.06
AT3G47960.1	636	24.93	28.1
AT2G42430.1	245	22.38	24.14
AT3G24575.1	120	22.71	23.89
AT5G38470.1	378	20.53	22.13
AT5G38470.2	332	20.37	22.12
AT1G74070.1	317	22.06	24.33
AT1G74070.2	280	22.04	24.24
AT4G14840.2	555	22.12	23.99
AT4G14840.1	555	22.12	23.99
AT4G14840.3	555	22.12	23.99
AT4G04260.3	140	24.47	26.73
AT4G04260.1	193	24.3	26.37
AT4G04260.2	206	24.3	26.52
AT3G56610.1	128	24.46	27.18
AT5G03630.1	435	23.34	26.15
AT3G62880.1	136	21.47	24.24
AT3G62880.2	121	21.94	24.71
AT5G02020.2	137	21.02	22.58
AT5G02020.1	149	21.03	22.52
AT3G29400.1	658	23.52	25.91
AT1G15570.1	450	23.14	25.57
AT2G43261.2	188	24.21	26.4
AT2G43261.1	190	24.18	26.39
AT2G43261.4	189	25.91	28.41
AT2G43261.3	189	25.91	28.41
AT4G12750.1	1117	23.19	25.15
AT4G23355.1	402	24.59	27.03
AT1G80660.3	927	23.5	26.12
AT1G80660.2	825	23.62	26.19
AT1G80660.4	928	23.49	26.11
AT1G80660.1	954	23.55	26.14
AT4G00580.1	317	20.47	22.7
AT4G00580.2	310	20.56	22.73
AT1G22800.1	355	22.9	25.36
AT1G07480.1	375	21.67	23.23
AT1G07480.3	381	21.88	23.44
AT1G07480.2	375	21.67	23.23
AT1G29320.1	468	22.68	24.72
AT1G29320.2	469	22.65	24.7
AT5G01090.1	353	24.02	27.06
AT5G17260.1	476	23.98	25.81
AT3G20080.4	386	23.34	25.63
AT3G20080.2	523	24.15	26.72
AT3G20080.5	386	23.34	25.63
AT3G20080.6	386	23.34	25.63
AT3G20080.3	386	23.34	25.63
AT3G20080.1	523	24.15	26.72
AT1G72500.1	756	23.81	26.22
AT1G72500.2	613	23.91	26.51
AT1G72500.3	587	23.98	26.64
AT3G19650.1	302	21.5	21.58
AT3G15300.1	219	21.81	23.37
AT3G16720.1	304	22.72	24.11
AT5G50340.3	627	22.23	24.61
AT5G50340.2	587	22.21	24.61
AT5G50340.1	627	22.23	24.61
AT2G27010.1	498	24.38	26.99
AT1G32920.1	78	22.35	24.98
AT5G63110.1	471	23.41	25.35
AT2G36580.1	527	22.67	25.26
AT1G30590.2	607	23.8	26.61
AT1G30590.1	604	23.73	26.51
AT1G30590.3	607	23.8	26.61
AT4G11560.2	488	22.28	24.06
AT4G11560.1	587	22.01	23.75
AT4G00030.1	212	23.99	26.36
AT3G19540.1	485	22.51	24.32
AT1G60500.1	669	22.84	25.27
AT1G67170.2	359	22.09	22.8
AT1G67170.1	359	22.09	22.8
AT5G09720.1	294	22.72	24.86
AT5G09720.2	294	22.72	24.86
AT1G45688.1	342	23.33	25.44
AT1G45688.2	248	22.86	24.88
AT1G34780.1	310	24.11	26.67
AT1G34780.2	281	23.99	26.57
AT2G39370.1	328	22.67	24.69
AT1G52740.1	134	22	24.45
AT1G59720.1	638	24.28	26.57
AT5G16860.1	850	24.32	26.98
AT5G11960.1	344	24.19	27.27
AT2G28160.1	318	22.17	24.7
AT2G28160.2	311	21.91	24.4
AT2G42180.1	166	24.34	26.66
AT4G00585.1	88	25.19	26.41
AT5G56210.1	509	21.34	23.28
AT4G17720.1	313	20.97	23.25
AT3G11800.1	246	23.55	26.85
AT3G07930.2	358	22.66	24.55
AT3G07930.3	445	23.25	25.25
AT3G07930.1	352	22.74	24.63
AT3G07930.4	329	23.83	25.76
AT1G52415.1	116	25.36	27.17
ATMG00720.1	107	24.51	27.33
AT4G22340.2	365	27.49	30.98
AT4G22340.1	423	26.92	30.24
AT4G22340.3	447	26.83	30.23
AT4G12940.1	151	25.9	28.55
AT4G08290.1	384	24.41	27.74
AT4G08290.2	282	25.07	28.46
AT3G10900.1	408	24.15	27.07
AT5G62800.2	314	23.97	25.98
AT5G62800.1	348	23.99	26.21
AT5G44306.1	57	25.65	27.85
AT3G13070.1	661	23.06	25.48
AT1G47670.1	519	25.83	28.97
AT5G42970.1	397	22.47	24.65
AT2G28650.1	573	23.68	26.38
AT4G08900.1	342	22.22	24.38
AT3G15520.2	326	21.91	24.97
AT3G15520.4	366	22.3	25.21
AT3G15520.3	466	22.43	25.37
AT3G15520.1	466	22.43	25.37
AT2G15980.1	498	23.36	25.68
AT4G03580.1	228	22.71	24.2
AT1G75090.1	329	23.58	25.71
AT1G07025.1	166	25.38	27.44
AT1G16530.1	165	24.22	26.21
AT1G05520.1	783	23.08	25.43
AT1G21920.1	417	23.81	26.25
AT1G21920.2	369	24.6	27.25
AT2G14660.1	158	23.68	26.08
AT4G26200.1	447	23.8	26.11
AT5G46660.1	305	25.14	27.47
AT4G34660.2	345	21.97	23.35
AT4G34660.3	317	22.02	23.62
AT4G34660.1	368	21.87	23.35
AT4G14695.3	109	25.53	28.02
AT4G14695.1	109	25.53	28.02
AT4G14695.2	91	24.42	26.81
AT1G24660.1	10	26.19	30.95
AT5G43050.1	158	25.09	28.24
AT2G12461.1	44	23.1	25.51
AT4G21650.1	766	22.52	25.31
AT1G79720.1	484	22.68	25.9
AT5G17630.1	417	24.84	28.25
AT3G01900.1	496	24.39	26.8
AT4G34300.1	313	22.94	25.12
AT1G04778.1	56	18.87	19.9
ATMG00560.1	349	23.19	25.42
AT1G71090.1	457	23.98	26.96
AT3G21640.1	365	23.96	25.84
AT3G47450.2	561	23.2	25.3
AT3G47450.1	561	23.2	25.31
AT1G63490.4	1462	24.02	26.24
AT1G63490.2	1461	24.03	26.25
AT1G63490.1	1208	23.9	26.16
AT1G63490.3	1002	23.41	25.62
AT2G27540.1	35	23.06	26.2
AT3G25014.1	53	24.36	26.89
AT2G30700.2	467	22.68	25.49
AT2G30700.1	480	22.75	25.52
ATMG00030.1	107	25.27	27.47
AT1G12570.1	572	22.93	25.31
AT5G24314.2	169	23.76	25.88
AT5G24314.1	161	23.8	25.75
AT2G38570.2	262	23.66	26.83
AT2G38570.1	328	22.94	25.52
AT5G54530.1	161	23.69	26.64
AT3G25530.2	278	22.33	25.48
AT3G25530.1	289	22.33	25.5
AT3G25530.3	207	22.49	25.84
AT5G28510.1	533	25.4	27.99
AT2G33090.1	248	22.78	25.13
AT1G52330.1	214	23.96	26.63
AT1G52330.2	227	25.54	28.6
AT4G01920.1	658	25.62	27.65
AT5G21130.1	281	23.35	26.21
AT2G18245.1	398	23.57	25.93
AT2G40230.1	433	23.06	25.66
AT4G00895.1	191	22.26	24.57
AT1G58400.3	910	24.98	27.34
AT1G58400.1	900	24.95	27.3
AT1G58400.2	910	24.98	27.34
AT3G30775.1	499	22.9	25.1
AT3G30775.2	499	22.9	25.1
AT3G13062.2	440	23.98	26.47
AT3G13062.1	403	24.01	26.48
AT3G13062.3	411	24.15	26.7
AT5G41330.2	458	22.82	25.39
AT5G41330.1	458	22.82	25.39
AT2G06645.1	163	22.27	24.42
AT1G15080.1	290	26.09	28.81
AT1G60040.1	284	23.17	25.41
AT5G39450.1	579	24.54	27.08
AT5G01500.1	415	22.75	25.52
AT1G29950.2	251	21.5	23.56
AT1G29950.1	251	21.5	23.56
AT3G54150.1	323	24.07	26.28
AT3G54150.2	260	24.75	27.24
AT5G43150.1	91	27.75	28.86
AT3G55880.2	215	25.65	29.05
AT3G55880.1	198	25.56	29.16
AT3G55880.3	215	25.65	29.05
AT3G55880.4	198	25.56	29.16
AT2G04305.1	434	24.31	26.56
AT1G44970.1	346	22.83	25.53
AT5G39380.4	507	21.43	23.21
AT5G39380.3	507	21.43	23.21
AT5G39380.5	507	21.43	23.21
AT5G39380.2	507	21.43	23.21
AT5G39380.1	507	21.43	23.21
AT4G01840.1	408	24.49	26.99
AT4G23420.4	261	22.77	25.57
AT4G23420.1	316	22.57	25.47
AT4G23420.3	333	22.27	25.02
AT4G23420.5	265	22.64	25.47
AT4G23420.2	316	22.57	25.47
AT3G26650.1	396	22.57	25.53
AT5G14360.1	163	23.68	26.2
AT1G53633.1	111	21.39	24.09
AT1G68690.4	662	21.42	22.34
AT1G68690.1	708	21.32	22.22
AT1G68690.3	708	21.32	22.22
AT1G68690.2	708	21.32	22.22
AT2G02760.1	152	23.55	25.29
AT2G02760.2	152	23.55	25.29
AT2G02760.4	152	23.55	25.29
AT2G02760.3	152	23.55	25.29
AT1G25220.1	276	23.28	25.57
AT1G25220.2	289	23.58	25.95
AT3G45130.2	764	25.36	27.73
AT3G45130.4	756	25.28	27.65
AT3G45130.1	756	25.28	27.65
AT3G45130.5	756	25.28	27.65
AT3G45130.3	764	25.36	27.73
AT5G54900.1	387	22.35	23.99
AT4G12430.1	368	23.92	26.51
AT5G41160.1	364	24.73	28.58
AT4G36870.2	739	21.87	23.13
AT4G36870.4	551	22.45	23.51
AT4G36870.1	739	21.87	23.13
AT4G36870.3	563	22.52	23.6
AT1G56090.2	346	23.02	25.08
AT1G56090.1	272	21.64	23.17
AT1G14790.1	1107	24.49	26.97
AT1G80133.1	99	24.94	26.74
AT1G62870.1	762	23.47	25.44
AT3G01890.1	458	23.6	25.37
AT3G29240.1	317	23.12	25.69
AT3G29240.2	317	23.12	25.69
AT1G02610.1	221	23.96	25.57
AT1G02610.3	155	23.72	25.3
AT1G02610.2	203	24.7	26.79
AT4G11410.2	262	23.44	26.15
AT4G11410.1	317	22.83	25.41
AT3G14710.1	442	24.28	27.07
AT4G30890.1	551	22.09	24.53
AT4G30890.2	551	22.09	24.53
AT4G30890.3	551	22.09	24.53
AT5G47080.4	282	23.1	25.49
AT5G47080.1	287	23.16	25.55
AT5G47080.3	253	22.62	25.11
AT5G47080.2	256	22.51	24.97
AT2G40700.1	610	23.39	25.65
AT1G07150.2	493	23.59	25.82
AT1G07150.1	499	23.47	25.69
AT5G09800.1	409	23.16	26.17
AT1G35880.1	222	23.39	26.24
AT1G80320.1	320	24.82	26.96
AT2G16900.5	382	21.38	23.09
AT2G16900.6	382	21.38	23.09
AT2G16900.3	293	21.44	23.25
AT2G16900.4	293	21.44	23.25
AT2G16900.2	293	21.44	23.25
AT2G16900.7	293	21.44	23.25
AT2G16900.1	382	21.38	23.09
AT4G13950.1	113	23	25.3
AT1G73810.1	418	25.59	27.82
AT4G38920.2	138	22.42	26.05
AT4G38920.1	164	22.59	26.27
AT3G42550.1	430	24.53	27.3
AT1G73720.1	511	23.78	25.91
AT4G28220.2	505	22.99	25.32
AT4G28220.1	571	23.34	25.65
AT5G09290.1	345	22.04	24.19
AT4G39890.1	214	22.95	25.81
ATMG01250.1	122	24.86	27.25
AT1G51290.1	377	26.42	29.65
AT4G09780.2	416	26.03	29.09
AT4G09780.1	427	26.15	29.27
AT5G04630.1	509	24.53	27.04
AT4G04720.2	531	23.66	25.72
AT4G04720.1	531	23.66	25.72
AT2G28020.1	70	24.22	26.71
AT1G79970.3	106	21.94	23.34
AT1G79970.2	218	22.58	24.67
AT1G79970.1	240	21.7	23.56
AT4G22217.1	87	24.14	26.59
AT1G28480.1	137	21.98	24.14
AT1G31690.1	677	24.69	27.03
AT1G07680.1	152	22.58	25.77
AT1G15340.2	332	19.13	20.25
AT1G15340.1	384	19.62	20.71
AT2G33780.1	204	23.43	24.67
AT3G11370.1	589	25.7	27.73
ATMG00890.1	106	21.92	24.17
AT3G55780.1	380	24.71	27.74
AT5G22960.1	190	24.2	27.27
AT3G55840.1	428	24.01	26.34
AT3G07610.3	1049	23.29	25.21
AT3G07610.2	762	23.81	25.92
AT3G07610.1	1027	23.13	25
AT5G63280.1	271	24.69	26.72
AT2G01370.1	252	24.04	26.61
ATCG00670.1	196	24.52	26.84
AT3G10020.2	142	23.19	24.24
AT3G10020.1	149	21.49	22.31
AT3G28875.1	167	22.21	25.01
AT5G47200.1	202	22.79	25.61
AT3G55000.1	260	21.4	22.87
AT1G51190.1	568	22.32	24.12
AT5G55893.1	267	22.85	25.68
AT5G55893.3	267	22.85	25.68
AT5G55893.2	267	22.85	25.68
AT4G29273.1	77	24.57	27.92
AT5G49830.2	814	22.57	25.1
AT5G49830.1	752	22.14	24.53
AT5G49830.3	783	22.33	24.76
AT2G01590.1	174	23.28	25.56
AT2G01590.2	174	23.27	25.57
AT1G18360.1	382	23.3	25.97
AT1G72410.2	1145	21.3	22.95
AT1G72410.1	1163	21.29	22.95
AT1G01140.3	451	23.55	26.01
AT1G01140.1	447	23.6	26.05
AT1G01140.2	449	23.61	26.05
AT3G19560.1	361	25.67	28.68
AT5G66780.2	102	21.55	23.21
AT5G66780.1	121	21.63	23.07
AT5G40030.1	499	23.55	26.04
AT3G58060.2	411	24.2	26.87
AT3G58060.1	411	24.2	26.87
AT1G78640.1	272	23.43	25.62
AT3G21351.1	72	21.68	23.68
AT3G13150.1	551	22.08	25
AT5G65225.1	225	25.62	28.75
AT5G46950.1	174	22.35	25.98
AT2G17540.1	275	20.4	22.57
AT2G17540.2	275	20.4	22.57
AT2G17540.3	275	20.4	22.57
AT2G17540.4	275	20.4	22.57
AT1G54790.1	382	24.12	27.47
AT1G54790.3	383	24.1	27.45
AT1G54790.2	408	24.21	27.6
AT5G66260.1	99	24.54	26.72
AT4G17970.1	560	23.41	25.98
AT5G27490.1	282	25.33	28.77
AT2G21950.1	372	24.12	26.26
AT1G70520.1	649	23.3	25.96
AT1G17285.2	155	22.93	24.83
AT1G17285.1	95	22.47	24.36
AT1G60490.1	814	24.4	26.78
AT5G47650.5	278	24.34	26.49
AT5G47650.3	278	24.34	26.49
AT5G47650.2	325	24.31	26.53
AT5G47650.4	324	24.28	26.5
AT5G47650.1	278	24.34	26.49
AT1G32180.1	979	24.58	27.22
AT1G32180.2	979	24.58	27.22
AT3G11530.3	92	25.82	29.03
AT3G11530.1	113	26.42	29.73
AT3G11530.2	113	26.42	29.73
AT5G44760.1	478	23.85	25.95
AT2G36620.1	164	23.95	25.8
AT4G23390.1	401	24.72	27.5
AT4G28830.2	161	22.21	25.1
AT4G28830.4	208	23.26	25.89
AT4G28830.3	208	23.26	25.89
AT4G28830.1	208	23.26	25.89
AT1G31800.1	595	23.78	26.2
AT4G17870.1	191	22.92	24.59
AT2G26240.1	108	22.56	26.44
AT1G72420.5	185	24.98	27.79
AT1G72420.1	228	24.46	27.1
AT1G72420.3	142	24.96	27.81
AT1G72420.6	142	24.96	27.81
AT1G72420.4	217	24.74	27.51
AT1G72420.2	228	24.46	27.1
AT3G46510.1	660	21.39	23.38
AT5G55170.2	106	25.23	28.09
AT5G55170.1	111	23.26	25.7
AT5G55170.3	107	23.37	25.82
AT5G20330.1	345	23.43	26.62
AT1G77680.1	1055	22.79	24.95
AT1G68650.1	228	23.99	27.36
AT2G29605.1	401	22.36	23.84
AT2G22750.4	332	22.61	24.94
AT2G22750.5	329	22.68	25.01
AT2G22750.2	305	22.26	24.62
AT2G22750.3	333	22.63	24.97
AT2G22750.1	304	22.23	24.58
AT1G31990.1	325	26.72	29.13
AT4G03130.2	770	22	23.87
AT4G03130.4	678	21.81	23.66
AT4G03130.3	706	21.87	23.69
AT4G03130.1	766	21.98	23.84
AT2G43760.1	198	23.17	25.14
AT2G43760.2	198	23.17	25.14
AT2G43760.3	198	23.17	25.14
AT3G07670.1	504	24.03	26.42
AT3G07670.2	366	24.81	27.34
AT5G45810.1	483	24.09	26.6
AT3G47550.3	288	22.16	23.68
AT3G47550.2	249	22.36	24.01
AT3G47550.6	288	22.16	23.68
AT3G47550.1	232	21.88	23.59
AT5G01380.1	323	23.44	23.75
AT3G03320.1	244	22.73	25.51
AT1G05540.1	367	24.5	26.82
AT1G05540.2	261	24.25	26.67
AT2G15660.1	250	24.84	26.78
AT2G45500.4	354	22.33	24.73
AT2G45500.1	491	22.32	24.63
AT2G45500.5	497	22.48	24.86
AT2G45500.3	354	22.33	24.73
AT2G45500.2	487	22.32	24.64
AT1G61470.1	278	24.24	26.5
ATMG00920.1	215	23.9	26.53
AT1G34795.1	92	24.96	27.32
AT5G09700.1	526	22.81	25.35
AT2G27280.1	427	22.87	24.53
AT3G18650.1	386	22.47	24.62
AT5G46080.1	332	23.3	26.09
AT5G55920.1	682	21.92	23.89
AT2G23950.1	634	23.09	25.78
AT2G23950.2	524	23.15	26.11
AT5G25930.1	1005	23.5	26.54
AT1G10610.1	441	23.59	25.78
AT1G10610.3	344	23.01	25.24
AT1G10610.2	411	23.37	25.59
AT5G47480.2	1054	21.97	24.13
AT5G47480.1	1350	21.51	23.46
AT3G01600.1	366	23.15	25.3
AT3G04690.1	850	23.38	26.17
AT3G03930.1	287	24.21	26.46
AT4G04402.1	167	24.12	27.34
AT5G19810.1	249	22.41	22.66
AT4G24250.2	403	27.13	29.73
AT4G24250.1	478	26.43	28.93
AT5G17930.1	784	23.35	25.66
AT5G67490.1	108	20.49	20.91
AT2G31570.1	169	23.48	26.62
AT3G02060.1	823	24.05	26.44
AT3G02060.2	822	24.04	26.43
AT3G02060.3	823	24.05	26.44
AT1G04380.1	345	24.04	26.55
AT1G04380.2	271	23.99	26.55
AT3G59690.2	517	23.03	24.51
AT3G59690.1	517	23.03	24.51
AT3G15670.1	225	19.64	20.5
AT2G17620.1	429	23.75	26.21
AT5G52760.2	91	23.72	25.87
AT5G52760.1	126	23.37	25.6
AT5G43755.1	176	24.36	26.48
AT3G28130.5	269	25.46	29.17
AT3G28130.1	269	25.46	29.17
AT3G28130.2	355	25.03	28.84
AT3G28130.4	265	24.87	28.67
AT3G28130.3	230	25.51	29.17
AT3G28130.6	216	24.04	27.68
AT5G36120.1	174	23.61	26.56
AT3G47460.2	1174	22.5	24.7
AT3G47460.1	1171	22.49	24.68
AT1G58440.1	531	23.43	26.09
AT2G46190.1	210	25.11	27.92
AT3G10240.1	389	25.65	28.08
AT5G16940.2	135	24.88	27.37
AT5G16940.1	135	24.88	27.37
AT2G21710.1	641	24.58	26.81
AT2G21710.2	560	24.87	27.35
AT2G21710.3	566	24.8	27.23
AT5G60265.1	164	25.95	28.65
AT5G49305.5	384	23.27	26.11
AT5G49305.3	384	23.27	26.11
AT5G49305.4	384	23.27	26.11
AT5G49305.1	384	23.27	26.11
AT5G49305.2	384	23.27	26.11
AT4G18100.1	133	24.32	26.24
AT3G27520.1	198	22.29	23.71
AT4G20410.1	291	22.36	25.01
AT4G20410.2	297	22.73	25.47
AT5G11890.1	287	23.52	25.56
AT4G32420.1	837	21.51	22.11
AT4G32420.5	837	21.51	22.11
AT4G32420.4	820	21.48	22.05
AT4G32420.2	727	21.28	21.68
AT4G32420.3	837	21.51	22.11
AT4G32420.6	837	21.51	22.11
AT1G07280.3	552	22.85	24.9
AT1G07280.1	552	22.85	24.9
AT1G07280.4	495	22.72	24.76
AT1G07280.2	552	22.85	24.9
AT3G56370.1	964	22.25	25.27
AT2G16365.5	455	22.45	24.09
AT2G16365.1	778	23.75	25.81
AT2G16365.2	455	22.45	24.09
AT2G16365.4	727	23.46	25.37
AT2G16365.3	778	23.75	25.81
AT2G16365.6	455	22.45	24.09
AT1G60720.1	289	25.93	27.86
AT5G12460.1	441	25.13	27.42
AT2G35343.1	8	25.79	28.94
AT3G13784.4	572	24.71	27.21
AT3G13784.1	569	24.65	27.16
AT3G13784.3	519	24.48	26.87
AT3G13784.2	572	24.61	27.1
AT3G16010.1	642	24.18	26.78
AT4G21340.1	301	23.05	24.97
AT3G55650.1	510	22.05	24.69
AT5G59900.1	907	24.06	26.99
AT1G06150.1	734	22.46	24.46
AT1G06150.2	736	22.46	24.46
AT5G16080.1	344	23.91	25.94
AT2G31990.2	525	24.64	27.24
AT2G31990.3	487	24.39	26.9
AT2G31990.1	479	24.39	26.92
AT5G10690.1	580	23.41	26.17
AT5G10690.2	580	23.41	26.17
AT4G08520.1	181	22.19	25.4
AT1G12770.2	551	22.74	24.87
AT1G12770.1	551	22.74	24.87
AT3G14350.2	680	22.05	24.71
AT3G14350.1	717	22.07	24.77
AT3G14350.3	689	21.89	24.63
AT1G13630.6	656	24.47	27.75
AT1G13630.4	831	24.67	27.79
AT1G13630.1	806	24.48	27.45
AT1G13630.3	693	24.49	27.75
AT1G13630.2	826	24.74	27.87
AT1G13630.5	818	24.79	27.9
AT1G73100.1	669	22.73	24.84
AT3G46616.3	39	25.56	27.53
AT3G46616.1	50	24.41	26.43
AT3G46616.2	50	24.41	26.43
AT1G08780.1	129	22.16	23.97
AT5G37810.1	283	24.12	27.12
AT3G43180.1	191	23.21	25.57
AT1G48440.1	129	25.7	28.78
AT1G77370.2	156	23.53	26.53
AT1G77370.1	130	22.34	25.15
AT1G15100.1	155	22.94	25.92
AT3G24590.1	291	23.8	26.39
AT3G24590.2	310	24.08	26.72
AT5G01170.1	568	21.48	22.95
AT4G31100.1	786	23.13	25.6
AT1G78590.1	317	22.92	25.23
AT1G78590.2	342	23.05	25.31
AT1G53580.2	294	22.97	25.46
AT1G53580.1	294	22.9	25.38
AT4G02360.1	154	24.1	27.93
AT5G07310.1	263	22.25	23.93
AT2G17055.1	136	25.89	28.78
AT4G19540.1	313	22.01	24.53
AT1G49920.2	785	24.54	26.44
AT1G49920.1	785	24.54	26.44
AT1G55865.1	260	22.76	24.69
AT2G27180.1	165	22.32	24.04
AT3G07180.1	599	23.88	26.43
AT3G07180.2	454	23.81	26.38
AT3G07180.3	591	23.78	26.31
AT5G59340.1	260	22.9	24.69
AT3G26460.1	152	25	26.6
AT2G19080.1	315	24.05	26.9
AT2G19080.2	236	25	28.1
AT2G44920.2	224	21.47	24.54
AT2G44920.1	210	21.96	24.95
AT3G08610.1	65	25.4	27.3
AT1G11655.1	113	25.03	27.55
AT3G25970.1	701	24.17	27.16
AT3G22260.4	245	23.8	25.46
AT3G22260.3	245	23.8	25.46
AT3G22260.6	245	23.8	25.46
AT3G22260.5	245	23.8	25.46
AT3G22260.2	245	23.8	25.46
AT3G22260.1	240	23.84	25.44
AT5G07200.1	380	24.8	27.07
AT3G01650.2	489	22.35	23.94
AT3G01650.1	489	22.35	23.94
AT5G40850.1	369	22.22	24.33
AT5G40850.2	351	22.47	24.6
AT5G40850.3	292	22.72	25.09
AT4G20930.1	347	22.21	24.88
AT4G20930.2	275	21.78	24.37
AT1G02660.1	713	22.38	24.62
AT3G04260.1	910	22.87	24.59
AT1G26190.6	638	23.41	25.84
AT1G26190.1	674	22.83	25.16
AT1G26190.4	522	23.48	25.82
AT1G26190.3	518	23.52	25.97
AT1G26190.5	578	22.75	25.03
AT1G26190.2	480	23.8	26.25
AT2G39990.1	293	22.28	25.01
AT3G15580.1	115	25.13	28.16
AT3G19580.1	273	22.13	23.63
AT3G19580.2	273	22.13	23.63
AT3G61850.5	312	22.44	24.42
AT3G61850.1	296	22.5	24.44
AT3G61850.2	284	22.35	24.32
AT3G61850.4	324	22.57	24.53
AT3G61850.3	284	22.35	24.32
AT4G15440.1	384	23.78	26.68
AT4G27240.1	431	22.27	24.27
