Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner	protein.coding.genome.size
KAF1632136	247	22.93	24.64	6040217
KAF1632137	395	23.05	24.41	6040217
KAF1632138	964	20.5	22.14	6040217
KAF1632139	101	21.84	24.13	6040217
KAF1632140	278	22.25	23.28	6040217
KAF1632141	179	23.8	25.24	6040217
KAF1632142	443	21.83	23.36	6040217
KAF1632143	125	22.71	23.54	6040217
KAF1632144	190	25.09	27.59	6040217
KAF1632145	262	22.13	22.89	6040217
KAF1632146	90	23.51	25.17	6040217
KAF1632147	99	24.42	25.08	6040217
KAF1632148	1255	21.8	22.99	6040217
KAF1632149	217	23.34	24.79	6040217
KAF1632150	71	22.56	24.68	6040217
KAF1632151	473	23.18	24.88	6040217
KAF1632152	462	21.67	22.17	6040217
KAF1632153	272	22.26	24.56	6040217
KAF1632154	790	20.41	21.26	6040217
KAF1632155	472	21.37	22.68	6040217
KAF1632156	178	24.92	26.53	6040217
KAF1632157	368	22.04	23.4	6040217
KAF1632158	232	23.63	26.01	6040217
KAF1632159	212	24.05	25.72	6040217
KAF1632160	99	22.74	24.27	6040217
KAF1632161	66	26.45	28.09	6040217
KAF1632162	147	23.89	26.37	6040217
KAF1632163	603	20.66	22.03	6040217
KAF1632164	844	22.75	25.07	6040217
KAF1632165	290	25.52	29.48	6040217
KAF1632166	297	24.5	25.85	6040217
KAF1632167	357	22.31	23.53	6040217
KAF1632168	169	24.33	26.37	6040217
KAF1632171	756	23.91	27.25	6040217
KAF1632172	595	23.95	26.57	6040217
KAF1632173	189	20.46	22.71	6040217
KAF1632174	1236	23.87	26.3	6040217
KAF1632175	846	22.38	23.82	6040217
KAF1632176	334	23.97	25.65	6040217
KAF1632177	705	24.35	25.3	6040217
KAF1632178	189	24.66	26.87	6040217
KAF1632179	443	20.57	21.47	6040217
KAF1632180	858	25.42	28.69	6040217
KAF1632181	1296	23.25	25.48	6040217
KAF1632182	1491	23.66	25.97	6040217
KAF1632183	1010	23.05	24.82	6040217
KAF1632184	300	26.34	29.44	6040217
KAF1632185	172	25.9	28.2	6040217
KAF1632186	158	24.9	27.91	6040217
KAF1632187	702	24.24	26.62	6040217
KAF1632188	795	23.32	24.8	6040217
KAF1632189	77	21.72	22.56	6040217
KAF1632190	629	21.88	23.33	6040217
KAF1632191	604	25.02	27.23	6040217
KAF1632192	101	24.71	26.9	6040217
KAF1632193	379	24.52	27.05	6040217
KAF1632194	482	24.87	27.97	6040217
KAF1632195	410	23.94	25.89	6040217
KAF1632196	176	24.99	27.53	6040217
KAF1632197	234	22.99	25.31	6040217
KAF1632198	612	24.99	27.66	6040217
KAF1632199	139	22.49	24.83	6040217
KAF1632218	695	25.53	27.17	6040217
KAF1632219	871	22.89	25.01	6040217
KAF1632220	1884	23.67	26.06	6040217
KAF1632221	1151	24.7	27.13	6040217
KAF1632222	609	24.19	27.13	6040217
KAF1632223	546	20.02	21.87	6040217
KAF1632231	82	22.51	23.2	6040217
KAF1632233	185	24.57	26.19	6040217
KAF1632234	486	25.64	28.53	6040217
KAF1632235	124	24.54	26.73	6040217
KAF1632236	1160	22.07	23.28	6040217
KAF1632237	424	23.8	26.63	6040217
KAF1632238	145	23.66	25.88	6040217
KAF1632239	258	21.73	22.61	6040217
KAF1632240	527	22.97	25.55	6040217
KAF1632241	809	24.9	27.85	6040217
KAF1632242	243	21.62	23.07	6040217
KAF1632243	252	25.87	29.15	6040217
KAF1632244	326	23.25	24.88	6040217
KAF1632245	85	20.68	21.89	6040217
KAF1632246	729	25.16	28.46	6040217
KAF1632247	634	23.98	26.24	6040217
KAF1632248	230	24.95	26.49	6040217
KAF1632249	2334	23.65	26.23	6040217
KAF1632251	367	21.96	23.21	6040217
KAF1632252	615	22.55	24.56	6040217
KAF1632253	434	22.73	24.25	6040217
KAF1632254	271	23.3	25.75	6040217
KAF1632255	720	23.19	25.17	6040217
KAF1632256	697	21.35	22.87	6040217
KAF1632257	1023	23.41	25.44	6040217
KAF1632258	699	24.18	26.64	6040217
KAF1632259	223	19.88	20.21	6040217
KAF1632260	369	22.24	24.03	6040217
KAF1632261	521	24.37	27.55	6040217
KAF1632262	506	21.52	22.76	6040217
KAF1632263	53	23.75	26.81	6040217
KAF1632264	208	21.82	22.25	6040217
KAF1632265	305	25.02	28.66	6040217
KAF1632267	211	20.47	22.32	6040217
KAF1632268	350	24.11	26.85	6040217
KAF1632269	171	23.37	25.63	6040217
KAF1632270	141	23.52	25.27	6040217
KAF1632271	154	25.23	27.37	6040217
KAF1632272	401	23.96	25.96	6040217
KAF1632273	534	24.18	25.91	6040217
KAF1632274	261	25.25	27.92	6040217
KAF1632275	748	22.72	24.6	6040217
KAF1632276	398	24.01	26.04	6040217
KAF1632277	605	22.36	23.87	6040217
KAF1632278	189	23.89	25.42	6040217
KAF1632279	735	23.82	25.31	6040217
KAF1632280	210	23.8	25.77	6040217
KAF1632281	500	23.89	25.75	6040217
KAF1632282	723	23.85	26.19	6040217
KAF1632283	140	20.75	23.01	6040217
KAF1632284	661	22.09	23.57	6040217
KAF1632285	313	24.51	27.64	6040217
KAF1632286	530	23.11	24.98	6040217
KAF1632287	869	24.48	27.19	6040217
KAF1632288	464	25.35	29	6040217
KAF1632289	504	21.37	23.98	6040217
KAF1632290	422	23.07	24.76	6040217
KAF1632291	198	23.56	25.91	6040217
KAF1632292	254	24.67	27.97	6040217
KAF1632293	760	23.28	25.22	6040217
KAF1632294	155	23.87	26.76	6040217
KAF1632295	427	23.72	25.54	6040217
KAF1632296	102	25.65	28.14	6040217
KAF1632302	86	20.69	23.44	6040217
KAF1632303	1247	24.65	27.15	6040217
KAF1632313	354	26.61	30.42	6040217
KAF1632314	598	21.58	22.67	6040217
KAF1632315	108	26.23	27.92	6040217
KAF1632316	291	22.22	24.8	6040217
KAF1632317	172	25.56	28.79	6040217
KAF1632318	97	26.16	28.85	6040217
KAF1632319	320	26.46	30.38	6040217
KAF1632320	599	24.59	27.27	6040217
KAF1632321	214	24.59	27.16	6040217
KAF1632322	1400	22.54	24.38	6040217
KAF1632323	961	21.91	23.66	6040217
KAF1632324	352	27.87	31.7	6040217
KAF1632325	811	23.87	26.25	6040217
KAF1632326	904	24.86	27.11	6040217
KAF1632327	132	22.31	24.03	6040217
KAF1632328	772	22.09	23.87	6040217
KAF1632329	194	23.79	26.32	6040217
KAF1632330	119	22.81	24.67	6040217
KAF1632331	150	24.57	27.71	6040217
KAF1632332	309	23.16	25.9	6040217
KAF1632333	704	23.9	26.64	6040217
KAF1632334	242	24.27	27.82	6040217
KAF1632335	296	23.35	24.9	6040217
KAF1632336	283	24.58	27.55	6040217
KAF1632337	103	23.69	26.05	6040217
KAF1632338	439	24.78	27.89	6040217
KAF1632339	864	24.83	27.39	6040217
KAF1632340	166	25.17	27.08	6040217
KAF1632341	779	22.21	24.15	6040217
KAF1632342	133	23.84	26.31	6040217
KAF1632344	114	23.34	25.06	6040217
KAF1632345	119	24.12	27.16	6040217
KAF1632347	454	24.52	27.74	6040217
KAF1632350	102	23	25.01	6040217
KAF1632351	401	22.74	24.47	6040217
KAF1632352	141	23.71	27.25	6040217
KAF1632353	780	22.58	23.43	6040217
KAF1632354	150	25.57	27.89	6040217
KAF1632355	189	22.73	24.9	6040217
KAF1632356	280	23.82	26.64	6040217
KAF1632357	339	23.03	24.35	6040217
KAF1632358	640	22.85	24.94	6040217
KAF1632359	426	26.19	28.8	6040217
KAF1632360	159	25.18	27.62	6040217
KAF1632361	412	24.67	26.2	6040217
KAF1632362	239	22.87	24.93	6040217
KAF1632363	798	23.12	24.92	6040217
KAF1632386	633	23.63	25.36	6040217
KAF1632387	237	25.77	28.75	6040217
KAF1632388	419	22.41	24.45	6040217
KAF1632389	502	23.38	25.27	6040217
KAF1632390	241	21.63	22.93	6040217
KAF1632391	95	23.77	26.24	6040217
KAF1632392	71	26.8	29.11	6040217
KAF1632393	166	23.64	25.33	6040217
KAF1632394	200	21.33	22.25	6040217
KAF1632395	598	24.44	26.78	6040217
KAF1632396	496	23.66	25.33	6040217
KAF1632397	361	23.48	25.91	6040217
KAF1632398	491	24.28	25.96	6040217
KAF1632399	172	20.77	21.99	6040217
KAF1632400	91	23.84	26.52	6040217
KAF1632401	539	22.03	23.55	6040217
KAF1632402	770	22.12	22.97	6040217
KAF1632403	314	22.25	23.92	6040217
KAF1632404	58	24.29	26.53	6040217
KAF1632405	209	23.47	26.84	6040217
KAF1632406	1146	23.1	24.63	6040217
KAF1632407	116	22.81	24.88	6040217
KAF1632408	254	23.24	25.26	6040217
KAF1632409	1289	23.17	24.83	6040217
KAF1632410	300	22.89	24.97	6040217
KAF1632411	258	24.45	27.07	6040217
KAF1632412	213	24.5	27.95	6040217
KAF1632413	731	24.41	26.62	6040217
KAF1632414	1053	21.74	23.44	6040217
KAF1632415	286	23	24.92	6040217
KAF1632416	520	25.13	27.64	6040217
KAF1632417	379	23.39	25.56	6040217
KAF1632418	90	23.56	26.44	6040217
KAF1632419	160	24.18	25.81	6040217
KAF1632420	657	24.24	26.45	6040217
KAF1632421	218	23.5	25.72	6040217
KAF1632422	214	23.62	27.04	6040217
KAF1632423	840	23.65	25.93	6040217
KAF1632424	178	23.86	25.81	6040217
KAF1632425	264	23.55	24.41	6040217
KAF1632426	388	23.05	25.33	6040217
KAF1632427	69	21.3	23.07	6040217
KAF1632428	137	25.39	27.76	6040217
KAF1632429	1734	23.89	26.01	6040217
KAF1632430	151	23.29	24.73	6040217
KAF1632431	144	23.55	25.7	6040217
KAF1632432	209	23.62	26.69	6040217
KAF1632433	98	20.92	21.69	6040217
KAF1632434	133	24.32	26.86	6040217
KAF1632435	964	22.93	24.76	6040217
KAF1632436	210	21.48	23.22	6040217
KAF1632437	473	22.59	23.61	6040217
KAF1632438	727	22.86	25.46	6040217
KAF1632439	408	24.87	27.42	6040217
KAF1632440	781	23.34	24.65	6040217
KAF1632441	519	24.23	27.37	6040217
KAF1632442	159	24.06	26.31	6040217
KAF1632443	643	23.34	25.41	6040217
KAF1632444	244	23.46	25.69	6040217
KAF1632445	245	21.39	23.55	6040217
KAF1632446	709	22.48	24.33	6040217
KAF1632447	1191	22.93	24.8	6040217
KAF1632448	168	24.21	26.84	6040217
KAF1632449	390	23.41	25.08	6040217
KAF1632450	188	24.77	26.65	6040217
KAF1632451	257	24.2	27.09	6040217
KAF1632452	1168	22.48	24.42	6040217
KAF1632453	747	22.97	25.16	6040217
KAF1632454	829	24.01	26.31	6040217
KAF1632455	280	22.23	24.84	6040217
KAF1632456	161	23.84	26.51	6040217
KAF1632457	510	23.17	25.41	6040217
KAF1632458	378	23.62	25.62	6040217
KAF1632459	157	24.12	24.33	6040217
KAF1632460	633	24	26.48	6040217
KAF1632461	427	24.98	27.51	6040217
KAF1632462	146	23.78	26.05	6040217
KAF1632463	626	22.31	24.33	6040217
KAF1632464	305	25.16	28	6040217
KAF1632465	97	24.5	27.38	6040217
KAF1632466	560	21.05	20.99	6040217
KAF1632467	569	21.14	22.45	6040217
KAF1632468	391	26.04	29.26	6040217
KAF1632469	683	23.92	26.66	6040217
KAF1632470	238	21.98	23.92	6040217
KAF1632471	160	24.57	26.94	6040217
KAF1632472	134	23.86	26.03	6040217
KAF1632473	115	22.15	22.78	6040217
KAF1632474	135	21.69	24.54	6040217
KAF1632475	481	23.94	25.82	6040217
KAF1632476	828	22.05	23.76	6040217
KAF1632477	355	24.27	26.99	6040217
KAF1632478	353	25.81	28.29	6040217
KAF1632479	582	22.48	25.27	6040217
KAF1632480	322	23.08	25.23	6040217
KAF1632481	352	27.12	30.53	6040217
KAF1632482	624	24.1	26.34	6040217
KAF1632483	466	22.37	25.04	6040217
KAF1632484	56	23.94	27.25	6040217
KAF1632486	574	25.39	27.8	6040217
KAF1632487	315	23.8	25.8	6040217
KAF1632488	1692	23.47	25.34	6040217
KAF1632489	866	24.11	26.93	6040217
KAF1632490	89	27.48	30.01	6040217
KAF1632491	558	22.47	24.61	6040217
KAF1632492	822	23.67	25.8	6040217
KAF1632493	75	21.84	23.2	6040217
KAF1632494	63	25.69	27.35	6040217
KAF1632495	636	22.86	24.75	6040217
KAF1632496	96	26.64	29.43	6040217
KAF1632497	99	26.31	28.84	6040217
KAF1632498	576	23.33	25.92	6040217
KAF1632499	375	24.48	26.84	6040217
KAF1632500	330	23.1	25.77	6040217
KAF1632501	372	24.87	27.66	6040217
KAF1632502	806	22.82	24.65	6040217
KAF1632503	348	24.38	27.11	6040217
KAF1632504	71	27.78	30.03	6040217
KAF1632505	103	20.66	22.76	6040217
KAF1632506	399	23.92	25.59	6040217
KAF1632507	363	24.15	26.35	6040217
KAF1632508	279	25.53	28.9	6040217
KAF1632509	864	23.53	25.72	6040217
KAF1632510	1405	20.78	21.39	6040217
KAF1632511	207	23.58	25.93	6040217
KAF1632512	933	23.27	25.01	6040217
KAF1632513	467	22.22	24.61	6040217
KAF1632514	369	24.3	26.42	6040217
KAF1632515	1182	23.29	25.11	6040217
KAF1632516	392	25.96	28.02	6040217
KAF1632517	200	23.9	25.9	6040217
KAF1632518	472	25.36	28.72	6040217
KAF1632519	125	25.58	28.2	6040217
KAF1632520	247	25.39	27.13	6040217
KAF1632521	1731	23.07	24.87	6040217
KAF1632522	1537	24	26.61	6040217
KAF1632523	789	22.86	25	6040217
KAF1632524	332	22.72	25.29	6040217
KAF1632525	80	23.14	25.09	6040217
KAF1632526	120	24.71	27.64	6040217
KAF1632527	1390	22.5	24.1	6040217
KAF1632528	750	22.7	25.17	6040217
KAF1632529	84	23.7	27.18	6040217
KAF1632530	324	24.93	27.78	6040217
KAF1632531	709	22.93	25.3	6040217
KAF1632532	145	24.82	26.62	6040217
KAF1632533	254	20.17	20.64	6040217
KAF1632534	1050	22.4	24.88	6040217
KAF1632535	139	20.17	22.52	6040217
KAF1632536	565	21.81	24.1	6040217
KAF1632537	72	22.03	23.65	6040217
KAF1632538	124	25.95	29.78	6040217
KAF1632539	187	23.99	26.1	6040217
KAF1632541	186	22.52	24.67	6040217
KAF1632543	150	22.55	25.77	6040217
KAF1632544	291	25.26	28.25	6040217
KAF1632545	207	24.52	27.26	6040217
KAF1632546	1564	21.91	23.65	6040217
KAF1632547	199	24.95	26.26	6040217
KAF1632548	674	21.56	23.15	6040217
KAF1632549	959	22.17	24.23	6040217
KAF1632550	353	21.66	23.19	6040217
KAF1632551	382	23.23	25.19	6040217
KAF1632552	100	23.71	26.71	6040217
KAF1632553	409	23.31	25.97	6040217
KAF1632554	300	22.41	24.82	6040217
KAF1632557	79	23.73	23.46	6040217
KAF1632558	277	25.85	29.36	6040217
KAF1632559	136	24.33	25.57	6040217
KAF1632560	195	24.97	27.16	6040217
KAF1632563	574	22.39	24.65	6040217
KAF1632564	468	21.59	22.95	6040217
KAF1632565	392	22.32	23.76	6040217
KAF1632566	457	24.47	27.15	6040217
KAF1632567	89	24.37	25.83	6040217
KAF1632568	772	22.6	24.04	6040217
KAF1632569	171	25.13	27.06	6040217
KAF1632570	413	22.39	24.12	6040217
KAF1632571	324	25.32	27.61	6040217
KAF1632572	451	22.72	24.13	6040217
KAF1632573	350	26.45	29.05	6040217
KAF1632574	1024	22.82	24.83	6040217
KAF1632575	372	23.47	26.02	6040217
KAF1632576	433	22.75	24.76	6040217
KAF1632577	221	20.28	21.89	6040217
KAF1632578	765	22.92	24.57	6040217
KAF1632579	287	24.65	26.27	6040217
KAF1632580	224	22.87	25.02	6040217
KAF1632581	106	22.56	24.01	6040217
KAF1632582	170	22.56	25.11	6040217
KAF1632583	356	20.93	21.98	6040217
KAF1632584	288	24.34	26.88	6040217
KAF1632585	116	23.51	25.73	6040217
KAF1632586	716	23.26	26.02	6040217
KAF1632587	82	21.7	22.57	6040217
KAF1632588	201	23.22	25.52	6040217
KAF1632589	351	25.86	29.15	6040217
KAF1632590	182	27.13	29.2	6040217
KAF1632591	145	23.86	25.93	6040217
KAF1632592	258	23.17	25.18	6040217
KAF1632593	103	22.5	24.69	6040217
KAF1632594	405	24.06	26.39	6040217
KAF1632595	135	25.09	26.97	6040217
KAF1632596	643	21.44	23.04	6040217
KAF1632597	426	22.67	24.54	6040217
KAF1632598	215	26.52	29.63	6040217
KAF1632599	142	24.77	26.62	6040217
KAF1632600	194	22.35	24.3	6040217
KAF1632601	334	23.64	25.9	6040217
KAF1632602	1071	22.74	24.34	6040217
KAF1632603	912	22.66	24.89	6040217
KAF1632604	1237	23.03	25.62	6040217
KAF1632605	260	22.81	23.91	6040217
KAF1632606	101	23.38	25.77	6040217
KAF1632607	360	23.58	25.3	6040217
KAF1632608	1211	23.23	25.42	6040217
KAF1632609	1934	23.11	25.33	6040217
KAF1632610	151	26.22	29.06	6040217
KAF1632611	399	24.38	27.14	6040217
KAF1632612	521	24.36	26.81	6040217
KAF1632613	363	23.8	25.79	6040217
KAF1632617	174	23.99	25.91	6040217
KAF1632618	1335	22.68	24.78	6040217
KAF1632619	829	23.88	26.39	6040217
KAF1632620	101	22.45	23.09	6040217
KAF1632621	300	22.26	23.94	6040217
KAF1632622	547	23.66	26.13	6040217
KAF1632623	94	26.27	29.34	6040217
KAF1632624	104	23.35	25.14	6040217
KAF1632625	125	22.98	25.14	6040217
KAF1632626	1177	23.22	25.29	6040217
KAF1632627	291	23.23	25.53	6040217
KAF1632628	778	21.39	23.33	6040217
KAF1632629	572	22.83	24.47	6040217
KAF1632630	309	24.51	26.56	6040217
KAF1632631	3732	21.42	22.98	6040217
KAF1632632	243	24.27	25.51	6040217
KAF1632633	338	23.58	24.56	6040217
KAF1632634	186	24.38	26.37	6040217
KAF1632635	157	23.69	25.85	6040217
KAF1632637	133	21.4	22.99	6040217
KAF1632644	451	23.26	25.21	6040217
KAF1632645	588	22.31	23.11	6040217
KAF1632646	591	23.91	25.87	6040217
KAF1632647	272	22.13	23.59	6040217
KAF1632648	681	23.25	25.43	6040217
KAF1632649	1119	21.05	22.69	6040217
KAF1632650	1868	23.64	25.57	6040217
KAF1632651	449	24.54	26.48	6040217
KAF1632652	337	27.05	30.32	6040217
KAF1632653	312	26.26	29.09	6040217
KAF1632654	377	25.49	28.82	6040217
KAF1632655	253	22.3	24.32	6040217
KAF1632656	152	23.68	25.88	6040217
KAF1632657	481	24.77	27.46	6040217
KAF1632658	219	23.21	24.15	6040217
KAF1632659	219	25.3	27.62	6040217
KAF1632660	3968	22.83	24.74	6040217
KAF1632661	71	23.42	25.7	6040217
KAF1632662	338	24.03	26.4	6040217
KAF1632663	616	22.5	24.4	6040217
KAF1632664	700	24.62	26.69	6040217
KAF1632665	131	23.82	26.39	6040217
KAF1632666	554	24.12	26.68	6040217
KAF1632667	243	24.34	26.62	6040217
KAF1632668	197	23.55	26.4	6040217
KAF1632669	95	27.27	29.26	6040217
KAF1632670	134	24.96	27.26	6040217
KAF1632671	72	23.35	25.97	6040217
KAF1632672	391	23.46	25.62	6040217
KAF1632673	435	22.49	24.01	6040217
KAF1632674	465	22.5	24.5	6040217
KAF1632675	525	22.29	24.54	6040217
KAF1632676	1070	24.72	27.47	6040217
KAF1632677	333	22.81	24.33	6040217
KAF1632681	1024	22.47	24.42	6040217
KAF1632682	580	22.4	23.93	6040217
KAF1632683	231	23.98	25.84	6040217
KAF1632684	314	22.35	22.59	6040217
KAF1632685	1044	22.73	24.79	6040217
KAF1632686	250	24.28	26.93	6040217
KAF1632687	1018	22.9	25.04	6040217
KAF1632770	261	24.73	27.37	6040217
KAF1632771	185	23.48	25.99	6040217
KAF1632772	99	21.76	23.84	6040217
KAF1632773	226	22.45	24.61	6040217
KAF1632774	281	21.68	23.6	6040217
KAF1632775	127	21.63	23.79	6040217
KAF1632776	99	25.68	30.07	6040217
KAF1632777	311	26.34	30.28	6040217
KAF1632778	305	27.2	30.92	6040217
KAF1632779	155	24.64	26.1	6040217
KAF1632780	663	24	26.26	6040217
KAF1632781	397	25.41	28.34	6040217
KAF1632782	335	22.02	23.03	6040217
KAF1632783	979	23.51	25.94	6040217
KAF1632784	333	23.02	25.97	6040217
KAF1632785	516	22.35	24.4	6040217
KAF1632786	846	23.16	25.34	6040217
KAF1632787	208	26.44	29.44	6040217
KAF1632788	502	23.44	26.36	6040217
KAF1632789	1139	21.73	23.34	6040217
KAF1632790	59	25.26	28.99	6040217
KAF1632791	731	22.56	22.46	6040217
KAF1632792	451	23.14	25.36	6040217
KAF1632793	94	23.26	25.44	6040217
KAF1632796	95	22.63	23.84	6040217
KAF1632797	140	22.88	22.77	6040217
KAF1632832	474	24.73	26.74	6040217
KAF1632833	111	25.51	26.91	6040217
KAF1632834	390	22.02	25.61	6040217
KAF1632835	352	21.09	22.03	6040217
KAF1632836	690	23.55	26.13	6040217
KAF1632837	137	25.38	28	6040217
KAF1632838	332	26.36	30.22	6040217
KAF1632839	133	22.12	23.08	6040217
KAF1632840	141	22.42	22.72	6040217
KAF1632841	102	21.54	22.47	6040217
KAF1632842	454	24.88	28.34	6040217
KAF1632843	944	23.2	24.85	6040217
KAF1632844	270	23	25.34	6040217
KAF1632845	251	23.12	24.75	6040217
KAF1632846	518	21.11	22.61	6040217
KAF1632847	448	23.41	25.45	6040217
KAF1632848	833	20.62	21.86	6040217
KAF1632849	625	24.95	27.3	6040217
KAF1632850	128	22.94	25.49	6040217
KAF1632851	544	22.79	24.66	6040217
KAF1632852	456	24.7	26.53	6040217
KAF1632853	754	22.61	23.61	6040217
KAF1632854	183	22.97	25.02	6040217
KAF1632855	167	27.82	29.64	6040217
KAF1632856	274	23.71	25.15	6040217
KAF1632857	201	24.23	27.21	6040217
KAF1632858	198	23.09	24.61	6040217
KAF1632859	239	21.29	21.83	6040217
KAF1632860	118	24.29	26.63	6040217
KAF1632861	430	22.01	24.42	6040217
KAF1632862	275	23.35	24.77	6040217
KAF1632863	231	24.7	26.1	6040217
KAF1632864	137	24.7	25.99	6040217
KAF1632865	381	24.25	26.32	6040217
KAF1632866	153	21.74	23.74	6040217
KAF1632867	380	25.23	27.24	6040217
KAF1632868	228	22.61	25.1	6040217
KAF1632869	92	24.47	27.02	6040217
KAF1632870	270	22.15	23.69	6040217
KAF1632871	96	19.74	21.38	6040217
KAF1632872	384	25.94	28.11	6040217
KAF1632873	80	23.78	25.84	6040217
KAF1632874	351	25.1	27.5	6040217
KAF1632875	709	22.52	24.12	6040217
KAF1632876	504	23.22	24.6	6040217
KAF1632877	96	23.33	25.21	6040217
KAF1632878	301	22.13	24.4	6040217
KAF1632879	464	22.37	25.22	6040217
KAF1632880	319	24.06	25.88	6040217
KAF1632881	288	21.66	22.82	6040217
KAF1632882	811	23.26	25.07	6040217
KAF1632883	189	24.92	27.96	6040217
KAF1632884	113	21.95	23.19	6040217
KAF1632885	442	24.18	26.95	6040217
KAF1632886	275	22.14	24.8	6040217
KAF1632887	697	24.1	26.23	6040217
KAF1632888	194	23.82	26.2	6040217
KAF1632889	537	22.4	24.22	6040217
KAF1632890	201	22.01	22.56	6040217
KAF1632891	466	23.14	25.42	6040217
KAF1632892	688	23.56	25.62	6040217
KAF1632893	405	20.51	22.65	6040217
KAF1632894	439	20.63	22.21	6040217
KAF1632895	176	23.99	27.03	6040217
KAF1632896	747	22.6	24.22	6040217
KAF1632897	642	27.08	30.2	6040217
KAF1632898	407	22.62	24.63	6040217
KAF1632899	770	23.53	25.53	6040217
KAF1632900	502	23.86	26.36	6040217
KAF1632901	371	21.52	23.2	6040217
KAF1632902	394	22.27	23.38	6040217
KAF1632903	711	23.78	25.39	6040217
KAF1632904	188	23.55	25.44	6040217
KAF1632905	303	24.5	26.09	6040217
KAF1632906	403	25.84	29.09	6040217
KAF1632907	448	22.5	23.96	6040217
KAF1632908	126	23.08	24.9	6040217
KAF1632909	513	23.58	25.9	6040217
KAF1632910	276	21.92	23.97	6040217
KAF1632911	362	23.63	25.89	6040217
KAF1632912	268	24.97	27.71	6040217
KAF1632913	291	23.21	25.7	6040217
KAF1632914	154	23.83	25.1	6040217
KAF1632915	612	21.17	21.87	6040217
KAF1632916	536	21.32	23.2	6040217
KAF1632917	1089	24	26.55	6040217
KAF1632918	427	22.59	23.2	6040217
KAF1632919	205	24.93	26.12	6040217
KAF1632920	188	27.29	30.57	6040217
KAF1632921	334	25.22	28.42	6040217
KAF1632922	128	22	22.83	6040217
KAF1632923	323	22.78	24.74	6040217
KAF1632924	720	23.92	26.03	6040217
KAF1632925	860	22.5	24.52	6040217
KAF1632926	51	24.36	26.17	6040217
KAF1632927	557	22.95	24.24	6040217
KAF1632928	734	23.54	26.37	6040217
KAF1632929	488	22.73	24.54	6040217
KAF1632930	228	23.83	25.12	6040217
KAF1632931	224	22.18	24.62	6040217
KAF1632932	273	25.3	29.14	6040217
KAF1632933	414	24.4	25.39	6040217
KAF1632934	82	23.32	25.14	6040217
KAF1632935	548	21.47	22.52	6040217
KAF1632936	194	25.48	29.11	6040217
KAF1632937	324	22.24	23.57	6040217
KAF1632938	132	25.05	28.03	6040217
KAF1632939	164	22.01	24.52	6040217
KAF1632940	805	22.15	24.24	6040217
KAF1632941	43	22.09	24.47	6040217
KAF1632942	229	21.87	23.23	6040217
KAF1632943	165	23.85	25.28	6040217
KAF1632944	591	23.58	25.81	6040217
KAF1632945	106	23.6	25	6040217
KAF1632946	232	21.29	22.76	6040217
KAF1632947	393	21.95	23.43	6040217
KAF1632948	868	20.37	21.7	6040217
KAF1632949	278	20.98	22.71	6040217
KAF1632950	248	22.92	25.15	6040217
KAF1632951	200	24.4	27.29	6040217
KAF1632952	2821	24.06	25.83	6040217
KAF1632953	282	23.3	24.61	6040217
KAF1632954	242	22.67	24.65	6040217
KAF1632955	220	20.98	23.12	6040217
KAF1632956	368	25.43	28.99	6040217
KAF1632957	87	24.56	26.21	6040217
KAF1632958	184	23.24	24.41	6040217
KAF1632959	243	25.52	28.52	6040217
KAF1632960	291	22.24	24.88	6040217
KAF1632961	141	24.82	27.44	6040217
KAF1632962	2001	23.36	24.81	6040217
KAF1632963	225	21.21	23.32	6040217
KAF1632964	263	23.16	25.59	6040217
KAF1632965	687	24.03	26.26	6040217
KAF1632966	230	23.49	25.56	6040217
KAF1632967	452	20.8	22.22	6040217
KAF1632968	491	24.1	26.22	6040217
KAF1632969	139	18.3	19.08	6040217
KAF1632970	693	21.36	22.35	6040217
KAF1632971	370	24.32	26.42	6040217
KAF1632972	533	21.26	23.39	6040217
KAF1632973	367	23.12	25.59	6040217
KAF1632974	431	22.79	24.53	6040217
KAF1632975	80	22.64	24.72	6040217
KAF1632976	479	21.47	24.89	6040217
KAF1632980	1048	23.75	25.7	6040217
KAF1632981	331	21.88	24.01	6040217
KAF1632982	131	24.78	27.19	6040217
KAF1632983	344	23.47	26.32	6040217
KAF1632984	359	26	28.51	6040217
KAF1632985	588	22.11	23.72	6040217
KAF1632986	988	22.49	23.52	6040217
KAF1632987	147	23.65	25.88	6040217
KAF1632988	162	25.52	28.36	6040217
KAF1632989	190	22.34	24.24	6040217
KAF1632990	1347	22.75	24.76	6040217
KAF1632991	265	28.61	32.33	6040217
KAF1633105	890	21.37	22.27	6040217
KAF1633106	653	24.75	27.85	6040217
KAF1633107	2276	24.01	26.02	6040217
KAF1633108	441	23.86	25.59	6040217
KAF1633109	108	22.61	23.26	6040217
KAF1633110	547	23.75	26.12	6040217
KAF1633111	70	27.56	31.41	6040217
KAF1633112	378	23.97	26.61	6040217
KAF1633113	304	21.25	24.49	6040217
KAF1633116	1051	23.64	24.97	6040217
KAF1633117	2484	20.67	22.41	6040217
KAF1633118	297	24.27	25.87	6040217
KAF1633119	1067	21.91	23.25	6040217
KAF1633120	76	22.35	23.63	6040217
KAF1633121	76	22.35	23.63	6040217
KAF1633122	549	23.54	25.68	6040217
KAF1633123	114	23.71	24.46	6040217
