Protein.ID	protein_ZT0	protein_ZT4	protein_ZT8	protein_ZT12	protein_ZT16	protein_ZT20	protein_ZT24	protein_ZT28	protein_ZT32	protein_ZT36	protein_ZT40	protein_ZT44	protein_ZT48	protein_ZT52	protein_ZT56	protein_ZT60	protein_ZT64	protein_ZT68	protein_ZT72	protein_ZT76	protein_ZT80	protein_ZT84	protein_ZT88	protein_ZT92	protein_ZT96	protein_ZT100	protein_ZT104	protein_ZT108	protein_ZT112	protein_ZT116	protein_mean.level	protein_max.level	protein_rhythm.pvalue	protein.length	aa.synthesis.average.cost	Mass	Uniprot.ID	RNA_LD03	RNA_LD03	RNA_LD03	RNA_LD06	RNA_LD06	RNA_LD06	RNA_LD09	RNA_LD09	RNA_LD09	RNA_LD12	RNA_LD12	RNA_LD12	RNA_LD15	RNA_LD15	RNA_LD15	RNA_LD18	RNA_LD18	RNA_LD18	RNA_LD21	RNA_LD21	RNA_LD21	RNA_LD24	RNA_LD24	RNA_LD24	RNA_mean.level	RNA_max.level	RNA_rhythm.pvalue_original	RNA_rhythm.pvalue_Brown
Ot01g00860	248150.4024	221891.6384	264705.8051	253099.8475	259368.8883	245446.5268	235624.4575	244023.2914	227131.1867	224974.0006	212215.1019	257909.5657	134052.8427	230238.1103	226843.129	232303.4145	199336.4287	175410.9546	165678.8392	206979.5195	186417.2323	181910.4496	232041.83	219637.0857	192771.9325	147036.0137	215110.3138	158207.8816	164076.1816	125491.2775	209602.80497	264705.8051	0.754945228178175	278	18.48	29.352	NA	7.881281415	7.467094151	7.465594826	7.138932831	7.542564502	7.474029955	7.637643742	7.717366811	7.484421592	7.864415774	7.688885471	8.217053981	8.410727938	8.460665939	7.966965523	8.049246617	8.240781828	8.14906056	7.955223546	7.638605395	7.729535589	8.466549967	7.645447859	7.702054909	7.833089613375	8.466549967	8.12637694602632e-07	8.12637694602632e-07
Ot01g01020	209427.0905	180843.0075	226326.5372	275787.3043	208877.7572	292527.6409	199636.4816	178115.1095	290677.7942	196455.9289	175669.5223	228430.8505	134842.834	214894.8924	260392.7645	311174.9881	161205.0123	176133.4323	107815.8827	161183.4047	211677.0191	177425.4216	225655.5725	244099.7127	206081.5706	202210.444	274287.2416	117792.4587	159304.5282	170376.7131	205977.63059	311174.9881	0.231020828608872	138	20.92	15.805	NA	8.217031374	8.440950527	8.477889628	7.810212225	8.233127098	7.98494558	6.836779813	7.266922164	7.316313387	4.807901944	6.031295199	5.715294121	3.852587516	2.984039893	3.013455098	4.455070081	4.238940485	4.079822613	7.042018719	7.213865772	7.046361532	8.099473848	8.37294446	8.319885898	6.494047040625	8.477889628	0.00169813288640116	0.00169813288640116
Ot01g01290	260583.5375	292435.3234	469621.3862	306746.9901	296948.907	272252.0333	229476.31	428080.5704	407061.9209	335238.329	295548.4613	362200.9286	179205.1948	328066.3564	351586.313	247626.2764	216625.4962	243012.3584	223495.669	314553.5348	302671.6971	258969.7714	381361.192	355334.4348	214171.8122	287212.3771	300298.3522	226631.4997	180915.9378	224362.8728	293076.528126667	469621.3862	0.0817949672857818	309	18.31	34.376	NA	6.822763634	6.480617664	6.519956642	6.559527039	6.618725537	6.455317507	6.616896086	6.33305227	6.369359283	6.992537332	6.521719223	6.726551556	8.143456717	8.267326354	8.115942634	8.919674163	8.815756352	8.6659087735	8.041845893	7.774242938	8.175505183	7.058951762	6.726957053	6.952963464	7.27814812747917	8.919674163	8.75259596205875e-07	8.75259596205875e-07
Ot01g01560	66632805.02	55256243.18	78567167.47	73559295.8	72834640.3	67070837.07	57931074.7	62203547.4	61937765.88	70796058.92	68187352.74	76581010.91	48023550.45	56596818.69	65990913.43	74016116.76	62738616.5	60693935.77	46222651.87	53122167.41	57519673.04	62455873.98	76344401.08	65330377.37	53687585.98	59019280.9	67178792	54513916.33	55530808.36	62388097.68	63097712.5663333	78567167.47	0.00818908027057764	407	18.8	43.115	NA	7.470721595	7.017886903	7.160629385	7.180443653	6.686905281	6.468094724	7.139500676	6.581580675	6.468632005	7.312562336	7.284086651	7.229632927	7.603313712	7.739171423	7.481529423	7.963338426	7.962540208	7.660157527	8.200417489	8.292990642	8.267647916	7.733983509	7.495146899	7.381050716	7.40758186254167	8.292990642	6.65313192518627e-07	6.65313192518627e-07
Ot01g01830	1081051.278	992299.4113	1040852.974	1099067.99	1170187.328	1212152.174	1065535.299	1074116.052	1009983.189	1169000.32	1045983.715	1207012.387	843880.8896	1112725.045	981622.2763	1097467.658	982031.0513	998148.0947	902919.1411	944184.0265	874940.4371	1162322.692	1254864.091	1119085.769	1012411.81	1015332.13	973441.8333	855553.2496	954920.866	987421.6712	1041350.49496667	1254864.091	0.170767749279661	1694	20.01	190.667	NA	7.359433379	6.375556169	6.517379993	6.530211389	5.414595641	5.379175751	7.454020037	6.671139576	6.771111735	7.655659287	6.997012841	6.63266962	7.701073275	7.246175324	7.13002425	7.666305966	7.332411049	7.146214736	7.71783578	8.098969999	8.209284829	7.799941621	7.470644901	7.21369711	7.10377267741667	8.209284829	6.45836031164795e-07	6.45836031164795e-07
Ot01g01960	9633.976281	8776.799502	6905.488593	7375.2713	9209.577988	5108.02227	13101.54188	1944.632519	6153.144829	6191.454121	7235.894712	6820.109215	16600.86118	11428.0826	6813.122646	8190.584723	6966.154022	8211.481433	9247.904827	8201.380808	10774.69905	3082.933161	8729.389282	12495.9061	10753.45298	14840.27007	6342.748236	11188.00172	7135.714991	17904.51035	8912.10371296667	17904.51035	0.061068955845851	465	18.01	52.218	NA	5.761491495	5.335948665	5.009375335	5.228327552	5.000514225	4.729583686	5.37516611	5.090917743	4.883804483	4.697898036	4.852806028	4.469013479	7.088721192	7.165084218	7.107213616	8.94458307	9.205990264	9.107180505	9.042543801	8.723785029	8.856366581	7.807459395	6.820714684	6.988757052	6.55388526016667	9.205990264	0.00396528188470551	0.00396528188470551
Ot01g02390	2637782.172	2479227.133	3562221.278	2572049.71	2745662.039	2301045.748	2149850.669	2969715.269	2586878.682	3064580.865	2307602.42	2427062.709	2163994.974	2625244.483	3079583.062	2891954.275	2416341.796	2197208.553	2443960.176	2650404.703	2989591.434	2439636.828	2885192.97	2393677.598	2564207.748	2486253.073	3302345.605	2808890.96	2459444.357	2381639.153	2632775.01473333	3562221.278	6.88764897011025e-07	385	18.98	42.471	NA	6.090185227	4.363318158	4.367148321	4.587578763	3.80811403	3.664520996	5.336141815	4.34647683	4.128849183	7.505916805	8.040679427	8.242493843	7.929182901	8.116414284	7.99630202	8.450569668	8.001081751	8.137735819	8.732601108	8.085115714	8.180624971	7.700124826	6.343304411	6.462651635	6.60904718775	8.732601108	0.00333252633926306	0.00333252633926306
Ot01g02510	252708.3526	244017.2064	252544.3858	203908.5022	243353.8752	243656.9344	308167.7923	282518.6916	198403.2822	202339.2968	244196.747	250767.2343	257061.1677	325441.8425	188877.4001	228217.893	223295.554	225321.6982	188371.1551	252766.8188	166131.1742	238149.6246	237235.8163	282177.4632	214911.5484	221770.5429	213854.2142	220954.1001	199098.9265	221158.6589	234379.263316667	325441.8425	0.0915988239410059	372	19.36	40.789	NA	7.918670589	7.662149291	7.784018871	7.493868817	7.293330767	7.2509556845	6.23539416	5.996811014	5.626496155	7.528244118	7.360430992	7.42115989	7.626686865	7.500576038	7.6240031685	7.929407534	7.709527528	7.873845908	7.619025883	7.908385549	7.934063074	8.020669455	8.007004427	9.312912362	7.52656825583333	9.312912362	6.99128500125417e-07	6.99128500125417e-07
Ot01g02780	517056.2627	457096.1508	503113.4149	470951.5625	575796.4374	487418.3645	578293.4364	565991.9688	435868.4101	550537.3082	465600.5374	512222.3106	439485.5082	299638.7366	484335.5575	363340.7404	483706.8503	433819.4311	420761.4707	461780.6037	418747.9128	542038.516	567594.7807	669652.1428	513632.8491	522463.6041	427375.3407	431468.0671	429136.8989	418267.259	481573.081133333	669652.1428	0.527815462174109	768	19.03	84.286	NA	7.263900112	7.121984255	7.290694067	7.026809039	6.884650611	6.893204833	7.192186835	7.023839842	6.864375773	7.450294047	7.223150478	7.051361787	7.759805623	7.69847018	7.801492073	7.251133215	7.548679071	7.503276415	7.508245871	7.780982895	8.245430681	7.411356719	7.563115559	7.465839651	7.367678318	8.245430681	6.23009596022828e-07	6.23009596022828e-07
Ot01g03070	91970.49664	111395.3361	107082.1978	86682.67047	108316.2044	79930.25458	111440.2205	133478.5204	107106.5232	141557.8379	81856.5685	109085.4048	102840.0497	45889.906	94281.46975	17536.0672	90150.72976	101383.3887	95823.93234	138988.0191	100117.7092	128686.8635	99991.65102	111048.1164	114648.498	121429.4431	89999.31244	125961.3418	91286.16221	102472.1311	101414.567553667	141557.8379	0.372965997374981	349	19.64	38.331	NA	7.103251025	6.781127859	6.726967251	6.610566573	6.36227056	6.082359731	7.348279817	6.819991108	6.580066534	7.382849932	6.982389888	6.967108831	7.5976547	7.51232801	7.343242996	7.502101535	7.584233332	7.498329057	7.579710598	7.960174388	8.110228644	7.270227793	7.128458508	7.080154712	7.16308639091667	8.110228644	7.54079631871865e-07	7.54079631871865e-07
Ot01g03150	1925415.915	2248629.749	2746002.908	2138770.794	2541403.525	2172270.246	2130357.019	2440237.797	2155890.502	2191902.617	2121370.024	2309447.346	1925337.104	2612757.028	2335514.734	2616224.862	2133760.003	2161652.512	1709981.31	2358949.901	2447053.85	2278636.014	2989558.125	2320834.172	2266040.341	2911004.158	2447730.103	1990666.969	2050147.671	2241408.537	2297298.52786667	2989558.125	0.267543410322623	152	20.39	17.015	NA	7.849840677	7.541081468	7.716780361	8.026876538	7.626262326	7.797516694	7.267637351	7.02276044	7.11260894	7.419070428	7.562740562	7.531700357	7.082867739	7.326338955	7.371315978	7.007076981	6.96201914	7.300808244	6.881663139	6.513369924	6.467051397	7.292737525	7.357357655	7.549806529	7.31613705616667	8.026876538	0.00272070348868669	0.00272070348868669
Ot01g03760	1759465.985	1446955.101	2027354.804	1849924.307	1849314.105	1764411.046	1640784.514	1717343.5	1604369.685	2018824.863	1824772.749	2075012.158	1404504.783	1468998.556	1544383.274	2008345.39	1787407.539	1596458.204	1594388.825	1402576.679	1581000.632	1789562.939	2209080.848	2027215.849	1760063.132	1905101.9	1984114.377	1389565.756	1442953.27	1494474.455	1732290.97416667	2209080.848	0.149834927718679	806	19.06	88.863	NA	7.721932463	7.324378452	7.447828203	7.664182929	7.794678164	7.630252737	7.621162225	7.735300661	7.300559376	7.168681418	7.406243011	7.18492641	7.609435131	7.539567023	7.561717218	7.843575211	7.743028863	7.811254372	7.684460234	7.926714285	8.103552345	7.471905545	7.465268569	7.513927013	7.59477216075	8.103552345	0.139427499906827	0.139427499906827
Ot01g03910	5353206.817	3881993.844	6198143.058	5335707.258	5996314.55	5961829.55	5435937.373	3938790.36	4340059.343	5486995.587	5503685.664	6714545.807	5719776.352	4278716.54	4708206.683	4939643.415	5792135.13	5637017.718	5000258.596	5788944.979	3704422.038	6928364.505	5097114.66	5188578.682	4881131.421	5188095.613	4858659.53	4921891.683	3792736.635	6572621.81	5238184.17336667	6928364.505	0.0206957850193435	149	18.57	16.644	NA	6.811088618	7.036450294	7.211655527	7.126780968	6.877820599	7.431316857	6.478662122	7.612720322	7.381493139	6.437066468	7.169708402	6.702956574	6.826502927	6.878272276	6.9182526735	6.704042631	6.827416193	7.1927136025	6.778350475	6.901656136	6.477506062	6.057878419	7.07533846	6.960963782	6.911525563625	7.612720322	0.22822651036195	0.22822651036195
Ot01g04150	217663.0353	230752.7243	289882.0471	201547.5978	199975.2382	172512.8957	183246.2397	315828.5702	169253.663	201327.8819	208449.814	195184.1934	195210.9887	252671.592	191678.1987	226408.6635	167334.1109	158966.4494	230238.7657	242377.5934	216471.6921	211934.5432	207429.8856	228876.4144	214036.3445	367057.7551	214268.4246	210421.2145	193948.9455	230188.3509	218171.46111	367057.7551	0.0407147542450274	480	19.82	53.55	NA	6.964237849	6.401244816	6.348138663	7.28653624	6.797869496	6.596772378	8.282510724	7.885894729	7.844342437	8.280185498	7.977851733	7.845410563	7.763901755	7.60664229	7.53114829	7.352913542	6.985405648	6.880457686	7.192004786	6.765083413	6.891267259	6.822151532	6.392638388	6.429208543	7.21349242741667	8.282510724	0.00138040313899376	0.00138040313899376
Ot01g04240	446608.7217	431202.0814	507916.678	492864.97	484881.1964	515583.885	499797.0426	524598.3625	525915.9621	468308.2748	535834.872	568738.9558	524620.4308	599535.3438	426506.4667	570610.6195	641991.2277	473297.1666	530641.1899	475546.8437	493331.7729	505219.6714	540882.1159	524154.2085	520093.2103	757402.0548	458733.5327	550669.0703	501158.2449	608158.955	523493.43759	757402.0548	0.170200479907536	230	19.35	25.205	NA	7.201786238	7.201530763	7.432518344	7.480336325	6.752495442	6.936694654	7.510032888	7.799559586	7.768116899	7.510219842	7.43132749	7.537346723	7.611186126	7.890202758	7.884817458	7.565600181	7.670529698	7.740999489	7.131874943	7.255302899	7.34108204	7.182493007	7.458301101	7.50844973	7.45011685933333	7.890202758	0.00732544583503786	0.00732544583503786
Ot01g04600	494211.7242	462059.6435	633692.7572	570107.5464	569809.942	592836.5581	473823.7054	501049.821	456918.842	541413.3413	523879.9511	622550.0559	338657.6651	469947.7124	451616.9219	641632.4104	512023.162	521307.4927	479363.1056	415871.5428	414661.5054	498196.4845	615919.5029	550126.9261	518253.1342	463840.3128	494888.7342	420761.4791	441790.3663	563556.3315	508492.289266667	641632.4104	0.0111838075537002	1411	19.17	150.115	NA	8.265335761	8.007381671	8.009024227	8.804956095	8.758523433	8.305612266	9.198847423	9.767379815	9.813744483	8.004130236	8.065961465	7.621536257	7.33964763	6.969501316	7.712259494	7.075074136	6.794041703	7.461564987	7.071781606	6.779974684	6.122512981	7.257412327	7.441896926	7.27821603	7.83026320633333	9.813744483	6.83775770457262e-07	6.83775770457262e-07
Ot01g04940	2305669.957	2452522.776	2536747.964	1804766.48	2052676.069	1880234.59	2037307.56	2405335.919	2347882.374	1680978.543	1589494.363	1901296.221	2106622.897	2595550.256	1927076.435	1459796.891	2109253.05	1328833.615	2000436.145	2350806.389	1863720.927	1438930.538	2113508.119	1403658.462	1715110.982	2600213.327	2757575.011	1805961.664	1573541.616	2057176.49	2006756.18766667	2757575.011	0.000959812156202127	253	20.14	27.085	NA	6.957080624	6.987392186	6.939934771	6.975056097	7.046609804	7.070830989	7.393300129	7.441661224	7.42366731	8.168339674	7.887547313	7.874304726	8.119676177	7.975523306	8.004515379	7.988634842	8.092773829	8.279692498	7.632255174	7.666317918	7.994383832	7.334226087	7.112869813	7.187538062	7.56475549016667	8.279692498	1.41086324870054e-06	1.41086324870054e-06
Ot01g06000	1418222.423	1513034.216	1716663.815	1311987.312	1351789.727	1316490.936	1218169.031	1875230.408	1422679.244	1159460.024	1096716.86	1243484.112	1474102.395	2078175.07	1450318.19	1226886.783	1291134.815	1189327.525	1382388.887	1508491.42	1241238.738	1085710.622	1258361.237	1227696.06	1380994.767	2005273.967	1495590.092	1048686.369	1192176.825	1453092.446	1387785.81053333	2078175.07	0.00325487763762038	157	19.78	17.848	NA	7.762751189	7.795349751	7.869233583	7.542666732	7.6947451	7.586807487	7.481989619	7.727552592	6.948780345	7.310489057	7.436657638	6.719541202	7.814427715	7.815546576	7.874113188	8.186896752	8.411935954	8.235003897	8.443030637	8.387669682	8.505606752	7.67590726	7.760717466	7.635471384	7.77595381491667	8.505606752	6.58503324576974e-07	6.58503324576974e-07
Ot01g06370	747722.241	610467.9774	712245.3309	606128.104	678360.5402	653076.2548	634040.5734	657700.494	491451.0195	641266.91	564166.8686	823831.6058	507021.1742	610772.993	529035.1692	602843.8205	579732.4417	563901.9742	561834.9803	609571.2724	491605.4805	649321.2473	803568.5509	602834.8444	712515.6301	662364.0799	622624.4783	511240.2443	419710.6737	549773.1786	613691.005103333	823831.6058	0.642022276366585	312	18.79	33.947	NA	7.662039365	7.260531283	6.6678605325	8.073986007	7.166878006	6.728189452	7.193526555	7.50206205	7.005662961	7.163300663	7.161513922	5.805984055	7.461620053	7.628015356	8.07624207	7.638346098	7.752819253	8.251198119	7.329846749	7.333574962	6.683405618	7.175191186	7.337502625	6.861550443	7.28836864097917	8.251198119	0.164056901498323	0.164056901498323
Ot02g00580	3800239.861	6077423.399	4253613.995	4431505.841	4122207.274	4418920.238	4082706.981	4493899.564	4381901.105	3825308.882	3882005.099	4602956.065	4637196.512	6256449.63	4755613.092	3832492.816	6102767.375	4048910.536	4748531.707	4335464.828	3572351.662	3439336.641	4947092.969	4520059.238	3737511.039	4222416.09	4142574.786	4262752.928	4130780.765	6240027.064	4476833.93273333	6256449.63	0.602306862530244	204	19.03	21.506	NA	7.914770285	8.11434616	8.181478811	8.371629293	8.739635095	8.826278922	7.863352293	7.630521188	7.853013127	7.957655734	7.817932827	7.752707527	6.873052234	6.720285101	7.018986612	6.404943833	6.033484286	6.46929656	6.816952395	6.902536701	6.655974239	7.201067587	7.536411727	7.460729653	7.46321009125	8.826278922	0.00151124864326092	0.00151124864326092
Ot02g02200	687486.3223	593350.893	547245.2402	447395.3729	616815.1598	674576.2776	812555.2353	706425.534	636627.1413	634505.2849	553804.2014	604828.9444	565678.9872	95592.37005	674777.7601	84420.10767	485777.638	450618.4049	549730.684	678175.8578	563655.5512	771973.6292	566551.471	942296.0501	638444.8602	564173.241	640178.1351	559783.5859	491731.1376	440175.1723	575978.341680667	942296.0501	0.299489183950423	184	21.84	21.469	NA	8.372545099	8.314390565	8.47604523	8.171455009	8.346272082	8.134486043	7.159672683	8.029281227	7.412255838	5.143448493	4.495650123	4.132218945	4.788287563	3.869390134	3.2953692145	5.200660518	7.098351052	4.608976505	6.733092673	7.235463743	7.084952586	7.635156172	8.292064291	8.065865137	6.67063962189583	8.47604523	0.0014447523307038	0.0014447523307038
Ot02g02370	452609.3663	456345.7688	560751.3019	499537.557	467005.4909	487254.5134	439737.1865	479460.6956	444588.272	453826.3636	455361.1826	440860.5404	578984.5918	483485.4093	547283.7059	550757.6212	459569.4326	466954.4281	582532.7132	521722.9084	481708.6758	485672.5873	494340.176	511593.3243	462370.3682	610248.9756	458707.3741	439933.7187	438487.9673	569631.137	492710.77846	610248.9756	0.520288194402683	650	20.71	72.645	NA	7.85756235	8.044294037	8.086049156	8.257169462	8.405374373	8.305443442	7.273896068	7.386352617	7.394714906	7.861156781	7.756537345	7.994142517	7.497083246	7.499732799	7.656858492	7.291541969	7.193522789	7.541793697	6.787488617	6.440912752	6.278359429	7.171605262	7.26851616	7.422553343	7.52802756704167	8.405374373	1.08403452903817e-06	1.08403452903817e-06
Ot02g02510	8737975.067	9954031.02	13798959.75	10988199.87	9862775.484	8705192.932	7934872.578	12006111.69	12164986.18	9695311.731	8310927.633	10290224.16	7423019.505	10535826.32	12135267.19	11877871.83	8575837.339	7004281.985	6446783.803	8898028.833	10972607.99	10801085.25	10235286.63	9868310.897	7800843.861	9422299.592	11267810.32	8408788.303	7677522.186	7865711.332	9655558.37536667	13798959.75	7.15686478644488e-07	460	19.58	50.542	NA	7.563611685	7.437539936	7.404203849	7.688023922	7.942786631	7.979322349	8.587613	8.272604524	8.564577191	8.353406751	8.155500466	7.869525215	7.85974431	7.734026886	7.737939505	7.942972085	7.495592829	7.408882133	7.310313887	7.052061674	7.019902442	7.285765027	6.966127918	6.838730699	7.68628228808333	8.587613	8.42779361030291e-07	8.42779361030291e-07
Ot02g03620	1358468.454	1036679.112	1644302.712	1598318.761	1501929.952	1572713.726	1136037.859	1512228.577	1339662.073	1744673.403	1430113.977	1649652.99	972941.1962	874200.9292	1390517.919	1379455.185	1177024.363	1442933.402	953256.5313	1257950.094	1289775.763	1481845.462	1200890.466	1618222.587	1282739.917	1138965.248	1457389.143	1132377.92	1183047.398	1205202.607	1332117.25755667	1744673.403	0.0979978672006474	588	19.51	65.049	NA	7.585474758	7.624923703	7.617812446	7.95796033	7.955229666	7.930194266	7.414355855	6.953556896	7.022814127	8.134208011	7.694577481	7.569656645	7.922883648	7.773834614	7.963241616	7.51947715	7.344196882	7.727397799	7.077573399	7.082283593	7.093338227	7.141771776	7.293673078	7.288848768	7.52872019725	8.134208011	6.38485980922528e-07	6.38485980922528e-07
Ot02g04120	1998124.856	1527971.351	2265368.606	1992922.805	2009121.928	2067840.543	1461282.049	1961254.998	1957205.222	2091260.649	1755040.251	2483277.528	1384733.928	1909584.947	1808715.562	1767090.963	1714276.825	1690528.208	1318132.186	1554830.497	1508223.391	1748240.439	2111511.659	2041518.263	1819927.573	1589491.799	1743014.239	1480411.394	1419884.852	1717505.185	1796609.75653333	2483277.528	0.476418233842652	236	17.83	25.638	NA	7.96622233	8.123166069	8.335603241	8.121258209	8.49948198	8.442939938	7.530076169	7.888149462	8.362385089	7.464174378	6.948008652	7.128035738	7.11829062	7.170321725	7.205215152	7.250982322	7.086075244	7.11736811	7.680337989	7.778023485	7.96388198	7.608312997	7.745252845	7.757175802	7.67878081358333	8.49948198	0.000578247600935213	0.000578247600935213
Ot02g04360	15121839.1	16570314.88	35674684.76	44102464.72	34995365.31	26927732.62	14955549.79	20230392.67	29127854.5	50276871.22	30994379.8	32424332.3	13536397.34	19212987.04	29461974	47790653.93	31104422.17	27879275.45	14191919.75	18377358.4	28864267.49	41449582.26	38038888.03	29153531.96	16650601.22	17814048.74	35795810	37184085.55	27266895.49	24422384.45	28319895.498	50276871.22	7.28442174666367e-07	931	18.81	100.45	NA	7.633417309	7.958010114	8.059369452	7.561489142	7.845256934	7.67835256	7.564885646	7.510801118	NA	7.268031485	7.046515791	7.170870476	7.071939053	6.818208151	6.783824185	6.582336263	6.17766315	6.492128533	6.191751395	6.081256964	6.394306587	6.860026792	7.218771805	7.368729325	7.10164966217391	8.059369452	7.28438614362432e-07	7.28438614362432e-07
Ot02g04600	109870.1969	143721.1443	91535.66885	71659.41778	88297.23046	91985.1563	118434.4443	169968.6702	111079.6882	78309.2798	76914.9003	69411.70495	190703.932	202015.5425	75853.3806	108748.2802	106898.0202	77857.3298	181517.122	171382.6499	113048.7132	101604.4321	97529.00531	114657.6609	152556.4292	270007.0005	71532.84435	115178.6807	128799.3383	173974.5048	122501.74563	270007.0005	0.00195557662688623	1016	18.78	109.982	NA	8.185388191	8.594564718	8.627278347	7.841192276	8.406812448	8.354249034	7.280611929	7.383343317	7.353115921	6.067655955	6.607606223	6.438478294	5.096714092	4.853901934	5.207731117	3.872467685	4.004303864	4.33626318	5.408529215	5.825062237	5.069034216	7.747627177	7.77520698	7.615532185	6.58136127229167	8.627278347	9.39824624072773e-07	9.39824624072773e-07
Ot02g04680	4007045.71	4844099.031	5245818.592	3890765.022	4149188.437	4241812.47	3976637.402	5806606.468	5233350.59	4236629.627	3620703.271	4897519.392	3581374.25	4974084.158	4666254.044	3323808.455	3421591.536	3627535.444	3316141.098	4949451.351	4302986.85	3938020.416	4144341.679	4740961.749	4190194.642	5292173.713	4184545.107	3158755.454	3152155.278	3417488.752	4217734.66626667	5806606.468	0.0073502424590127	404	17.98	43.702	NA	7.464635973	7.553389198	7.76316477	7.87727039	7.993079021	8.010819304	6.953738833	6.974074261	6.97192568	7.597616353	7.513587056	7.70377844	7.35318042	7.216741732	7.257609391	7.211296362	7.06095983	7.18401528	7.129574452	7.161910449	7.112499982	7.132670761	7.30996056	7.27943797	7.36612235283333	8.010819304	9.89136884652322e-07	9.89136884652322e-07
Ot02g04800	16737804.77	15467246.58	17357697.58	15881959.98	15909917.9	14957398.56	15653342.67	16029071.83	15701020.58	15317636.64	15393778.51	16104537.11	18486629.8	16023033.7	15591726.18	17385009.05	17223835.15	14063485.03	13556217.46	15433611.35	15881769.49	17742204.79	18982818.37	17041308.18	14885897.83	17011266.27	14510981.45	15195441.16	16734346.62	17194328.15	16115177.4246667	18982818.37	0.581430387728988	225	19.44	24.1	NA	7.382233722	7.50956954	7.708978602	7.523269465	7.7797650935	8.06582917	7.806871611	7.308838907	7.199413311	8.316766585	8.087635642	8.486640897	8.324754947	8.451906803	8.360819783	8.319370936	8.351793206	8.366114354	7.899015344	7.71309512	8.090766865	7.304930019	7.136569346	7.196830539	7.86215749197917	8.486640897	0.00924587114297578	0.00924587114297578
Ot03g00220	4252870.467	4816554.457	5939013.115	5769453.72	5146310.143	5962610.529	4739992.073	6085913.727	5594804.961	7323771.228	5259662.09	6167507.708	3254479.073	5497890.973	5662150.464	6666247.509	4721911.026	5955447.27	3866767	5261050.254	5634654.774	5283948.401	5656436.275	5431108.958	4892770.227	4140899.253	6600632.164	4486390.724	4994410.692	3414375.67	5282667.83083333	7323771.228	0.0116202210981349	296	18.68	31.808	NA	6.781089351	6.398566385	6.306513007	6.441436275	5.088907404	5.203396574	5.07854894	4.962670189	4.59792224	6.83041922	5.782933131	5.875506436	6.906481449	7.715433717	7.3955178425	7.014111074	7.402012292	7.331885629	9.032684643	9.054845124	NA	8.329375651	7.942274251	8.011650894	6.76018181384783	9.054845124	7.81196102901188e-07	7.81196102901188e-07
Ot03g00770	98482.78809	127683.3395	92237.88949	94189.37647	56363.73758	86417.75792	104158.7793	108698.2047	87384.94293	82425.33655	71153.77424	79754.19343	61107.75648	117897.3867	66422.50015	109716.8687	78067.37166	89752.94934	78627.05526	115794.1169	83942.46767	82690.31008	69152.23972	79657.64285	89463.53782	32134.329	91693.2038	96204.49258	79454.29338	71129.76661	86061.9469633333	127683.3395	0.00307587836533637	1095	18.14	117.401	NA	8.084776456	7.713812583	7.788775666	8.055465256	7.884450523	7.967709386	7.808495346	7.629964166	7.65037256	7.635979599	8.044535004	8.10144823	7.436835425	7.115248837	7.326791188	7.627091922	7.413780729	7.627081891	7.627228051	7.496992415	7.465863747	7.703841689	7.543478356	7.646225509	7.68317685558333	8.10144823	0.00324600014293109	0.00324600014293109
Ot03g00870	494886.7753	393253.5384	521425.3188	532444.2431	515082.1093	471780.5332	420256.1656	509983.9956	343144.9338	539137.3904	352763.9316	449471.4936	350281.3379	382030.2054	438607.6942	474105.4764	413850.21	380325.5844	354185.9583	419742.4136	424161.386	385916.2282	408692.3554	398311.672	422676.5103	494064.1772	392179.6637	376745.2383	335796.5924	345108.3695	424680.383396667	539137.3904	0.558580720621492	846	20.68	94.881	NA	8.021085344	8.458436315	8.285589814	7.967293631	8.383556142	8.159677357	7.888211186	5.648594147	8.387022214	5.310605421	NA	5.326037352	5.268583847	6.921592925	4.867513759	5.461614879	5.329155398	5.2790101175	7.010947172	7.239529095	7.105944132	7.501331243	7.912092309	7.900579375	6.94060883367391	8.458436315	0.000383333217548706	0.000383333217548706
Ot03g00920	862955.1072	707480.0901	1027208.068	1046773.395	955898.0792	966461.4228	806004.5339	824458.4662	853982.333	944180.1446	930600.239	1050676.846	661025.96	797382.1343	879553.2949	1092020.572	767072.4414	737868.9742	646637.6871	769697.9898	825769.9229	921649.3658	1127437.544	836943.7363	784657.5195	935668.987	885765.8074	753380.0037	741964.4247	846939.9531	866270.501436667	1127437.544	0.022245525217062	464	20.08	51.174	NA	7.690684083	7.626578931	5.389645704	8.054593876	7.839927216	7.441602616	7.662729408	6.172549186	7.4899737955	7.784027477	8.40333701	7.579851207	7.582572445	7.935723303	8.451259486	7.47270609	7.694820539	10.370442252	7.466165939	7.566022153	6.941810557	7.542036583	7.390213167	4.304325672	7.49389994564583	10.370442252	0.101606248760365	0.101606248760365
